"subj","word","block","seq"
26,"tissif","Pre",11
26,"tissif","Pre",21
26,"tissif","Pre",40
27,"fassif","AF2",24
27,"fassif","AF2",36
27,"fassif","AF2",38
27,"fassif","MN1",27
27,"fassif","MN1",44
27,"fassif","MN1",49
27,"fassif","Pre",1
27,"fassif","Pre",38
27,"fassif","Pre",49
27,"foelif","Pre",12
27,"foelif","Pre",14
27,"foelif","Pre",30
27,"foellif","AF2",3
27,"foellif","AF2",32
27,"foellif","AF2",33
27,"foellif","MN1",0
27,"foellif","MN1",18
27,"foellif","MN1",5
27,"gorrif","AF2",1
27,"gorrif","AF2",12
27,"gorrif","AF2",45
27,"gorrif","MN1",23
27,"gorrif","MN1",34
27,"gorrif","MN1",37
27,"gorrif","Pre",2
27,"gorrif","Pre",6
27,"gorrif","Pre",9
27,"guutif","AF2",17
27,"guutif","AF2",51
27,"guutif","AF2",7
27,"guutif","MN1",14
27,"guutif","MN1",25
27,"guutif","MN1",53
27,"guutif","Pre",19
27,"guutif","Pre",21
27,"guutif","Pre",44
27,"keggif","AF2",13
27,"keggif","AF2",22
27,"keggif","AF2",29
27,"keggif","MN1",29
27,"keggif","MN1",42
27,"keggif","MN1",46
27,"keggif","Pre",24
27,"keggif","Pre",37
27,"keggif","Pre",42
27,"kielif","AF2",21
27,"kielif","AF2",26
27,"kielif","AF2",53
27,"kielif","MN1",11
27,"kielif","MN1",28
27,"kielif","MN1",52
27,"kielif","Pre",29
27,"kielif","Pre",3
27,"kielif","Pre",8
27,"kiggif","AF2",18
27,"kiggif","AF2",20
27,"kiggif","AF2",9
27,"kiggif","MN1",39
27,"kiggif","MN1",47
27,"kiggif","MN1",51
27,"kiggif","Pre",25
27,"kiggif","Pre",28
27,"kiggif","Pre",53
27,"koepif","MN1",1
27,"koepif","MN1",4
27,"koepif","MN1",48
27,"koepif","Pre",15
27,"koepif","Pre",22
27,"koepif","Pre",35
27,"koeppif","AF2",27
27,"koeppif","AF2",28
27,"koeppif","AF2",48
27,"parrif","AF2",19
27,"parrif","AF2",35
27,"parrif","AF2",37
27,"parrif","MN1",10
27,"parrif","MN1",16
27,"parrif","MN1",26
27,"parrif","Pre",33
27,"parrif","Pre",48
27,"parrif","Pre",7
27,"peffif","AF2",10
27,"peffif","AF2",52
27,"peffif","AF2",6
27,"peffif","MN1",19
27,"peffif","MN1",31
27,"peffif","MN1",38
27,"peffif","Pre",31
27,"peffif","Pre",45
27,"peffif","Pre",52
27,"piffif","AF2",42
27,"piffif","AF2",47
27,"piffif","AF2",50
27,"piffif","MN1",13
27,"piffif","MN1",15
27,"piffif","MN1",2
27,"piffif","Pre",26
27,"piffif","Pre",43
27,"piffif","Pre",46
27,"possif","AF2",11
27,"possif","AF2",2
27,"possif","AF2",8
27,"possif","MN1",32
27,"possif","MN1",35
27,"possif","MN1",8
27,"possif","Pre",20
27,"possif","Pre",47
27,"possif","Pre",51
27,"saakif","AF2",0
27,"saakif","AF2",23
27,"saakif","AF2",5
27,"saakif","MN1",12
27,"saakif","MN1",17
27,"saakif","MN1",30
27,"saakif","Pre",10
27,"saakif","Pre",11
27,"saakif","Pre",41
27,"suutif","AF2",14
27,"suutif","AF2",40
27,"suutif","AF2",44
27,"suutif","MN1",3
27,"suutif","MN1",36
27,"suutif","MN1",7
27,"suutif","Pre",16
27,"suutif","Pre",23
27,"suutif","Pre",4
27,"taapif","AF2",15
27,"taapif","AF2",4
27,"taapif","AF2",41
27,"taapif","MN1",24
27,"taapif","MN1",50
27,"taapif","MN1",6
27,"taapif","Pre",27
27,"taapif","Pre",34
27,"taapif","Pre",5
27,"tessif","AF2",30
27,"tessif","AF2",31
27,"tessif","AF2",49
27,"tessif","MN1",21
27,"tessif","MN1",41
27,"tessif","MN1",45
27,"tessif","Pre",17
27,"tessif","Pre",32
27,"tessif","Pre",39
27,"tiekif","AF2",25
27,"tiekif","AF2",39
27,"tiekif","AF2",43
27,"tiekif","MN1",22
27,"tiekif","MN1",40
27,"tiekif","MN1",43
27,"tiekif","Pre",13
27,"tiekif","Pre",36
27,"tiekif","Pre",50
27,"tissif","AF2",16
27,"tissif","AF2",34
27,"tissif","AF2",46
27,"tissif","MN1",20
27,"tissif","MN1",33
27,"tissif","MN1",9
27,"tissif","Pre",0
27,"tissif","Pre",18
27,"tissif","Pre",40
28,"fassif","AF2",0
28,"fassif","AF2",17
28,"fassif","AF2",47
28,"fassif","MN1",18
28,"fassif","MN1",24
28,"fassif","MN1",28
28,"fassif","Pre",25
28,"fassif","Pre",26
28,"fassif","Pre",7
28,"foelif","Pre",13
28,"foelif","Pre",22
28,"foelif","Pre",44
28,"foellif","AF2",10
28,"foellif","AF2",29
28,"foellif","AF2",3
28,"foellif","MN1",20
28,"foellif","MN1",27
28,"foellif","MN1",52
28,"gorrif","AF2",15
28,"gorrif","AF2",19
28,"gorrif","AF2",41
28,"gorrif","MN1",21
28,"gorrif","MN1",26
28,"gorrif","MN1",9
28,"gorrif","Pre",28
28,"gorrif","Pre",39
28,"gorrif","Pre",6
28,"guutif","AF2",20
28,"guutif","AF2",34
28,"guutif","AF2",49
28,"guutif","MN1",40
28,"guutif","MN1",43
28,"guutif","MN1",53
28,"guutif","Pre",18
28,"guutif","Pre",38
28,"guutif","Pre",40
28,"keggif","AF2",11
28,"keggif","AF2",24
28,"keggif","AF2",33
28,"keggif","MN1",30
28,"keggif","MN1",34
28,"keggif","MN1",38
28,"keggif","Pre",1
28,"keggif","Pre",21
28,"keggif","Pre",52
28,"kielif","AF2",12
28,"kielif","AF2",5
28,"kielif","AF2",9
28,"kielif","MN1",16
28,"kielif","MN1",32
28,"kielif","MN1",7
28,"kielif","Pre",27
28,"kielif","Pre",4
28,"kielif","Pre",8
28,"kiggif","AF2",35
28,"kiggif","AF2",4
28,"kiggif","AF2",45
28,"kiggif","MN1",11
28,"kiggif","MN1",12
28,"kiggif","MN1",3
28,"kiggif","Pre",31
28,"kiggif","Pre",49
28,"kiggif","Pre",50
28,"koepif","MN1",15
28,"koepif","MN1",25
28,"koepif","MN1",6
28,"koepif","Pre",36
28,"koepif","Pre",51
28,"koepif","Pre",53
28,"koeppif","AF2",1
28,"koeppif","AF2",44
28,"koeppif","AF2",51
28,"parrif","AF2",42
28,"parrif","AF2",52
28,"parrif","AF2",53
28,"parrif","MN1",19
28,"parrif","MN1",39
28,"parrif","MN1",42
28,"parrif","Pre",10
28,"parrif","Pre",15
28,"parrif","Pre",3
28,"peffif","AF2",37
28,"peffif","AF2",39
28,"peffif","AF2",46
28,"peffif","MN1",22
28,"peffif","MN1",29
28,"peffif","MN1",33
28,"peffif","Pre",23
28,"peffif","Pre",33
28,"peffif","Pre",46
28,"piffif","AF2",14
28,"piffif","AF2",36
28,"piffif","AF2",7
28,"piffif","MN1",36
28,"piffif","MN1",44
28,"piffif","MN1",48
28,"piffif","Pre",14
28,"piffif","Pre",29
28,"piffif","Pre",41
28,"possif","AF2",31
28,"possif","AF2",40
28,"possif","AF2",6
28,"possif","MN1",13
28,"possif","MN1",41
28,"possif","MN1",45
28,"possif","Pre",11
28,"possif","Pre",12
28,"possif","Pre",20
28,"saakif","AF2",22
28,"saakif","AF2",25
28,"saakif","AF2",50
28,"saakif","MN1",0
28,"saakif","MN1",14
28,"saakif","MN1",37
28,"saakif","Pre",24
28,"saakif","Pre",32
28,"saakif","Pre",35
28,"suutif","AF2",16
28,"suutif","AF2",26
28,"suutif","AF2",30
28,"suutif","MN1",10
28,"suutif","MN1",35
28,"suutif","MN1",51
28,"suutif","Pre",30
28,"suutif","Pre",43
28,"suutif","Pre",48
28,"taapif","AF2",43
28,"taapif","AF2",48
28,"taapif","AF2",8
28,"taapif","MN1",17
28,"taapif","MN1",4
28,"taapif","MN1",5
28,"taapif","Pre",17
28,"taapif","Pre",2
28,"taapif","Pre",37
28,"tessif","AF2",23
28,"tessif","AF2",27
28,"tessif","AF2",28
28,"tessif","MN1",1
28,"tessif","MN1",46
28,"tessif","MN1",47
28,"tessif","Pre",16
28,"tessif","Pre",45
28,"tessif","Pre",9
28,"tiekif","AF2",13
28,"tiekif","AF2",18
28,"tiekif","AF2",38
28,"tiekif","MN1",2
28,"tiekif","MN1",23
28,"tiekif","MN1",8
28,"tiekif","Pre",34
28,"tiekif","Pre",47
28,"tiekif","Pre",5
28,"tissif","AF2",2
28,"tissif","AF2",21
28,"tissif","AF2",32
28,"tissif","MN1",31
28,"tissif","MN1",49
28,"tissif","MN1",50
28,"tissif","Pre",0
28,"tissif","Pre",19
28,"tissif","Pre",42
29,"fassif","AF2",1
29,"fassif","AF2",39
29,"fassif","AF2",7
29,"fassif","MN1",24
29,"fassif","MN1",39
29,"fassif","MN1",43
29,"fassif","Pre",17
29,"fassif","Pre",23
29,"fassif","Pre",31
29,"foelif","Pre",0
29,"foelif","Pre",14
29,"foelif","Pre",24
29,"foellif","AF2",13
29,"foellif","AF2",41
29,"foellif","AF2",53
29,"foellif","MN1",28
29,"foellif","MN1",45
29,"foellif","MN1",52
29,"gorrif","AF2",10
29,"gorrif","AF2",38
29,"gorrif","AF2",9
29,"gorrif","MN1",3
29,"gorrif","MN1",33
29,"gorrif","MN1",6
29,"gorrif","Pre",11
29,"gorrif","Pre",29
29,"gorrif","Pre",43
29,"guutif","AF2",23
29,"guutif","AF2",4
29,"guutif","AF2",44
29,"guutif","MN1",10
29,"guutif","MN1",26
29,"guutif","MN1",40
29,"guutif","Pre",2
29,"guutif","Pre",32
29,"guutif","Pre",41
29,"keggif","AF2",37
29,"keggif","AF2",47
29,"keggif","AF2",51
29,"keggif","MN1",2
29,"keggif","MN1",48
29,"keggif","MN1",51
29,"keggif","Pre",21
29,"keggif","Pre",30
29,"keggif","Pre",44
29,"kielif","AF2",12
29,"kielif","AF2",33
29,"kielif","AF2",6
29,"kielif","MN1",11
29,"kielif","MN1",29
29,"kielif","MN1",35
29,"kielif","Pre",12
29,"kielif","Pre",13
29,"kielif","Pre",26
29,"kiggif","AF2",0
29,"kiggif","AF2",26
29,"kiggif","AF2",46
29,"kiggif","MN1",12
29,"kiggif","MN1",32
29,"kiggif","MN1",42
29,"kiggif","Pre",15
29,"kiggif","Pre",18
29,"kiggif","Pre",45
29,"koepif","MN1",14
29,"koepif","MN1",17
29,"koepif","MN1",8
29,"koepif","Pre",19
29,"koepif","Pre",20
29,"koepif","Pre",27
29,"koeppif","AF2",15
29,"koeppif","AF2",3
29,"koeppif","AF2",30
29,"parrif","AF2",16
29,"parrif","AF2",17
29,"parrif","AF2",45
29,"parrif","MN1",13
29,"parrif","MN1",27
29,"parrif","MN1",50
29,"parrif","Pre",36
29,"parrif","Pre",40
29,"parrif","Pre",42
29,"peffif","AF2",28
29,"peffif","AF2",5
29,"peffif","AF2",50
29,"peffif","MN1",15
29,"peffif","MN1",34
29,"peffif","MN1",47
29,"peffif","Pre",5
29,"peffif","Pre",50
29,"peffif","Pre",8
29,"piffif","AF2",19
29,"piffif","AF2",27
29,"piffif","AF2",48
29,"piffif","MN1",1
29,"piffif","MN1",21
29,"piffif","MN1",53
29,"piffif","Pre",47
29,"piffif","Pre",52
29,"piffif","Pre",9
29,"possif","AF2",21
29,"possif","AF2",32
29,"possif","AF2",40
29,"possif","MN1",16
29,"possif","MN1",23
29,"possif","MN1",9
29,"possif","Pre",38
29,"possif","Pre",49
29,"possif","Pre",6
29,"saakif","AF2",22
29,"saakif","AF2",25
29,"saakif","AF2",52
29,"saakif","MN1",36
29,"saakif","MN1",4
29,"saakif","MN1",5
29,"saakif","Pre",35
29,"saakif","Pre",39
29,"saakif","Pre",4
29,"suutif","AF2",18
29,"suutif","AF2",29
29,"suutif","AF2",35
29,"suutif","MN1",18
29,"suutif","MN1",19
29,"suutif","MN1",37
29,"suutif","Pre",22
29,"suutif","Pre",33
29,"suutif","Pre",34
29,"taapif","AF2",20
29,"taapif","AF2",34
29,"taapif","AF2",49
29,"taapif","MN1",30
29,"taapif","MN1",44
29,"taapif","MN1",46
29,"taapif","Pre",25
29,"taapif","Pre",53
29,"taapif","Pre",7
29,"tessif","AF2",24
29,"tessif","AF2",31
29,"tessif","AF2",42
29,"tessif","MN1",0
29,"tessif","MN1",20
29,"tessif","MN1",31
29,"tessif","Pre",16
29,"tessif","Pre",3
29,"tessif","Pre",51
29,"tiekif","AF2",14
29,"tiekif","AF2",2
29,"tiekif","AF2",8
29,"tiekif","MN1",25
29,"tiekif","MN1",41
29,"tiekif","MN1",49
29,"tiekif","Pre",28
29,"tiekif","Pre",46
29,"tiekif","Pre",48
29,"tissif","AF2",11
29,"tissif","AF2",36
29,"tissif","AF2",43
29,"tissif","MN1",22
29,"tissif","MN1",38
29,"tissif","MN1",7
29,"tissif","Pre",1
29,"tissif","Pre",10
29,"tissif","Pre",37
2,"fassif","AF2",15
2,"fassif","AF2",4
2,"fassif","AF2",46
2,"fassif","MN1",15
2,"fassif","MN1",18
2,"fassif","MN1",35
2,"fassif","Pre",17
2,"fassif","Pre",25
2,"fassif","Pre",34
2,"foelif","Pre",15
2,"foelif","Pre",23
2,"foelif","Pre",50
2,"foellif","AF2",13
2,"foellif","AF2",14
2,"foellif","AF2",8
2,"foellif","MN1",1
2,"foellif","MN1",40
2,"foellif","MN1",41
2,"gorrif","AF2",0
2,"gorrif","AF2",42
2,"gorrif","AF2",53
2,"gorrif","MN1",3
2,"gorrif","MN1",4
2,"gorrif","MN1",50
2,"gorrif","Pre",22
2,"gorrif","Pre",35
2,"gorrif","Pre",48
2,"guutif","AF2",20
2,"guutif","AF2",39
2,"guutif","AF2",49
2,"guutif","MN1",0
2,"guutif","MN1",12
2,"guutif","MN1",25
2,"guutif","Pre",16
2,"guutif","Pre",30
2,"guutif","Pre",53
2,"keggif","AF2",2
2,"keggif","AF2",29
2,"keggif","AF2",32
2,"keggif","MN1",32
2,"keggif","MN1",48
2,"keggif","MN1",5
2,"keggif","Pre",40
2,"keggif","Pre",41
2,"kielif","AF2",1
2,"kielif","AF2",26
2,"kielif","AF2",27
2,"kielif","MN1",20
2,"kielif","MN1",24
2,"kielif","Pre",13
2,"kielif","Pre",27
2,"kielif","Pre",43
2,"kiggif","AF2",17
2,"kiggif","AF2",25
2,"kiggif","AF2",6
2,"kiggif","MN1",17
2,"kiggif","MN1",38
2,"kiggif","MN1",53
2,"kiggif","Pre",11
2,"kiggif","Pre",47
2,"kiggif","Pre",5
2,"koepif","MN1",16
2,"koepif","MN1",27
2,"koepif","MN1",9
2,"koepif","Pre",37
2,"koepif","Pre",4
2,"koepif","Pre",8
2,"koeppif","AF2",34
2,"koeppif","AF2",36
2,"koeppif","AF2",44
2,"parrif","AF2",18
2,"parrif","AF2",23
2,"parrif","AF2",48
2,"parrif","MN1",14
2,"parrif","MN1",22
2,"parrif","MN1",49
2,"parrif","Pre",2
2,"parrif","Pre",6
2,"parrif","Pre",7
2,"peffif","AF2",12
2,"peffif","AF2",5
2,"peffif","MN1",23
2,"peffif","MN1",7
2,"peffif","MN1",8
2,"peffif","Pre",26
2,"peffif","Pre",44
2,"piffif","AF2",10
2,"piffif","AF2",33
2,"piffif","AF2",51
2,"piffif","MN1",31
2,"piffif","MN1",33
2,"piffif","MN1",44
2,"piffif","Pre",0
2,"piffif","Pre",10
2,"piffif","Pre",33
2,"possif","AF2",41
2,"possif","AF2",7
2,"possif","MN1",19
2,"possif","MN1",2
2,"possif","MN1",45
2,"possif","Pre",18
2,"possif","Pre",28
2,"possif","Pre",36
2,"saakif","AF2",3
2,"saakif","AF2",35
2,"saakif","AF2",37
2,"saakif","MN1",29
2,"saakif","MN1",43
2,"saakif","MN1",6
2,"saakif","Pre",1
2,"saakif","Pre",21
2,"saakif","Pre",3
2,"suutif","AF2",19
2,"suutif","AF2",24
2,"suutif","AF2",50
2,"suutif","MN1",11
2,"suutif","MN1",26
2,"suutif","MN1",34
2,"suutif","Pre",24
2,"suutif","Pre",29
2,"suutif","Pre",49
2,"taapif","AF2",38
2,"taapif","AF2",43
2,"taapif","AF2",9
2,"taapif","MN1",13
2,"taapif","MN1",28
2,"taapif","MN1",51
2,"taapif","Pre",12
2,"taapif","Pre",19
2,"taapif","Pre",52
2,"tessif","AF2",21
2,"tessif","AF2",45
2,"tessif","AF2",47
2,"tessif","MN1",10
2,"tessif","MN1",42
2,"tessif","MN1",52
2,"tessif","Pre",45
2,"tessif","Pre",9
2,"tiekif","AF2",11
2,"tiekif","AF2",28
2,"tiekif","AF2",52
2,"tiekif","MN1",36
2,"tiekif","MN1",37
2,"tiekif","MN1",46
2,"tiekif","Pre",14
2,"tiekif","Pre",32
2,"tiekif","Pre",38
2,"tissif","AF2",22
2,"tissif","AF2",31
2,"tissif","AF2",40
2,"tissif","MN1",30
2,"tissif","MN1",39
2,"tissif","MN1",47
2,"tissif","Pre",20
2,"tissif","Pre",31
2,"tissif","Pre",46
30,"fassif","AF2",44
30,"fassif","AF2",50
30,"fassif","AF2",52
30,"fassif","MN1",15
30,"fassif","MN1",21
30,"fassif","MN1",23
30,"fassif","Pre",14
30,"fassif","Pre",28
30,"fassif","Pre",51
30,"foelif","Pre",17
30,"foelif","Pre",38
30,"foelif","Pre",9
30,"foellif","AF2",10
30,"foellif","AF2",12
30,"foellif","AF2",31
30,"foellif","MN1",10
30,"foellif","MN1",24
30,"foellif","MN1",46
30,"gorrif","AF2",29
30,"gorrif","AF2",32
30,"gorrif","AF2",5
30,"gorrif","MN1",19
30,"gorrif","MN1",27
30,"gorrif","MN1",39
30,"gorrif","Pre",29
30,"gorrif","Pre",30
30,"gorrif","Pre",47
30,"guutif","AF2",40
30,"guutif","AF2",45
30,"guutif","AF2",51
30,"guutif","MN1",38
30,"guutif","MN1",52
30,"guutif","MN1",6
30,"guutif","Pre",22
30,"guutif","Pre",32
30,"guutif","Pre",7
30,"keggif","AF2",18
30,"keggif","AF2",42
30,"keggif","AF2",6
30,"keggif","MN1",11
30,"keggif","MN1",31
30,"keggif","MN1",33
30,"keggif","Pre",16
30,"keggif","Pre",20
30,"keggif","Pre",8
30,"kielif","AF2",21
30,"kielif","AF2",23
30,"kielif","AF2",34
30,"kielif","MN1",35
30,"kielif","MN1",53
30,"kielif","MN1",8
30,"kielif","Pre",10
30,"kielif","Pre",13
30,"kielif","Pre",5
30,"kiggif","AF2",0
30,"kiggif","AF2",13
30,"kiggif","AF2",47
30,"kiggif","MN1",36
30,"kiggif","MN1",45
30,"kiggif","MN1",50
30,"kiggif","Pre",25
30,"kiggif","Pre",43
30,"kiggif","Pre",44
30,"koepif","MN1",18
30,"koepif","MN1",37
30,"koepif","MN1",41
30,"koepif","Pre",33
30,"koepif","Pre",48
30,"koepif","Pre",50
30,"koeppif","AF2",36
30,"koeppif","AF2",39
30,"koeppif","AF2",8
30,"parrif","AF2",41
30,"parrif","AF2",53
30,"parrif","AF2",9
30,"parrif","MN1",28
30,"parrif","MN1",32
30,"parrif","MN1",49
30,"parrif","Pre",3
30,"parrif","Pre",34
30,"parrif","Pre",53
30,"peffif","AF2",11
30,"peffif","AF2",19
30,"peffif","AF2",27
30,"peffif","MN1",0
30,"peffif","MN1",3
30,"peffif","MN1",51
30,"peffif","Pre",21
30,"peffif","Pre",31
30,"peffif","Pre",42
30,"piffif","AF2",30
30,"piffif","AF2",35
30,"piffif","AF2",37
30,"piffif","MN1",13
30,"piffif","MN1",29
30,"piffif","MN1",48
30,"piffif","Pre",2
30,"piffif","Pre",23
30,"piffif","Pre",49
30,"possif","AF2",17
30,"possif","AF2",25
30,"possif","AF2",7
30,"possif","MN1",17
30,"possif","MN1",40
30,"possif","MN1",44
30,"possif","Pre",15
30,"possif","Pre",41
30,"possif","Pre",6
30,"saakif","AF2",2
30,"saakif","AF2",22
30,"saakif","AF2",24
30,"saakif","MN1",14
30,"saakif","MN1",25
30,"saakif","MN1",26
30,"saakif","Pre",1
30,"saakif","Pre",36
30,"saakif","Pre",4
30,"suutif","AF2",1
30,"suutif","AF2",38
30,"suutif","AF2",49
30,"suutif","MN1",1
30,"suutif","MN1",47
30,"suutif","MN1",5
30,"suutif","Pre",24
30,"suutif","Pre",35
30,"suutif","Pre",45
30,"taapif","AF2",33
30,"taapif","AF2",4
30,"taapif","AF2",48
30,"taapif","MN1",42
30,"taapif","MN1",7
30,"taapif","MN1",9
30,"taapif","Pre",18
30,"taapif","Pre",19
30,"taapif","Pre",37
30,"tessif","AF2",20
30,"tessif","AF2",3
30,"tessif","AF2",46
30,"tessif","MN1",16
30,"tessif","MN1",2
30,"tessif","MN1",22
30,"tessif","Pre",11
30,"tessif","Pre",26
30,"tessif","Pre",39
30,"tiekif","AF2",15
30,"tiekif","AF2",16
30,"tiekif","AF2",43
30,"tiekif","MN1",20
30,"tiekif","MN1",4
30,"tiekif","MN1",43
30,"tiekif","Pre",40
30,"tiekif","Pre",46
30,"tiekif","Pre",52
30,"tissif","AF2",14
30,"tissif","AF2",26
30,"tissif","AF2",28
30,"tissif","MN1",12
30,"tissif","MN1",30
30,"tissif","MN1",34
30,"tissif","Pre",0
30,"tissif","Pre",12
30,"tissif","Pre",27
31,"fassif","AF2",0
31,"fassif","AF2",34
31,"fassif","AF2",40
31,"fassif","MN1",20
31,"fassif","MN1",3
31,"fassif","MN1",41
31,"fassif","Pre",28
31,"fassif","Pre",31
31,"fassif","Pre",38
31,"foelif","Pre",12
31,"foelif","Pre",33
31,"foelif","Pre",53
31,"foellif","AF2",31
31,"foellif","AF2",5
31,"foellif","AF2",8
31,"foellif","MN1",12
31,"foellif","MN1",39
31,"foellif","MN1",45
31,"gorrif","AF2",1
31,"gorrif","AF2",24
31,"gorrif","AF2",38
31,"gorrif","MN1",24
31,"gorrif","MN1",44
31,"gorrif","MN1",5
31,"gorrif","Pre",15
31,"gorrif","Pre",41
31,"gorrif","Pre",49
31,"guutif","AF2",4
31,"guutif","AF2",49
31,"guutif","AF2",7
31,"guutif","MN1",17
31,"guutif","MN1",23
31,"guutif","MN1",53
31,"guutif","Pre",29
31,"guutif","Pre",37
31,"guutif","Pre",9
31,"keggif","AF2",15
31,"keggif","AF2",28
31,"keggif","AF2",37
31,"keggif","MN1",11
31,"keggif","MN1",30
31,"keggif","MN1",50
31,"keggif","Pre",0
31,"keggif","Pre",1
31,"keggif","Pre",24
31,"kielif","AF2",20
31,"kielif","AF2",43
31,"kielif","AF2",53
31,"kielif","MN1",33
31,"kielif","MN1",42
31,"kielif","MN1",6
31,"kielif","Pre",11
31,"kielif","Pre",45
31,"kielif","Pre",8
31,"kiggif","AF2",33
31,"kiggif","AF2",35
31,"kiggif","AF2",42
31,"kiggif","MN1",35
31,"kiggif","MN1",37
31,"kiggif","MN1",43
31,"kiggif","Pre",46
31,"kiggif","Pre",51
31,"kiggif","Pre",6
31,"koepif","MN1",14
31,"koepif","MN1",27
31,"koepif","MN1",49
31,"koepif","Pre",19
31,"koepif","Pre",2
31,"koepif","Pre",36
31,"koeppif","AF2",32
31,"koeppif","AF2",46
31,"koeppif","AF2",47
31,"parrif","AF2",12
31,"parrif","AF2",36
31,"parrif","AF2",39
31,"parrif","MN1",10
31,"parrif","MN1",15
31,"parrif","MN1",31
31,"parrif","Pre",21
31,"parrif","Pre",25
31,"parrif","Pre",4
31,"peffif","AF2",13
31,"peffif","AF2",14
31,"peffif","AF2",3
31,"peffif","MN1",0
31,"peffif","MN1",34
31,"peffif","MN1",51
31,"peffif","Pre",3
31,"peffif","Pre",32
31,"peffif","Pre",40
31,"piffif","AF2",16
31,"piffif","AF2",26
31,"piffif","AF2",30
31,"piffif","MN1",2
31,"piffif","MN1",40
31,"piffif","MN1",46
31,"piffif","Pre",18
31,"piffif","Pre",20
31,"piffif","Pre",5
31,"possif","AF2",18
31,"possif","AF2",23
31,"possif","AF2",41
31,"possif","MN1",16
31,"possif","MN1",32
31,"possif","MN1",7
31,"possif","Pre",10
31,"possif","Pre",39
31,"possif","Pre",7
31,"saakif","AF2",22
31,"saakif","AF2",27
31,"saakif","AF2",52
31,"saakif","MN1",1
31,"saakif","MN1",26
31,"saakif","MN1",47
31,"saakif","Pre",22
31,"saakif","Pre",23
31,"saakif","Pre",27
31,"suutif","AF2",10
31,"suutif","AF2",19
31,"suutif","AF2",21
31,"suutif","MN1",18
31,"suutif","MN1",48
31,"suutif","MN1",8
31,"suutif","Pre",16
31,"suutif","Pre",30
31,"suutif","Pre",43
31,"taapif","AF2",17
31,"taapif","AF2",44
31,"taapif","AF2",45
31,"taapif","MN1",19
31,"taapif","MN1",28
31,"taapif","MN1",9
31,"taapif","Pre",34
31,"taapif","Pre",42
31,"taapif","Pre",52
31,"tessif","AF2",29
31,"tessif","AF2",51
31,"tessif","AF2",9
31,"tessif","MN1",25
31,"tessif","MN1",29
31,"tessif","MN1",4
31,"tessif","Pre",26
31,"tessif","Pre",47
31,"tessif","Pre",50
31,"tiekif","AF2",11
31,"tiekif","AF2",2
31,"tiekif","AF2",50
31,"tiekif","MN1",13
31,"tiekif","MN1",36
31,"tiekif","MN1",52
31,"tiekif","Pre",13
31,"tiekif","Pre",17
31,"tiekif","Pre",35
31,"tissif","AF2",25
31,"tissif","AF2",48
31,"tissif","AF2",6
31,"tissif","MN1",21
31,"tissif","MN1",22
31,"tissif","MN1",38
31,"tissif","Pre",14
31,"tissif","Pre",44
31,"tissif","Pre",48
32,"fassif","AF2",14
32,"fassif","AF2",33
32,"fassif","AF2",46
32,"fassif","MN1",18
32,"fassif","MN1",24
32,"fassif","MN1",40
32,"fassif","Pre",15
32,"fassif","Pre",31
32,"fassif","Pre",47
32,"foelif","Pre",14
32,"foelif","Pre",37
32,"foelif","Pre",5
32,"foellif","AF2",10
32,"foellif","AF2",23
32,"foellif","AF2",5
32,"foellif","MN1",3
32,"foellif","MN1",37
32,"foellif","MN1",49
32,"gorrif","AF2",16
32,"gorrif","AF2",2
32,"gorrif","AF2",51
32,"gorrif","MN1",19
32,"gorrif","MN1",43
32,"gorrif","MN1",44
32,"gorrif","Pre",11
32,"gorrif","Pre",19
32,"gorrif","Pre",50
32,"guutif","AF2",0
32,"guutif","AF2",11
32,"guutif","AF2",29
32,"guutif","MN1",32
32,"guutif","MN1",51
32,"guutif","MN1",9
32,"guutif","Pre",12
32,"guutif","Pre",4
32,"guutif","Pre",42
32,"keggif","AF2",26
32,"keggif","AF2",32
32,"keggif","AF2",49
32,"keggif","MN1",11
32,"keggif","MN1",20
32,"keggif","MN1",46
32,"keggif","Pre",13
32,"keggif","Pre",20
32,"keggif","Pre",36
32,"kielif","AF2",31
32,"kielif","AF2",40
32,"kielif","AF2",45
32,"kielif","MN1",0
32,"kielif","MN1",31
32,"kielif","MN1",8
32,"kielif","Pre",40
32,"kielif","Pre",46
32,"kielif","Pre",9
32,"kiggif","AF2",22
32,"kiggif","AF2",25
32,"kiggif","AF2",6
32,"kiggif","MN1",12
32,"kiggif","MN1",39
32,"kiggif","MN1",50
32,"kiggif","Pre",28
32,"kiggif","Pre",35
32,"kiggif","Pre",6
32,"koepif","MN1",14
32,"koepif","MN1",21
32,"koepif","MN1",30
32,"koepif","Pre",24
32,"koepif","Pre",26
32,"koepif","Pre",8
32,"koeppif","AF2",50
32,"koeppif","AF2",53
32,"koeppif","AF2",9
32,"parrif","AF2",21
32,"parrif","AF2",24
32,"parrif","AF2",41
32,"parrif","MN1",17
32,"parrif","MN1",23
32,"parrif","MN1",42
32,"parrif","Pre",18
32,"parrif","Pre",25
32,"parrif","Pre",48
32,"peffif","AF2",28
32,"peffif","AF2",43
32,"peffif","AF2",8
32,"peffif","MN1",13
32,"peffif","MN1",33
32,"peffif","MN1",5
32,"peffif","Pre",27
32,"peffif","Pre",38
32,"peffif","Pre",52
32,"piffif","AF2",1
32,"piffif","AF2",4
32,"piffif","AF2",47
32,"piffif","MN1",10
32,"piffif","MN1",4
