"subj","word","block","seq"
12,"taapif","AF2",45
12,"taapif","MN1",25
12,"taapif","MN1",8
12,"taapif","MN1",9
12,"taapif","Pre",16
12,"taapif","Pre",31
12,"taapif","Pre",38
12,"tessif","AF2",1
12,"tessif","AF2",12
12,"tessif","AF2",5
12,"tessif","MN1",10
12,"tessif","MN1",30
12,"tessif","MN1",38
12,"tessif","Pre",20
12,"tessif","Pre",30
12,"tessif","Pre",47
12,"tiekif","AF2",0
12,"tiekif","AF2",24
12,"tiekif","AF2",4
12,"tiekif","MN1",18
12,"tiekif","MN1",40
12,"tiekif","MN1",52
12,"tiekif","Pre",13
12,"tiekif","Pre",4
12,"tiekif","Pre",43
12,"tissif","AF2",13
12,"tissif","AF2",42
12,"tissif","AF2",6
12,"tissif","MN1",29
12,"tissif","MN1",33
12,"tissif","MN1",37
12,"tissif","Pre",14
12,"tissif","Pre",22
12,"tissif","Pre",27
13,"fassif","AF2",31
13,"fassif","AF2",32
13,"fassif","AF2",37
13,"fassif","MN1",21
13,"fassif","MN1",46
13,"fassif","MN1",52
13,"fassif","Pre",33
13,"fassif","Pre",36
13,"fassif","Pre",8
13,"foelif","Pre",19
13,"foelif","Pre",41
13,"foelif","Pre",45
13,"foellif","AF2",15
13,"foellif","AF2",25
13,"foellif","AF2",39
13,"foellif","MN1",36
13,"foellif","MN1",48
13,"foellif","MN1",7
13,"gorrif","AF2",19
13,"gorrif","AF2",30
13,"gorrif","AF2",5
13,"gorrif","MN1",22
13,"gorrif","MN1",3
13,"gorrif","MN1",34
13,"gorrif","Pre",20
13,"gorrif","Pre",24
13,"gorrif","Pre",50
13,"guutif","AF2",36
13,"guutif","AF2",46
13,"guutif","AF2",9
13,"guutif","MN1",29
13,"guutif","MN1",32
13,"guutif","MN1",38
13,"guutif","Pre",1
13,"guutif","Pre",26
13,"guutif","Pre",5
13,"keggif","AF2",1
13,"keggif","AF2",42
13,"keggif","AF2",8
13,"keggif","MN1",15
13,"keggif","MN1",18
13,"keggif","MN1",43
13,"keggif","Pre",29
13,"keggif","Pre",6
13,"keggif","Pre",9
13,"kielif","AF2",18
13,"kielif","AF2",3
13,"kielif","AF2",43
13,"kielif","MN1",1
13,"kielif","MN1",13
13,"kielif","MN1",39
13,"kielif","Pre",14
13,"kielif","Pre",21
13,"kielif","Pre",22
13,"kiggif","AF2",10
13,"kiggif","AF2",33
13,"kiggif","AF2",53
13,"kiggif","MN1",16
13,"kiggif","MN1",27
13,"kiggif","MN1",50
13,"kiggif","Pre",10
13,"kiggif","Pre",17
13,"kiggif","Pre",40
13,"koepif","MN1",37
13,"koepif","MN1",45
13,"koepif","MN1",8
13,"koepif","Pre",11
13,"koepif","Pre",13
13,"koepif","Pre",44
13,"koeppif","AF2",12
13,"koeppif","AF2",47
13,"koeppif","AF2",48
13,"parrif","AF2",24
13,"parrif","AF2",28
13,"parrif","AF2",45
13,"parrif","MN1",26
13,"parrif","MN1",47
13,"parrif","MN1",6
13,"parrif","Pre",38
13,"parrif","Pre",4
13,"parrif","Pre",43
13,"peffif","AF2",34
13,"peffif","AF2",50
13,"peffif","AF2",51
13,"peffif","MN1",19
13,"peffif","MN1",30
13,"peffif","MN1",41
13,"peffif","Pre",25
13,"peffif","Pre",27
13,"peffif","Pre",51
13,"piffif","AF2",13
13,"piffif","AF2",23
13,"piffif","AF2",49
13,"piffif","MN1",28
13,"piffif","MN1",35
13,"piffif","MN1",4
13,"piffif","Pre",46
13,"piffif","Pre",48
13,"piffif","Pre",52
13,"possif","AF2",14
13,"possif","AF2",26
13,"possif","AF2",35
13,"possif","MN1",14
13,"possif","MN1",31
13,"possif","MN1",51
13,"possif","Pre",3
13,"possif","Pre",30
13,"possif","Pre",31
13,"saakif","AF2",20
13,"saakif","AF2",41
13,"saakif","AF2",44
13,"saakif","MN1",0
13,"saakif","MN1",12
13,"saakif","MN1",2
13,"saakif","Pre",2
13,"saakif","Pre",32
13,"saakif","Pre",53
13,"suutif","AF2",27
13,"suutif","AF2",29
13,"suutif","AF2",40
13,"suutif","MN1",10
13,"suutif","MN1",25
13,"suutif","MN1",42
13,"suutif","Pre",15
13,"suutif","Pre",16
13,"suutif","Pre",47
13,"taapif","AF2",38
13,"taapif","AF2",4
13,"taapif","AF2",7
13,"taapif","MN1",17
13,"taapif","MN1",53
13,"taapif","MN1",9
13,"taapif","Pre",12
13,"taapif","Pre",35
13,"taapif","Pre",49
13,"tessif","AF2",0
13,"tessif","AF2",21
13,"tessif","AF2",22
13,"tessif","MN1",11
13,"tessif","MN1",23
13,"tessif","MN1",33
13,"tessif","Pre",0
13,"tessif","Pre",18
13,"tessif","Pre",39
13,"tiekif","AF2",11
13,"tiekif","AF2",16
13,"tiekif","AF2",2
13,"tiekif","MN1",20
13,"tiekif","MN1",24
13,"tiekif","MN1",40
13,"tiekif","Pre",23
13,"tiekif","Pre",28
13,"tiekif","Pre",42
13,"tissif","AF2",17
13,"tissif","AF2",52
13,"tissif","AF2",6
13,"tissif","MN1",44
13,"tissif","MN1",49
13,"tissif","MN1",5
13,"tissif","Pre",34
13,"tissif","Pre",37
13,"tissif","Pre",7
14,"fassif","AF2",1
14,"fassif","AF2",18
14,"fassif","AF2",41
14,"fassif","MN1",1
14,"fassif","MN1",46
14,"fassif","MN1",7
14,"fassif","Pre",20
14,"fassif","Pre",28
14,"fassif","Pre",43
14,"foelif","Pre",13
14,"foelif","Pre",16
14,"foelif","Pre",29
14,"foellif","AF2",12
14,"foellif","AF2",14
14,"foellif","AF2",25
14,"foellif","MN1",11
14,"foellif","MN1",13
14,"foellif","MN1",26
14,"gorrif","AF2",3
14,"gorrif","AF2",4
14,"gorrif","AF2",46
14,"gorrif","MN1",19
14,"gorrif","MN1",31
14,"gorrif","MN1",42
14,"gorrif","Pre",25
14,"gorrif","Pre",32
14,"gorrif","Pre",45
14,"guutif","AF2",0
14,"guutif","AF2",17
14,"guutif","AF2",47
14,"guutif","MN1",15
14,"guutif","MN1",32
14,"guutif","MN1",9
14,"guutif","Pre",26
14,"guutif","Pre",41
14,"guutif","Pre",49
14,"keggif","AF2",10
14,"keggif","AF2",13
14,"keggif","AF2",22
14,"keggif","MN1",2
14,"keggif","MN1",34
14,"keggif","MN1",43
14,"keggif","Pre",31
14,"keggif","Pre",47
14,"keggif","Pre",7
14,"kielif","AF2",29
14,"kielif","AF2",31
14,"kielif","AF2",50
14,"kielif","MN1",18
14,"kielif","MN1",47
14,"kielif","MN1",50
14,"kielif","Pre",18
14,"kielif","Pre",3
14,"kielif","Pre",44
14,"kiggif","AF2",39
14,"kiggif","AF2",7
14,"kiggif","AF2",9
14,"kiggif","MN1",25
14,"kiggif","MN1",33
14,"kiggif","MN1",36
14,"kiggif","Pre",14
14,"kiggif","Pre",33
14,"kiggif","Pre",48
14,"koepif","MN1",0
14,"koepif","MN1",12
14,"koepif","MN1",3
14,"koepif","Pre",19
14,"koepif","Pre",50
14,"koepif","Pre",6
14,"koeppif","AF2",16
14,"koeppif","AF2",32
14,"koeppif","AF2",35
14,"parrif","AF2",15
14,"parrif","AF2",26
14,"parrif","AF2",8
14,"parrif","MN1",28
14,"parrif","MN1",38
14,"parrif","MN1",52
14,"parrif","Pre",12
14,"parrif","Pre",4
14,"parrif","Pre",46
14,"peffif","AF2",21
14,"peffif","AF2",42
14,"peffif","AF2",45
14,"peffif","MN1",10
14,"peffif","MN1",20
14,"peffif","MN1",48
14,"peffif","Pre",1
14,"peffif","Pre",21
14,"peffif","Pre",52
14,"piffif","AF2",20
14,"piffif","AF2",23
14,"piffif","AF2",52
14,"piffif","MN1",27
14,"piffif","MN1",35
14,"piffif","MN1",41
14,"piffif","Pre",10
14,"piffif","Pre",24
14,"piffif","Pre",30
14,"possif","AF2",30
14,"possif","AF2",49
14,"possif","AF2",53
14,"possif","MN1",14
14,"possif","MN1",17
14,"possif","MN1",23
14,"possif","Pre",17
14,"possif","Pre",37
14,"possif","Pre",39
14,"saakif","AF2",24
14,"saakif","AF2",28
14,"saakif","AF2",5
14,"saakif","MN1",29
14,"saakif","MN1",40
14,"saakif","MN1",51
14,"saakif","Pre",22
14,"saakif","Pre",51
14,"saakif","Pre",53
14,"suutif","AF2",11
14,"suutif","AF2",19
14,"suutif","AF2",43
14,"suutif","MN1",21
14,"suutif","MN1",30
14,"suutif","MN1",4
14,"suutif","Pre",11
14,"suutif","Pre",42
14,"suutif","Pre",8
14,"taapif","AF2",27
14,"taapif","AF2",33
14,"taapif","AF2",37
14,"taapif","MN1",37
14,"taapif","MN1",45
14,"taapif","MN1",6
14,"taapif","Pre",27
14,"taapif","Pre",35
14,"taapif","Pre",38
14,"tessif","AF2",34
14,"tessif","AF2",51
14,"tessif","AF2",6
14,"tessif","MN1",39
14,"tessif","MN1",5
14,"tessif","MN1",8
14,"tessif","Pre",15
14,"tessif","Pre",36
14,"tessif","Pre",40
14,"tiekif","AF2",36
14,"tiekif","AF2",40
14,"tiekif","AF2",48
14,"tiekif","MN1",16
14,"tiekif","MN1",44
14,"tiekif","MN1",49
14,"tiekif","Pre",2
14,"tiekif","Pre",5
14,"tiekif","Pre",9
14,"tissif","AF2",2
14,"tissif","AF2",38
14,"tissif","AF2",44
14,"tissif","MN1",22
14,"tissif","MN1",24
14,"tissif","MN1",53
14,"tissif","Pre",0
14,"tissif","Pre",23
14,"tissif","Pre",34
15,"fassif","AF2",49
15,"fassif","AF2",5
15,"fassif","AF2",50
15,"fassif","MN1",41
15,"fassif","MN1",47
15,"fassif","MN1",48
15,"fassif","Pre",24
15,"fassif","Pre",37
15,"fassif","Pre",48
15,"foelif","Pre",1
15,"foelif","Pre",19
15,"foelif","Pre",45
15,"foellif","AF2",2
15,"foellif","AF2",26
15,"foellif","AF2",41
15,"foellif","MN1",11
15,"foellif","MN1",40
15,"foellif","MN1",8
15,"gorrif","AF2",16
15,"gorrif","AF2",34
15,"gorrif","AF2",8
15,"gorrif","MN1",18
15,"gorrif","MN1",19
15,"gorrif","MN1",2
15,"gorrif","Pre",17
15,"gorrif","Pre",33
15,"gorrif","Pre",43
15,"guutif","AF2",35
15,"guutif","AF2",4
15,"guutif","AF2",43
15,"guutif","MN1",16
15,"guutif","MN1",22
15,"guutif","MN1",37
15,"guutif","Pre",11
15,"guutif","Pre",32
15,"guutif","Pre",7
15,"keggif","AF2",30
15,"keggif","AF2",52
15,"keggif","AF2",7
15,"keggif","MN1",25
15,"keggif","MN1",30
15,"keggif","MN1",35
15,"keggif","Pre",28
15,"keggif","Pre",3
15,"keggif","Pre",51
15,"kielif","AF2",21
15,"kielif","AF2",44
15,"kielif","AF2",47
15,"kielif","MN1",49
15,"kielif","MN1",51
15,"kielif","MN1",7
15,"kielif","Pre",18
15,"kielif","Pre",30
15,"kielif","Pre",40
15,"kiggif","AF2",1
15,"kiggif","AF2",12
15,"kiggif","AF2",28
15,"kiggif","MN1",17
15,"kiggif","MN1",45
15,"kiggif","MN1",53
15,"kiggif","Pre",10
15,"kiggif","Pre",13
15,"kiggif","Pre",22
15,"koepif","MN1",1
15,"koepif","MN1",33
15,"koepif","MN1",5
15,"koepif","Pre",20
15,"koepif","Pre",27
15,"koepif","Pre",8
15,"koeppif","AF2",0
15,"koeppif","AF2",13
15,"koeppif","AF2",36
15,"parrif","AF2",18
15,"parrif","AF2",23
15,"parrif","AF2",53
15,"parrif","MN1",31
15,"parrif","MN1",36
15,"parrif","MN1",44
15,"parrif","Pre",12
15,"parrif","Pre",35
15,"parrif","Pre",4
15,"peffif","AF2",29
15,"peffif","AF2",31
15,"peffif","AF2",45
15,"peffif","MN1",38
15,"peffif","MN1",39
15,"peffif","MN1",42
15,"peffif","Pre",50
15,"peffif","Pre",52
15,"peffif","Pre",9
15,"piffif","AF2",20
15,"piffif","AF2",39
15,"piffif","AF2",48
15,"piffif","MN1",0
15,"piffif","MN1",24
15,"piffif","MN1",46
15,"piffif","Pre",0
15,"piffif","Pre",31
15,"piffif","Pre",42
15,"possif","AF2",17
15,"possif","AF2",38
15,"possif","AF2",46
15,"possif","MN1",34
15,"possif","MN1",52
15,"possif","MN1",9
15,"possif","Pre",2
15,"possif","Pre",34
15,"possif","Pre",53
15,"saakif","AF2",24
15,"saakif","AF2",3
15,"saakif","AF2",32
15,"saakif","MN1",23
15,"saakif","MN1",27
15,"saakif","MN1",29
15,"saakif","Pre",36
15,"saakif","Pre",49
15,"saakif","Pre",6
15,"suutif","AF2",11
15,"suutif","AF2",15
15,"suutif","AF2",33
15,"suutif","MN1",13
15,"suutif","MN1",14
15,"suutif","MN1",43
15,"suutif","Pre",14
15,"suutif","Pre",23
15,"suutif","Pre",26
15,"taapif","AF2",19
15,"taapif","AF2",40
15,"taapif","AF2",9
15,"taapif","MN1",15
15,"taapif","MN1",4
15,"taapif","MN1",6
15,"taapif","Pre",16
15,"taapif","Pre",25
15,"taapif","Pre",29
15,"tessif","AF2",27
15,"tessif","AF2",42
15,"tessif","AF2",51
15,"tessif","MN1",21
15,"tessif","MN1",32
15,"tessif","MN1",50
15,"tessif","Pre",38
15,"tessif","Pre",41
15,"tessif","Pre",47
15,"tiekif","AF2",25
15,"tiekif","AF2",37
15,"tiekif","AF2",6
15,"tiekif","MN1",26
15,"tiekif","MN1",28
15,"tiekif","MN1",3
15,"tiekif","Pre",21
15,"tiekif","Pre",44
15,"tiekif","Pre",5
15,"tissif","AF2",10
15,"tissif","AF2",14
15,"tissif","AF2",22
15,"tissif","MN1",10
15,"tissif","MN1",12
15,"tissif","MN1",20
15,"tissif","Pre",15
15,"tissif","Pre",39
15,"tissif","Pre",46
17,"fassif","AF2",17
17,"fassif","AF2",30
17,"fassif","AF2",44
17,"fassif","MN1",27
17,"fassif","MN1",4
17,"fassif","MN1",8
17,"fassif","Pre",13
17,"fassif","Pre",16
17,"fassif","Pre",50
17,"foelif","Pre",10
17,"foelif","Pre",11
17,"foelif","Pre",33
17,"foellif","AF2",28
17,"foellif","AF2",35
17,"foellif","AF2",7
17,"foellif","MN1",19
17,"foellif","MN1",33
17,"foellif","MN1",5
17,"gorrif","AF2",12
17,"gorrif","AF2",16
17,"gorrif","AF2",38
17,"gorrif","MN1",11
17,"gorrif","MN1",23
17,"gorrif","MN1",42
17,"gorrif","Pre",1
17,"gorrif","Pre",40
17,"gorrif","Pre",46
17,"guutif","AF2",10
17,"guutif","AF2",45
17,"guutif","AF2",5
17,"guutif","MN1",12
17,"guutif","MN1",30
17,"guutif","MN1",36
17,"guutif","Pre",0
17,"guutif","Pre",30
17,"guutif","Pre",42
17,"keggif","AF2",2
17,"keggif","AF2",3
17,"keggif","AF2",43
17,"keggif","MN1",24
17,"keggif","MN1",26
17,"keggif","MN1",3
17,"keggif","Pre",24
17,"keggif","Pre",38
17,"keggif","Pre",53
17,"kielif","AF2",13
17,"kielif","AF2",34
17,"kielif","AF2",51
17,"kielif","MN1",25
17,"kielif","MN1",43
17,"kielif","MN1",45
17,"kielif","Pre",12
17,"kielif","Pre",21
17,"kielif","Pre",52
17,"kiggif","AF2",39
17,"kiggif","AF2",40
17,"kiggif","AF2",52
17,"kiggif","MN1",17
17,"kiggif","MN1",21
17,"kiggif","MN1",47
17,"kiggif","Pre",20
17,"kiggif","Pre",47
17,"kiggif","Pre",8
17,"koepif","MN1",13
17,"koepif","MN1",50
17,"koepif","MN1",9
17,"koepif","Pre",34
17,"koepif","Pre",37
17,"koepif","Pre",48
17,"koeppif","AF2",0
17,"koeppif","AF2",23
17,"koeppif","AF2",4
17,"parrif","AF2",25
17,"parrif","AF2",33
17,"parrif","AF2",47
17,"parrif","MN1",18
17,"parrif","MN1",51
17,"parrif","MN1",53
17,"parrif","Pre",23
17,"parrif","Pre",28
17,"parrif","Pre",39
17,"peffif","AF2",11
17,"peffif","AF2",20
17,"peffif","AF2",27
17,"peffif","MN1",0
17,"peffif","MN1",39
17,"peffif","MN1",7
17,"peffif","Pre",25
17,"peffif","Pre",3
