fileName	Label	F0[Hz]	F1[Hz]	F2[Hz]	F3[Hz]	F4[Hz]	F1[Bark]	F2[Bark]	F3[Bark]	F4[Bark]
subj_50_tessif_Pre_23	E	210	466	1914	2861	4007	5	13	15	18
subj_50_tessif_Pre_29	E	111	510	1856	2911	4027	5	12	15	18
subj_51_keggif_15_Post	E	214	489	2002	2811	3892	5	13	15	17
subj_51_keggif_6_Post	E	215	554	1899	2824	3711	5	13	15	17
subj_51_keggif_7_Post	E	220	485	1875	2870	3862	5	12	15	17
subj_51_keggif_AF2_15	E	198	623	1782	2761	3804	6	12	15	17
subj_51_keggif_AF2_22	E	203	536	1951	2790	3791	5	13	15	17
subj_51_keggif_AF2_52	E	202	552	2003	2815	3825	5	13	15	17
subj_51_keggif_MN1_17	E	241	627	2033	2832	3841	6	13	15	17
subj_51_keggif_MN1_39	E	231	674	2034	2866	3861	6	13	15	17
subj_51_keggif_MN1_46	E	231	622	1994	2757	3857	6	13	15	17
subj_51_keggif_Pre_18	E	210	571	1926	2725	3768	6	13	15	17
subj_51_keggif_Pre_41	E	214	618	1961	2747	3798	6	13	15	17
subj_51_keggif_Pre_9	E	207	573	2010	2732	3812	6	13	15	17
subj_51_peffif_11_Post	E	213	526	1801	2807	4118	5	12	15	18
subj_51_peffif_39_Post	E	214	554	1734	2858	4005	5	12	15	18
subj_51_peffif_5_Post	E	216	558	1716	2776	3945	5	12	15	18
subj_51_peffif_AF2_0	E	222	538	1770	2776	3909	5	12	15	17
subj_51_peffif_AF2_26	E	198	576	1790	2804	3893	6	12	15	17
subj_51_peffif_AF2_28	E	205	582	1741	2814	3911	6	12	15	17
subj_51_peffif_MN1_14	E	235	668	1803	2756	3852	6	12	15	17
subj_51_peffif_MN1_29	E	236	601	1808	2850	3953	6	12	15	18
subj_51_peffif_MN1_35	E	227	694	1669	2719	3841	7	12	15	17
subj_51_peffif_Pre_12	E	212	580	1701	2734	3890	6	12	15	17
subj_51_peffif_Pre_40	E	200	581	1766	2664	3723	6	12	15	17
subj_51_peffif_Pre_42	E	211	588	1807	2725	3844	6	12	15	17
subj_51_tessif_36_Post	E	207	545	1796	3002	4165	5	12	16	18
subj_51_tessif_47_Post	E	215	470	1827	3003	4208	5	12	16	18
subj_51_tessif_51_Post	E	217	423	1840	3046	4228	4	12	16	18
subj_51_tessif_AF2_27	E	194	539	1807	2859	3923	5	12	15	17
subj_51_tessif_AF2_42	E	204	543	1725	3026	4144	5	12	16	18
subj_51_tessif_AF2_43	E	209	497	1766	2959	4061	5	12	16	18
subj_51_tessif_MN1_15	E	234	656	1857	2919	3986	6	12	15	18
subj_51_tessif_MN1_28	E	243	628	1839	2900	4131	6	12	15	18
subj_51_tessif_MN1_45	E	234	645	1843	2923	3982	6	12	15	18
subj_51_tessif_Pre_19	E	212	490	1891	2974	4174	5	13	16	18
subj_51_tessif_Pre_26	E	208	552	1818	2919	4136	5	12	15	18
subj_51_tessif_Pre_34	E	215	540	1866	3115	4269	5	12	16	18
subj_52_keggif_15_Post	E	246	541	1973	2748	4122	5	13	15	18
subj_52_keggif_17_Post	E	261	482	2325	2593	4077	5	14	15	18
subj_52_keggif_6_Post	E	245	585	1998	2773	4122	6	13	15	18
subj_52_keggif_AF2_34	E	255	576	1464	2562	3104	6	11	15	16
subj_52_keggif_AF2_41	E	245	645	1473	2329	3748	6	11	14	17
subj_52_keggif_AF2_46	E	258	742	1540	2704	4178	7	11	15	18
subj_52_keggif_MN1_1	E	275	882	1613	2591	3400	8	11	15	16
subj_52_keggif_MN1_28	E	290	656	1406	2602	4256	6	11	15	18
subj_52_keggif_MN1_42	E	285	579	1425	2960	3956	6	11	16	17
subj_52_keggif_Pre_19	E	253	1360	2719	3480	4628	10	15	17	19
subj_52_keggif_Pre_37	E	243	661	2097	2548	3908	6	13	15	17
subj_52_keggif_Pre_7	E	255	629	1963	2570	4062	6	13	15	18
subj_52_peffif_23_Post	E	242	667	1815	2909	4102	6	12	15	18
subj_52_peffif_33_Post	E	251	532	1825	2922	4110	5	12	15	18
subj_52_peffif_53_Post	E	234	562	1645	2919	4139	5	12	15	18
subj_52_peffif_AF2_14	E	266	615	1495	2884	4099	6	11	15	18
subj_52_peffif_AF2_44	E	259	692	1491	2579	3547	6	11	15	17
subj_52_peffif_AF2_53	E	263	665	1499	2226	3032	6	11	14	16
subj_52_peffif_MN1_16	E	301	658	1482	2725	3233	6	11	15	16
subj_52_peffif_MN1_35	E	285	516	1356	2320	3648	5	10	14	17
subj_52_peffif_MN1_48	E	289	638	1423	2936	3680	6	11	15	17
subj_52_peffif_Pre_20	E	230	687	1834	2976	4063	6	12	16	18
subj_52_peffif_Pre_45	E	235	704	1816	2945	4088	7	12	16	18
subj_52_peffif_Pre_50	E	236	651	1865	2988	4062	6	12	16	18
subj_52_tessif_18_Post	E	238	595	1806	3215	4224	6	12	16	18
subj_52_tessif_40_Post	E	239	565	1762	3273	4226	6	12	16	18
subj_52_tessif_43_Post	E	232	578	1832	3219	4267	6	12	16	18
subj_52_tessif_AF2_18	E	257	639	1424	2024	2988	6	11	13	16
subj_52_tessif_AF2_3	E	265	723	1353	2994	4052	7	10	16	18
subj_52_tessif_AF2_37	E	259	693	1504	2767	4212	6	11	15	18
subj_52_tessif_MN1_13	E	288	673	1415	2637	3566	6	11	15	17
subj_52_tessif_MN1_32	E	302	600	1553	2662	3295	6	11	15	16
subj_52_tessif_MN1_4	E	290	865	1505	2878	4145	8	11	15	18
subj_52_tessif_Pre_18	E	225	662	1773	3116	4172	6	12	16	18
subj_52_tessif_Pre_3	E	235	704	1865	3184	4135	7	12	16	18
subj_52_tessif_Pre_41	E	243	691	1758	3163	4133	6	12	16	18
subj_53_keggif_10_Post	E	226	531	2321	2609	3974	5	14	15	18
subj_53_keggif_22_Post	E	113	434	2038	2556	4000	4	13	15	18
subj_53_keggif_40_Post	E	118	476	2298	2573	4042	5	14	15	18
subj_53_keggif_AF2_1	E	221	570	1546	2486	3476	6	11	14	17
subj_53_keggif_AF2_16	E	210	660	1342	2638	4080	6	10	15	18
subj_53_keggif_AF2_51	E	208	577	1375	2828	3772	6	10	15	17
subj_53_keggif_MN1_25	E	236	682	1575	2520	3569	6	11	14	17
subj_53_keggif_MN1_49	E	228	626	1511	2755	3457	6	11	15	17
subj_53_keggif_MN1_53	E	235	587	1249	2512	4010	6	10	14	18
subj_53_keggif_Pre_15	E	228	464	2021	2634	3843	5	13	15	17
subj_53_keggif_Pre_2	E	208	573	1846	2466	4029	6	12	14	18
subj_53_keggif_Pre_29	E	236	442	2093	2680	3914	4	13	15	17
subj_53_peffif_24_Post	E	115	495	1673	2693	3770	5	12	15	17
subj_53_peffif_33_Post	E	149	677	1401	2732	3646	6	11	15	17
subj_53_peffif_51_Post	E	189	424	1510	2875	3989	4	11	15	18
subj_53_peffif_AF2_19	E	243	484	1200	2655	4393	5	10	15	18
subj_53_peffif_AF2_53	E	229	435	1326	2562	4225	4	10	15	18
subj_53_peffif_AF2_9	E	256	488	1295	2633	4381	5	10	15	18
subj_53_peffif_MN1_26	E	245	719	1389	2957	3422	7	11	16	17
subj_53_peffif_MN1_50	E	241	720	1431	2559	3492	7	11	15	17
subj_53_peffif_MN1_7	E	260	635	1423	2630	4017	6	11	15	18
subj_53_peffif_Pre_14	E	229	493	1853	2713	3735	5	12	15	17
subj_53_peffif_Pre_33	E	240	498	1828	2600	3809	5	12	15	17
subj_53_peffif_Pre_43	E	217	543	2004	2824	4243	5	13	15	18
subj_53_tessif_0_Post	E	196	553	1804	2847	4413	5	12	15	18
subj_53_tessif_16_Post	E	112	480	1774	2956	4553	5	12	16	19
subj_53_tessif_4_Post	E	203	599	1701	2993	4410	6	12	16	18
subj_53_tessif_AF2_21	E	233	452	1293	2266	4410	5	10	14	18
subj_53_tessif_AF2_44	E	124	451	1304	2637	4347	5	10	15	18
subj_53_tessif_AF2_49	E	231	510	1437	2832	4147	5	11	15	18
subj_53_tessif_MN1_15	E	248	705	1331	2534	3761	7	10	14	17
subj_53_tessif_MN1_23	E	243	532	1265	2500	3463	5	10	14	17
subj_53_tessif_MN1_6	E	253	673	1400	2755	3485	6	11	15	17
subj_53_tessif_Pre_23	E	120	531	2022	2978	4377	5	13	16	18
subj_53_tessif_Pre_35	E	237	529	2123	2844	4383	5	13	15	18
subj_53_tessif_Pre_47	E	227	480	2083	2923	4422	5	13	15	18
subj_54_keggif_30_Post	E	264	628	2064	2944	3217	6	13	16	16
subj_54_keggif_32_Post	E	229	558	2057	2793	3439	5	13	15	17
subj_54_keggif_35_Post	E	196	558	2022	2904	3749	5	13	15	17
subj_54_keggif_AF2_1	E	212	530	1995	2678	3766	5	13	15	17
subj_54_keggif_AF2_38	E	250	535	2036	2661	3625	5	13	15	17
subj_54_keggif_AF2_4	E	235	528	1947	2656	3645	5	13	15	17
subj_54_keggif_MN1_13	E	275	731	1950	2677	3446	7	13	15	17
subj_54_keggif_MN1_17	E	294	810	2016	2681	3319	7	13	15	16
subj_54_keggif_MN1_28	E	286	768	2003	2828	3237	7	13	15	16
subj_54_keggif_Pre_1	E	224	475	2068	2543	3810	5	13	15	17
subj_54_keggif_Pre_2	E	218	535	2003	2676	3927	5	13	15	17
subj_54_keggif_Pre_37	E	246	523	2040	2361	3803	5	13	14	17
subj_54_peffif_14_Post	E	242	569	1875	2813	3879	6	12	15	17
subj_54_peffif_31_Post	E	237	564	1907	2836	3994	5	13	15	18
subj_54_peffif_6_Post	E	224	610	1849	2640	2942	6	12	15	16
subj_54_peffif_AF2_13	E	250	508	1774	2611	3598	5	12	15	17
subj_54_peffif_AF2_49	E	250	530	1767	2765	4006	5	12	15	18
subj_54_peffif_AF2_51	E	255	476	1719	2821	4187	5	12	15	18
subj_54_peffif_MN1_24	E	318	768	1855	2856	2981	7	12	15	16
subj_54_peffif_MN1_32	E	277	781	1912	2782	3900	7	13	15	17
subj_54_peffif_MN1_38	E	267	748	1884	2968	4053	7	13	16	18
subj_54_peffif_Pre_23	E	222	561	1867	2710	4003	5	12	15	18
subj_54_peffif_Pre_46	E	229	648	1765	2645	3734	6	12	15	17
subj_54_tessif_12_Post	E	233	465	1928	2959	4086	5	13	16	18
subj_54_tessif_29_Post	E	215	590	1977	2927	4024	6	13	15	18
subj_54_tessif_45_Post	E	232	551	1886	2799	3725	5	13	15	17
subj_54_tessif_AF2_25	E	226	485	1948	2953	4136	5	13	16	18
subj_54_tessif_AF2_6	E	229	499	1765	2904	3801	5	12	15	17
subj_54_tessif_AF2_8	E	230	479	1772	2832	4023	5	12	15	18
subj_54_tessif_MN1_11	E	287	688	1879	2847	2969	6	12	15	16
subj_54_tessif_MN1_44	E	260	565	1834	2813	3514	5	12	15	17
subj_54_tessif_MN1_53	E	281	780	1799	2963	3376	7	12	16	16
subj_54_tessif_Pre_20	E	225	525	1822	2891	3938	5	12	15	18
subj_54_tessif_Pre_28	E	205	574	1979	2890	3970	6	13	15	18
subj_54_tessif_Pre_39	E	238	516	1901	2966	4029	5	13	16	18
subj_55_keggif_0_Post	E	277	509	2236	2766	3117	5	14	15	16
subj_55_keggif_10_Post	E	230	488	2277	2800	3159	5	14	15	16
subj_55_keggif_41_Post	E	243	516	2210	2914	3092	5	14	15	16
subj_55_keggif_AF2_0	E	252	644	1705	2636	2972	6	12	15	16
subj_55_keggif_AF2_2	E	120	680	1664	2896	3305	6	12	15	16
subj_55_keggif_AF2_21	E	236	660	1625	2882	2918	6	12	15	15
subj_55_keggif_MN1_25	E	272	691	1513	2518	3191	6	11	14	16
subj_55_keggif_MN1_27	E	272	735	1564	2485	3255	7	11	14	16
subj_55_keggif_MN1_48	E	274	577	1375	2526	3192	6	10	14	16
subj_55_keggif_Pre_13	E	225	516	2243	2823	3341	5	14	15	16
subj_55_keggif_Pre_34	E	114	492	2204	2712	3194	5	14	15	16
subj_55_keggif_Pre_52	E	174	478	2185	2727	3516	5	13	15	17
subj_55_peffif_16_Post	E	233	560	1924	2928	3902	5	13	15	17
subj_55_peffif_3_Post	E	224	629	2012	2911	4013	6	13	15	18
subj_55_peffif_5_Post	E	119	536	1931	2888	3639	5	13	15	17
subj_55_peffif_AF2_20	E	233	672	1359	2579	3044	6	10	15	16
subj_55_peffif_AF2_38	E	253	669	1229	2729	3174	6	10	15	16
subj_55_peffif_AF2_39	E	241	655	1356	2564	3010	6	10	15	16
subj_55_peffif_MN1_10	E	290	668	1341	2397	3061	6	10	14	16
subj_55_peffif_MN1_39	E	279	585	1247	2415	3069	6	10	14	16
subj_55_peffif_MN1_6	E	288	595	1233	2336	3039	6	10	14	16
subj_55_peffif_Pre_18	E	212	544	1903	2867	3846	5	13	15	17
subj_55_peffif_Pre_30	E	110	517	1972	2768	3898	5	13	15	17
subj_55_peffif_Pre_45	E	228	492	1921	2737	3402	5	13	15	16
subj_55_tessif_23_Post	E	237	685	2092	3076	4153	6	13	16	18
subj_55_tessif_27_Post	E	227	482	2001	3046	3203	5	13	16	16
subj_55_tessif_30_Post	E	244	515	2083	2839	3877	5	13	15	17
subj_55_tessif_AF2_25	E	267	765	1613	2645	3434	7	11	15	16
subj_55_tessif_AF2_26	E	236	674	1539	2663	3595	6	11	15	17
subj_55_tessif_AF2_50	E	241	515	1268	2698	3048	5	10	15	16
subj_55_tessif_MN1_17	E	266	793	1550	2644	3291	7	11	15	16
subj_55_tessif_MN1_26	E	265	767	1422	2474	3107	7	11	14	16
subj_55_tessif_MN1_53	E	260	668	1558	2548	3639	6	11	15	17
subj_55_tessif_Pre_2	E	227	563	2008	2920	4031	5	13	15	18
subj_55_tessif_Pre_38	E	226	450	2106	2976	3998	5	13	16	18
subj_55_tessif_Pre_43	E	221	409	2139	2926	4143	4	13	15	18
subj_56_keggif_19_Post	E	221	594	2070	2783	3722	6	13	15	17
subj_56_keggif_2_Post	E	221	524	2188	2884	4128	5	13	15	18
subj_56_keggif_32_Post	E	237	517	2138	2933	4529	5	13	15	18
subj_56_keggif_AF2_33	E	222	433	2310	2874	4510	4	14	15	18
subj_56_keggif_AF2_39	E	196	547	2134	2991	4168	5	13	16	18
subj_56_keggif_AF2_8	E	230	442	2513	3056	4479	4	14	16	18
subj_56_keggif_MN1_11	E	195	668	1951	2530	3901	6	13	14	17
subj_56_keggif_MN1_42	E	198	630	1985	2685	3936	6	13	15	18
subj_56_keggif_MN1_51	E	209	696	2029	2701	3896	7	13	15	17
subj_56_keggif_Pre_0	E	234	508	2179	2865	4450	5	13	15	18
subj_56_keggif_Pre_12	E	217	627	2072	2786	4100	6	13	15	18
subj_56_keggif_Pre_53	E	208	554	2045	3011	4412	5	13	16	18
subj_56_peffif_0_Post	E	199	583	1938	2797	3959	6	13	15	18
subj_56_peffif_33_Post	E	228	422	2244	2977	4441	4	14	16	18
subj_56_peffif_46_Post	E	210	571	2001	2925	3844	6	13	15	17
subj_56_peffif_AF2_13	E	219	607	1954	2859	4277	6	13	15	18
subj_56_peffif_AF2_43	E	211	583	1900	2782	4304	6	13	15	18
subj_56_peffif_MN1_20	E	210	620	1890	2764	3922	6	13	15	17
subj_56_peffif_MN1_22	E	194	616	1882	2716	4005	6	12	15	18
subj_56_peffif_MN1_36	E	192	633	1786	2622	3774	6	12	15	17
subj_56_peffif_Pre_34	E	209	660	1946	2883	4372	6	13	15	18
subj_56_peffif_Pre_6	E	203	666	1852	2835	4197	6	12	15	18
subj_56_peffif_Pre_8	E	196	588	2008	2896	4179	6	13	15	18
subj_56_tessif_17_Post	E	225	506	1914	2940	4535	5	13	16	18
subj_56_tessif_39_Post	E	212	553	2062	2954	4513	5	13	16	18
subj_56_tessif_41_Post	E	225	517	1909	2977	4463	5	13	16	18
subj_56_tessif_AF2_11	E	217	619	1992	3149	4352	6	13	16	18
subj_56_tessif_AF2_32	E	207	591	1873	2970	4393	6	12	16	18
subj_56_tessif_AF2_5	E	210	590	1916	3016	4453	6	13	16	18
subj_56_tessif_MN1_27	E	206	603	1925	2833	3952	6	13	15	18
subj_56_tessif_MN1_40	E	201	616	1891	2748	4001	6	13	15	18
subj_56_tessif_MN1_9	E	206	658	1836	2820	3848	6	12	15	17
subj_56_tessif_Pre_16	E	208	592	2044	3130	4480	6	13	16	18
subj_56_tessif_Pre_33	E	200	620	1954	2998	4490	6	13	16	18
subj_56_tessif_Pre_51	E	215	644	1977	2913	4488	6	13	15	18
subj_57_keggif_10_Post	E	207	540	1788	2777	3560	5	12	15	17
subj_57_keggif_23_Post	E	204	591	1762	2667	3724	6	12	15	17
subj_57_keggif_8_Post	E	215	564	1681	2698	3797	5	12	15	17
subj_57_keggif_AF2_21	E	220	448	1737	2683	3597	5	12	15	17
subj_57_keggif_AF2_50	E	214	538	1705	2678	3672	5	12	15	17
subj_57_keggif_AF2_7	E	225	516	1787	2720	3742	5	12	15	17
subj_57_keggif_MN1_20	E	238	631	1826	2616	3784	6	12	15	17
subj_57_keggif_MN1_26	E	227	682	1782	2605	3777	6	12	15	17
subj_57_keggif_MN1_7	E	234	647	1847	2553	3844	6	12	15	17
subj_57_keggif_Pre_37	E	200	593	1915	2646	3868	6	13	15	17
subj_57_keggif_Pre_52	E	212	565	1623	2583	3916	5	12	15	17
subj_57_keggif_Pre_8	E	193	577	1718	2625	3766	6	12	15	17
subj_57_peffif_34_Post	E	212	517	1604	2575	3752	5	11	15	17
subj_57_peffif_42_Post	E	198	521	1699	2646	3767	5	12	15	17
subj_57_peffif_50_Post	E	202	551	1624	2526	3750	5	12	14	17
subj_57_peffif_AF2_17	E	216	479	1684	2575	4071	5	12	15	18
subj_57_peffif_AF2_45	E	212	506	1554	2601	3966	5	11	15	18
subj_57_peffif_MN1_17	E	233	678	1619	2550	4004	6	12	15	18
subj_57_peffif_MN1_38	E	234	681	1568	2615	3985	6	11	15	18
subj_57_peffif_MN1_41	E	243	613	1583	2624	3755	6	11	15	17
subj_57_peffif_Pre_11	E	202	595	1701	2633	3871	6	12	15	17
subj_57_peffif_Pre_49	E	224	552	1353	2433	3868	5	10	14	17
subj_57_peffif_Pre_50	E	210	480	1657	2517	3977	5	12	14	18
subj_57_tessif_19_Post	E	200	534	1638	2592	4263	5	12	15	18
subj_57_tessif_39_Post	E	198	495	1632	2568	4167	5	12	15	18
subj_57_tessif_46_Post	E	209	455	1618	2652	4204	5	11	15	18
subj_57_tessif_AF2_23	E	215	433	1605	2662	4255	4	11	15	18
subj_57_tessif_AF2_24	E	209	415	1652	2628	4250	4	12	15	18
subj_57_tessif_AF2_28	E	164	496	1659	2598	4257	5	12	15	18
subj_57_tessif_MN1_36	E	225	634	1640	2653	4267	6	12	15	18
subj_57_tessif_MN1_49	E	241	543	1668	2668	3936	5	12	15	18
subj_57_tessif_MN1_8	E	228	630	1618	2689	3827	6	12	15	17
subj_57_tessif_Pre_28	E	209	554	1603	2616	4237	5	11	15	18
subj_57_tessif_Pre_3	E	201	499	1669	2656	4154	5	12	15	18
subj_57_tessif_Pre_51	E	213	452	1589	2606	4292	5	11	15	18
subj_58_keggif_12_Post	E	242	540	2137	2767	4051	5	13	15	18
subj_58_keggif_14_Post	E	237	560	2073	2813	4104	5	13	15	18
subj_58_keggif_6_Post	E	236	565	2131	2830	4323	5	13	15	18
subj_58_keggif_AF2_20	E	233	460	1384	2627	3419	5	11	15	17
subj_58_keggif_AF2_26	E	227	428	1245	2836	3746	4	10	15	17
subj_58_keggif_AF2_37	E	248	483	1224	2525	3812	5	10	14	17
subj_58_keggif_MN1_11	E	280	616	1192	2805	3520	6	10	15	17
subj_58_keggif_MN1_24	E	283	669	1333	2790	3840	6	10	15	17
subj_58_keggif_MN1_42	E	300	636	1291	2551	3835	6	10	15	17
subj_58_keggif_Pre_24	E	235	494	2136	2806	4295	5	13	15	18
subj_58_keggif_Pre_8	E	227	540	2267	2919	4155	5	14	15	18
subj_58_peffif_35_Post	E	176	511	1785	2815	4256	5	12	15	18
subj_58_peffif_40_Post	E	194	602	1867	2945	4306	6	12	16	18
subj_58_peffif_53_Post	E	206	631	1823	2892	4026	6	12	15	18
subj_58_peffif_AF2_0	E	236	656	1230	1766	3116	6	9	12	16
subj_58_peffif_AF2_17	E	238	494	1497	2229	3136	5	11	14	16
subj_58_peffif_AF2_46	E	244	476	1299	2652	3380	5	10	15	16
subj_58_peffif_MN1_27	E	292	601	1383	2660	3499	6	10	15	17
subj_58_peffif_MN1_43	E	295	632	1331	2860	3396	6	10	15	16
subj_58_peffif_MN1_48	E	299	622	1452	2585	3661	6	11	15	17
subj_58_peffif_Pre_26	E	230	534	1847	2827	4269	5	12	15	18
subj_58_peffif_Pre_42	E	215	634	1786	3000	4307	6	12	16	18
subj_58_peffif_Pre_53	E	155	644	1828	2945	4221	6	12	16	18
subj_58_tessif_19_Post	E	235	548	1880	2957	4445	5	12	16	18
subj_58_tessif_20_Post	E	233	610	2010	2993	4372	6	13	16	18
subj_58_tessif_29_Post	E	212	609	1851	3003	4346	6	12	16	18
subj_58_tessif_AF2_18	E	239	476	1362	2510	3187	5	10	14	16
subj_58_tessif_AF2_23	E	240	478	1463	2927	3414	5	11	15	16
subj_58_tessif_AF2_40	E	237	466	1401	2563	3351	5	11	15	16
subj_58_tessif_MN1_33	E	298	574	1279	2787	3697	6	10	15	17
subj_58_tessif_MN1_47	E	292	685	1295	2750	3707	6	10	15	17
subj_58_tessif_MN1_49	E	308	624	1296	3002	3705	6	10	16	17
subj_58_tessif_Pre_38	E	232	535	1894	2993	4292	5	13	16	18
subj_58_tessif_Pre_40	E	231	420	1917	3012	4388	4	13	16	18
subj_58_tessif_Pre_43	E	209	674	1931	3138	4402	6	13	16	18
subj_59_keggif_28_Post	E	241	496	2116	2682	3866	5	13	15	17
subj_59_keggif_3_Post	E	241	490	2147	2650	3783	5	13	15	17
subj_59_keggif_43_Post	E	243	523	2176	2975	3602	5	13	16	17
subj_59_keggif_AF2_34	E	301	630	1562	2670	3112	6	11	15	16
subj_59_keggif_AF2_45	E	298	674	1353	2523	3551	6	10	14	17
subj_59_keggif_AF2_53	E	282	591	1482	2480	2825	6	11	14	15
subj_59_keggif_MN1_20	E	323	898	1648	2329	3593	8	12	14	17
subj_59_keggif_MN1_21	E	307	628	1576	2322	3450	6	11	14	17
subj_59_keggif_MN1_8	E	364	855	1739	2516	3709	8	12	14	17
subj_59_keggif_Pre_20	E	227	519	2080	2713	3711	5	13	15	17
subj_59_keggif_Pre_49	E	245	493	2126	3016	3478	5	13	16	17
subj_59_keggif_Pre_9	E	183	569	2045	2518	3265	6	13	14	16
subj_59_peffif_14_Post	E	217	552	1873	2563	3702	5	12	15	17
subj_59_peffif_31_Post	E	211	555	1886	2631	3589	5	13	15	17
subj_59_peffif_45_Post	E	245	512	1918	2641	3715	5	13	15	17
subj_59_peffif_AF2_37	E	220	642	1471	2636	3865	6	11	15	17
subj_59_peffif_AF2_51	E	297	622	1391	2451	3725	6	11	14	17
subj_59_peffif_AF2_6	E	286	570	1644	2536	2999	6	12	14	16
subj_59_peffif_MN1_10	E	341	789	1672	2520	3763	7	12	14	17
subj_59_peffif_MN1_11	E	347	813	1708	2525	3581	7	12	14	17
subj_59_peffif_MN1_46	E	357	767	1386	2445	3752	7	11	14	17
subj_59_peffif_Pre_11	E	324	819	1795	2229	3119	7	12	14	16
subj_59_peffif_Pre_26	E	278	645	1876	2793	3816	6	12	15	17
subj_59_peffif_Pre_45	E	251	634	1917	2715	4061	6	13	15	18
subj_59_tessif_25_Post	E	239	524	1964	2827	4086	5	13	15	18
subj_59_tessif_30_Post	E	218	447	1958	2873	3031	4	13	15	16
subj_59_tessif_AF2_17	E	279	503	1668	2652	3451	5	12	15	17
subj_59_tessif_AF2_18	E	323	777	1576	2352	3306	7	11	14	16
subj_59_tessif_MN1_1	E	361	762	1528	2496	3907	7	11	14	17
subj_59_tessif_MN1_19	E	364	755	1558	2360	3539	7	11	14	17
subj_59_tessif_Pre_10	E	247	518	1811	2416	3458	5	12	14	17
subj_59_tessif_Pre_4	E	299	692	1928	2589	3442	6	13	15	17
subj_59_tessif_Pre_47	E	226	438	2026	2667	3049	4	13	15	16
subj_5_keggif_27_Post	E	230	519	1866	2316	3474	5	12	14	17
subj_5_keggif_7_Post	E	125	562	1848	2726	3491	5	12	15	17
subj_5_keggif_8_Post	E	221	550	1953	2512	3507	5	13	14	17
subj_5_keggif_AF2_1	E	236	631	1552	2331	3840	6	11	14	17
subj_5_keggif_AF2_28	E	267	626	1534	2299	3557	6	11	14	17
subj_5_keggif_AF2_3	E	262	612	1513	2273	3861	6	11	14	17
subj_5_keggif_MN1_13	E	356	730	1523	2100	3690	7	11	13	17
subj_5_keggif_MN1_22	E	336	739	1555	2487	3428	7	11	14	17
subj_5_keggif_MN1_33	E	310	734	1523	2448	3656	7	11	14	17
subj_5_keggif_Pre_35	E	240	494	1875	2485	3602	5	12	14	17
subj_5_keggif_Pre_39	E	231	483	1869	2341	3448	5	12	14	17
subj_5_keggif_Pre_43	E	153	484	1831	1937	3619	5	12	13	17
subj_5_peffif_18_Post	E	119	545	1700	2497	3717	5	12	14	17
subj_5_peffif_26_Post	E	262	613	1673	2447	3694	6	12	14	17
subj_5_peffif_51_Post	E	257	528	1751	2574	3831	5	12	15	17
subj_5_peffif_AF2_14	E	282	567	1339	2842	3929	6	10	15	17
subj_5_peffif_AF2_21	E	255	567	1431	2513	3843	6	11	14	17
subj_5_peffif_AF2_31	E	262	621	1426	2464	3739	6	11	14	17
subj_5_peffif_MN1_25	E	318	727	1460	2067	3746	7	11	13	17
subj_5_peffif_MN1_49	E	263	774	1543	2608	3892	7	11	15	17
subj_5_peffif_MN1_5	E	303	777	1465	2581	3707	7	11	15	17
subj_5_peffif_Pre_13	E	253	544	1716	2740	3975	5	12	15	18
subj_5_peffif_Pre_24	E	233	545	1725	2512	3652	5	12	14	17
subj_5_peffif_Pre_6	E	239	564	1650	2604	3783	5	12	15	17
subj_5_tessif_31_Post	E	261	542	1676	2531	3926	5	12	14	17
subj_5_tessif_46_Post	E	226	566	1747	2664	3998	5	12	15	18
subj_5_tessif_AF2_12	E	262	625	1351	2314	3830	6	10	14	17
subj_5_tessif_AF2_32	E	257	577	1348	2554	3816	6	10	15	17
subj_5_tessif_AF2_44	E	251	529	1389	2551	3819	5	11	15	17
subj_5_tessif_MN1_0	E	282	721	1553	2402	3743	7	11	14	17
subj_5_tessif_MN1_38	E	309	761	1458	2396	3554	7	11	14	17
subj_5_tessif_MN1_7	E	307	827	1368	2461	3953	7	10	14	18
subj_5_tessif_Pre_26	E	252	499	1735	2733	4008	5	12	15	18
subj_5_tessif_Pre_4	E	234	461	1696	2769	3977	5	12	15	18
subj_5_tessif_Pre_44	E	240	489	1645	2548	3867	5	12	15	17
subj_7_keggif_27_Post	E	207	507	2135	2932	4333	5	13	15	18
subj_7_keggif_39_Post	E	212	522	2204	3282	4353	5	14	16	18
subj_7_keggif_47_Post	E	202	585	2337	3053	4451	6	14	16	18
subj_7_keggif_AF2_13	E	215	521	1818	2334	3760	5	12	14	17
subj_7_keggif_AF2_29	E	219	413	2454	3226	4378	4	14	16	18
subj_7_keggif_AF2_8	E	214	542	2047	2509	4038	5	13	14	18
subj_7_keggif_MN1_27	E	240	571	2094	2558	3328	6	13	15	16
subj_7_keggif_MN1_34	E	227	651	1932	2648	2885	6	13	15	15
subj_7_keggif_MN1_6	E	228	709	2002	2545	3529	7	13	15	17
subj_7_keggif_Pre_18	E	229	600	2165	2955	4314	6	13	16	18
subj_7_keggif_Pre_36	E	227	558	2159	2829	4217	5	13	15	18
subj_7_keggif_Pre_7	E	225	528	2311	2882	4382	5	14	15	18
subj_7_peffif_19_Post	E	198	616	2010	3058	4409	6	13	16	18
subj_7_peffif_44_Post	E	205	542	1958	2903	4310	5	13	15	18
