"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F1Bark","F2Bark","gender","BB","AF","F1erb","F2erb"
"816","subj_4_kiggif_14_Post","4","kiggif","4",14,"I",245,464,2079,5,13,"F","BB","MN",9.81161588087465,22.3813782569376
"817","subj_4_kiggif_17_Post","4","kiggif","4",17,"I",243,467,2045,5,13,"F","BB","MN",9.85250307441938,22.2191882578397
"818","subj_4_kiggif_44_Post","4","kiggif","4",44,"I",244,477,2135,5,13,"F","BB","MN",9.98760753152681,22.630391496333
"819","subj_4_kiggif_MN1_22","4","kiggif","2",22,"I",249,502,1590,5,11,"F","BB","MN",10.3176363628265,19.7976251600647
"820","subj_4_kiggif_MN1_29","4","kiggif","2",29,"I",243,550,1558,5,11,"F","BB","MN",10.922360652731,19.5728380184268
"821","subj_4_kiggif_MN1_38","4","kiggif","2",38,"I",235,490,1832,5,12,"F","BB","MN",10.1605745918024,21.1442580348034
"822","subj_4_kiggif_Pre_16","4","kiggif","1",16,"I",233,459,2081,5,13,"F","BB","MN",9.7430999012877,22.3944062605218
"823","subj_4_kiggif_Pre_2","4","kiggif","1",2,"I",255,460,2075,5,13,"F","BB","MN",9.75684038728237,22.3656265997103
"824","subj_4_kiggif_Pre_27","4","kiggif","1",27,"I",239,472,2131,5,13,"F","BB","MN",9.9202818590072,22.6158028376421
"825","subj_4_piffif_21_Post","4","piffif","4",21,"I",246,489,1835,5,12,"F","BB","MN",10.1473745666446,21.160613120197
"826","subj_4_piffif_38_Post","4","piffif","4",38,"I",241,478,1806,5,12,"F","BB","MN",10.0010187995652,21.0168122659873
"827","subj_4_piffif_43_Post","4","piffif","4",43,"I",237,470,1800,5,12,"F","BB","MN",9.89322504371908,20.9910210945361
"828","subj_4_piffif_MN1_24","4","piffif","2",24,"I",247,555,1505,5,11,"F","BB","MN",10.9832981474794,19.248015680826
"829","subj_4_piffif_MN1_47","4","piffif","2",47,"I",242,491,1482,5,11,"F","BB","MN",10.1737572992991,19.1527431305651
"830","subj_4_piffif_MN1_9","4","piffif","2",9,"I",247,525,1616,5,11,"F","BB","MN",10.6119647341224,19.9323736344093
"831","subj_4_piffif_Pre_18","4","piffif","1",18,"I",234,465,1932,5,13,"F","BB","MN",9.82526338254348,21.6718851973346
"832","subj_4_piffif_Pre_25","4","piffif","1",25,"I",229,457,1829,5,12,"F","BB","MN",9.71556265434019,21.1529425085089
"833","subj_4_piffif_Pre_44","4","piffif","1",44,"I",237,466,1933,5,13,"F","BB","MN",9.83889243121664,21.6761242941139
"834","subj_4_tissif_29_Post","4","tissif","4",29,"I",249,491,1945,5,13,"F","BB","MN",10.1737572992991,21.7172492915657
"835","subj_4_tissif_3_Post","4","tissif","4",3,"I",247,481,1920,5,13,"F","BB","MN",10.04114568935,21.6001979271972
"836","subj_4_tissif_MN1_3","4","tissif","2",3,"I",241,476,1575,5,11,"F","BB","MN",9.97417836892556,19.7283301069798
"837","subj_4_tissif_MN1_41","4","tissif","2",41,"I",239,497,1542,5,11,"F","BB","MN",10.2524922824796,19.5157937131615
"838","subj_4_tissif_MN1_45","4","tissif","2",45,"I",239,534,1524,5,11,"F","BB","MN",10.7248214286271,19.379619041911
"839","subj_4_tissif_Pre_15","4","tissif","1",15,"I",243,477,1948,5,13,"F","BB","MN",9.98760753152681,21.7423991582933
"840","subj_4_tissif_Pre_19","4","tissif","1",19,"I",239,469,1898,5,13,"F","BB","MN",9.87966933360082,21.4983977745883
"841","subj_4_tissif_Pre_7","4","tissif","1",7,"I",232,459,1907,5,13,"F","BB","MN",9.7430999012877,21.5511699477424
"842","subj_50_kiggif_38_Post","50","kiggif","4",38,"I",220,339,2477,4,14,"F","NB","AF",7.94226577752338,24.1938198638527
"843","subj_50_kiggif_3_Post","50","kiggif","4",3,"I",231,361,2361,4,14,"F","NB","AF",8.29715843653288,23.702949623673
"844","subj_50_kiggif_40_Post","50","kiggif","4",40,"I",220,323,2429,3,14,"F","NB","AF",7.67621024845943,24.0118113465302
"845","subj_50_kiggif_AF2_35","50","kiggif","2",35,"I",211,374,2698,4,15,"F","NB","AF",8.50121609750783,25.0196101417981
"846","subj_50_kiggif_AF2_36","50","kiggif","2",36,"I",219,329,2512,3,14,"F","NB","AF",7.77679183105785,24.3405630137627
"847","subj_50_kiggif_AF2_39","50","kiggif","2",39,"I",230,331,2705,3,15,"F","NB","AF",7.81010102588004,25.0775081875525
"848","subj_50_kiggif_Pre_1","50","kiggif","1",1,"I",209,339,2585,4,15,"F","NB","AF",7.94226577752338,24.6181973191373
"849","subj_50_kiggif_Pre_45","50","kiggif","1",45,"I",221,284,2351,3,14,"F","NB","AF",6.99728125974199,23.7184129121637
"850","subj_50_kiggif_Pre_46","50","kiggif","1",46,"I",235,373,2439,4,14,"F","NB","AF",8.48566343932723,24.0153247454657
"851","subj_50_piffif_20_Post","50","piffif","4",20,"I",244,397,2233,4,14,"F","NB","AF",8.85252635472335,23.1281259501177
"852","subj_50_piffif_42_Post","50","piffif","4",42,"I",217,269,2359,3,14,"F","NB","AF",6.72376145080977,23.7631212372122
"853","subj_50_piffif_44_Post","50","piffif","4",44,"I",219,286,2432,3,14,"F","NB","AF",7.03320891367636,24.0516113074551
"854","subj_50_piffif_AF2_11","50","piffif","2",11,"I",228,436,1870,4,12,"F","NB","AF",9.42179501385194,21.380332098487
"855","subj_50_piffif_AF2_29","50","piffif","2",29,"I",214,340,2383,4,14,"F","NB","AF",7.95866713091725,23.8101137831389
"856","subj_50_piffif_AF2_37","50","piffif","2",37,"I",222,283,2562,3,15,"F","NB","AF",6.97927039167589,24.5708884360885
"857","subj_50_piffif_Pre_33","50","piffif","1",33,"I",213,341,2403,4,14,"F","NB","AF",7.97504225786947,23.8919583094027
"858","subj_50_piffif_Pre_49","50","piffif","1",49,"I",222,280,2371,3,14,"F","NB","AF",6.92504835208135,23.8049760396812
"859","subj_50_piffif_Pre_51","50","piffif","1",51,"I",236,302,2524,3,14,"F","NB","AF",7.31620818370114,24.4080390813706
"860","subj_50_tissif_19_Post","50","tissif","4",19,"I",225,302,2460,3,14,"F","NB","AF",7.31620818370114,24.153077940958
"861","subj_50_tissif_6_Post","50","tissif","4",6,"I",227,380,2266,4,14,"F","NB","AF",8.59403703412648,23.2846336895624
"862","subj_50_tissif_7_Post","50","tissif","4",7,"I",225,316,2391,3,14,"F","NB","AF",7.55760551080046,23.8610848432586
"863","subj_50_tissif_AF2_16","50","tissif","2",16,"I",225,390,2361,4,14,"F","NB","AF",8.74688349556687,23.6814338918703
"864","subj_50_tissif_AF2_17","50","tissif","2",17,"I",217,276,2500,3,14,"F","NB","AF",6.85230627882412,24.3325107660308
"865","subj_50_tissif_AF2_30","50","tissif","2",30,"I",214,310,2637,3,15,"F","NB","AF",7.45484277334713,24.8385050739171
"866","subj_50_tissif_Pre_16","50","tissif","1",16,"I",220,396,2294,4,14,"F","NB","AF",8.83750153805577,23.393437544836
"867","subj_50_tissif_Pre_3","50","tissif","1",3,"I",211,378,2495,4,14,"F","NB","AF",8.56319055321443,24.2367109160818
"868","subj_50_tissif_Pre_47","50","tissif","1",47,"I",231,382,2366,4,14,"F","NB","AF",8.62479040749432,23.7082397368583
"869","subj_51_kiggif_18_Post","51","kiggif","4",18,"I",217,431,2167,4,13,"F","NB","AF",9.35057394109567,22.8094687644314
"870","subj_51_kiggif_32_Post","51","kiggif","4",32,"I",210,425,2202,4,14,"F","NB","AF",9.26444193777686,22.9705066288296
"871","subj_51_kiggif_35_Post","51","kiggif","4",35,"I",228,445,2201,4,14,"F","NB","AF",9.548742700914,22.9512826043796
"872","subj_51_kiggif_AF2_14","51","kiggif","2",14,"I",229,452,2261,5,14,"F","NB","AF",9.64638897412992,23.209673432327
"873","subj_51_kiggif_AF2_19","51","kiggif","2",19,"I",223,441,2276,4,14,"F","NB","AF",9.4925181948163,23.2827257235757
"874","subj_51_kiggif_AF2_20","51","kiggif","2",20,"I",204,431,2112,4,13,"F","NB","AF",9.35057394109567,22.5588565797017
"875","subj_51_kiggif_Pre_10","51","kiggif","1",10,"I",229,437,2330,4,14,"F","NB","AF",9.43597926810227,23.5163507105839
"876","subj_51_kiggif_Pre_23","51","kiggif","1",23,"I",228,447,2251,4,14,"F","NB","AF",9.57673808637942,23.1698679563569
"877","subj_51_kiggif_Pre_33","51","kiggif","1",33,"I",227,438,2296,4,14,"F","NB","AF",9.45014366037587,23.3709317138617
"878","subj_51_piffif_3_Post","51","piffif","4",3,"I",214,426,1950,4,13,"F","NB","AF",9.27884823705147,21.7899277313359
"879","subj_51_piffif_44_Post","51","piffif","4",44,"I",217,431,1925,4,13,"F","NB","AF",9.35057394109567,21.662091161443
"880","subj_51_piffif_46_Post","51","piffif","4",46,"I",219,432,1922,4,13,"F","NB","AF",9.36485830853,21.6463620519019
"881","subj_51_piffif_AF2_3","51","piffif","2",3,"I",219,430,2084,4,13,"F","NB","AF",9.33626938884965,22.4298184073288
"882","subj_51_piffif_AF2_41","51","piffif","2",41,"I",214,426,2038,4,13,"F","NB","AF",9.27884823705147,22.2162413979979
"883","subj_51_piffif_AF2_50","51","piffif","2",50,"I",212,428,1933,4,13,"F","NB","AF",9.30759951142674,21.7041840695626
"884","subj_51_piffif_Pre_0","51","piffif","1",0,"I",231,457,2070,5,13,"F","NB","AF",9.71556265434019,22.3444180515154
"885","subj_51_piffif_Pre_16","51","piffif","1",16,"I",228,444,2015,4,13,"F","NB","AF",9.53471586875449,22.0930774709157
"886","subj_51_piffif_Pre_46","51","piffif","1",46,"I",233,456,2079,5,13,"F","NB","AF",9.70176579553166,22.3872805027816
"887","subj_51_tissif_14_Post","51","tissif","4",14,"I",221,434,1970,4,13,"F","NB","AF",9.39336670613998,21.8823418666779
"888","subj_51_tissif_20_Post","51","tissif","4",20,"I",216,430,2018,4,13,"F","NB","AF",9.33626938884965,22.1178133577424
"889","subj_51_tissif_53_Post","51","tissif","4",53,"I",219,432,1936,4,13,"F","NB","AF",9.36485830853,21.7161436264661
"890","subj_51_tissif_AF2_17","51","tissif","2",17,"I",204,408,2059,4,13,"F","NB","AF",9.01634963371875,22.3289329469165
"891","subj_51_tissif_AF2_23","51","tissif","2",23,"I",209,417,2030,4,13,"F","NB","AF",9.1484482576051,22.1848079493095
"892","subj_51_tissif_AF2_38","51","tissif","2",38,"I",214,424,1990,4,13,"F","NB","AF",9.25001512293795,21.9872048890144
"893","subj_51_tissif_Pre_3","51","tissif","1",3,"I",223,434,2034,4,13,"F","NB","AF",9.39336670613998,22.1912984681779
"894","subj_51_tissif_Pre_43","51","tissif","1",43,"I",219,434,2069,4,13,"F","NB","AF",9.39336670613998,22.3567129571222
"895","subj_51_tissif_Pre_45","51","tissif","1",45,"I",221,428,2035,4,13,"F","NB","AF",9.30759951142674,22.2004939292486
"896","subj_52_kiggif_14_Post","52","kiggif","4",14,"I",250,492,2364,5,14,"F","BB","AF",10.1869227323549,23.6186148609673
"897","subj_52_kiggif_31_Post","52","kiggif","4",31,"I",248,481,2271,5,14,"F","BB","AF",10.04114568935,23.2316151825693
"898","subj_52_kiggif_44_Post","52","kiggif","4",44,"I",244,484,2324,5,14,"F","BB","AF",10.0811131518551,23.4562801400755
"899","subj_52_kiggif_AF2_1","52","kiggif","2",1,"I",286,625,1454,6,11,"F","BB","AF",11.799379972694,18.8788042076917
"900","subj_52_kiggif_AF2_30","52","kiggif","2",30,"I",259,564,1558,5,11,"F","BB","AF",11.0920553392893,19.562574842539
"901","subj_52_kiggif_AF2_51","52","kiggif","2",51,"I",283,566,1413,6,11,"F","BB","AF",11.1160631559406,18.6595633251656
"902","subj_52_kiggif_Pre_22","52","kiggif","1",22,"I",261,508,2356,5,14,"F","BB","AF",10.3952549891868,23.5733983350883
"903","subj_52_kiggif_Pre_26","52","kiggif","1",26,"I",246,478,2374,5,14,"F","BB","AF",10.0010187995652,23.6705903707842
"904","subj_52_kiggif_Pre_42","52","kiggif","1",42,"I",252,498,2355,5,14,"F","BB","AF",10.2655549675383,23.5765678062168
"905","subj_52_piffif_35_Post","52","piffif","4",35,"I",264,525,1914,5,13,"F","BB","AF",10.6119647341224,21.5377601773574
"906","subj_52_piffif_5_Post","52","piffif","4",5,"I",253,499,1876,5,12,"F","BB","AF",10.2786006762271,21.3645476485207
"907","subj_52_piffif_AF2_10","52","piffif","2",10,"I",271,541,1562,5,11,"F","BB","AF",10.8117261639182,19.6033082878939
"908","subj_52_piffif_AF2_29","52","piffif","2",29,"I",264,528,1724,5,12,"F","BB","AF",10.6497253356638,20.538978562419
"909","subj_52_piffif_AF2_48","52","piffif","2",48,"I",266,517,1593,5,11,"F","BB","AF",10.5105675603729,19.8041989295658
"910","subj_52_piffif_Pre_12","52","piffif","1",12,"I",246,505,1964,5,13,"F","BB","AF",10.3565207631363,21.8005845364504
"911","subj_52_piffif_Pre_34","52","piffif","1",34,"I",251,508,1961,5,13,"F","BB","AF",10.3952549891868,21.7836450609345
"912","subj_52_piffif_Pre_40","52","piffif","1",40,"I",255,513,1925,5,13,"F","BB","AF",10.4594812938215,21.6016409083079
"913","subj_52_tissif_16_Post","52","tissif","4",16,"I",250,490,1997,5,13,"F","BB","AF",10.1605745918024,21.9724162124231
"914","subj_52_tissif_26_Post","52","tissif","4",26,"I",250,491,1986,5,13,"F","BB","AF",10.1737572992991,21.918339244939
"915","subj_52_tissif_32_Post","52","tissif","4",32,"I",255,508,1963,5,13,"F","BB","AF",10.3952549891868,21.7934691600726
"916","subj_52_tissif_AF2_19","52","tissif","2",19,"I",265,464,1652,5,12,"F","BB","AF",9.81161588087465,20.1839211516021
"917","subj_52_tissif_AF2_2","52","tissif","2",2,"I",266,523,1688,5,12,"F","BB","AF",10.5867115835121,20.3433796900131
"918","subj_52_tissif_AF2_5","52","tissif","2",5,"I",265,522,1620,5,12,"F","BB","AF",10.5740610688499,19.9577279995112
"919","subj_52_tissif_Pre_25","52","tissif","1",25,"I",251,502,1970,5,13,"F","BB","AF",10.3176363628265,21.8321991893921
"920","subj_52_tissif_Pre_33","52","tissif","1",33,"I",251,500,2025,5,13,"F","BB","AF",10.2916294504987,22.0996932976918
"921","subj_52_tissif_Pre_38","52","tissif","1",38,"I",237,483,1943,5,13,"F","BB","AF",10.0678083039824,21.7132385474273
"922","subj_53_kiggif_35_Post","53","kiggif","4",35,"I",236,420,2437,4,14,"F","BB","AF",9.19210158623817,23.9723793380961
"923","subj_53_kiggif_37_Post","53","kiggif","4",37,"I",231,407,2566,4,15,"F","BB","AF",9.00156530928046,24.4942383563229
"924","subj_53_kiggif_44_Post","53","kiggif","4",44,"I",227,438,2359,4,14,"F","BB","AF",9.45014366037587,23.6375516838701
"925","subj_53_kiggif_AF2_10","53","kiggif","2",10,"I",255,468,1304,5,10,"F","BB","AF",9.866095359494,18.002494477163
"926","subj_53_kiggif_AF2_20","53","kiggif","2",20,"I",214,420,1055,4,9,"F","BB","AF",9.19210158623817,16.1688090014968
"927","subj_53_kiggif_AF2_42","53","kiggif","2",42,"I",217,422,1548,4,11,"F","BB","AF",9.22109972268529,19.6072197071811
"928","subj_53_kiggif_Pre_11","53","kiggif","1",11,"I",246,463,2242,5,14,"F","BB","AF",9.79794987850104,23.1187669693622
"929","subj_53_kiggif_Pre_12","53","kiggif","1",12,"I",235,445,2353,4,14,"F","BB","AF",9.548742700914,23.6072609498391
"930","subj_53_kiggif_Pre_17","53","kiggif","1",17,"I",237,442,2376,4,14,"F","BB","AF",9.5066036676084,23.7054645943123
"931","subj_53_piffif_2_Post","53","piffif","4",2,"I",220,446,1888,4,13,"F","BB","AF",9.56275008965885,21.4647118535329
"932","subj_53_piffif_3_Post","53","piffif","4",3,"I",227,457,1705,5,12,"F","BB","AF",9.71556265434019,20.4865207539107
"933","subj_53_piffif_45_Post","53","piffif","4",45,"I",100,440,1909,4,13,"F","BB","AF",9.47841307099625,21.5752605753773
"934","subj_53_piffif_AF2_14","53","piffif","2",14,"I",275,298,1365,3,10,"F","BB","AF",7.24618403139936,18.5424363594052
"935","subj_53_piffif_AF2_4","53","piffif","2",4,"I",276,303,1319,3,10,"F","BB","AF",7.33364003123688,18.2280351911148
"936","subj_53_piffif_AF2_7","53","piffif","2",7,"I",236,458,1382,5,10,"F","BB","AF",9.72934067325115,18.53640938852
"937","subj_53_piffif_Pre_3","53","piffif","1",3,"I",217,428,1792,4,12,"F","BB","AF",9.30759951142674,20.9796394915821
"938","subj_53_piffif_Pre_51","53","piffif","1",51,"I",226,417,1983,4,13,"F","BB","AF",9.1484482576051,21.9583649993336
"939","subj_53_piffif_Pre_8","53","piffif","1",8,"I",120,442,1847,4,12,"F","BB","AF",9.5066036676084,21.2575337258099
"940","subj_53_tissif_18_Post","53","tissif","4",18,"I",232,403,1792,4,12,"F","BB","AF",8.94221182811069,20.998138386208
"941","subj_53_tissif_36_Post","53","tissif","4",36,"I",232,451,2071,5,13,"F","BB","AF",9.63249717374334,22.3535348434889
"942","subj_53_tissif_48_Post","53","tissif","4",48,"I",236,433,1459,4,11,"F","BB","AF",9.37912254550143,19.051397780236
"943","subj_53_tissif_AF2_26","53","tissif","2",26,"I",250,490,1680,5,12,"F","BB","AF",10.1605745918024,20.322882316008
"944","subj_53_tissif_AF2_33","53","tissif","2",33,"I",224,433,1350,4,10,"F","BB","AF",9.37912254550143,18.3418496415917
"945","subj_53_tissif_AF2_43","53","tissif","2",43,"I",216,418,1325,4,10,"F","BB","AF",9.16302025984682,18.1836446627114
"946","subj_53_tissif_Pre_1","53","tissif","1",1,"I",174,445,1961,4,13,"F","BB","AF",9.548742700914,21.8300747124506
"947","subj_53_tissif_Pre_16","53","tissif","1",16,"I",239,452,2077,5,13,"F","BB","AF",9.64638897412992,22.3808855147692
"948","subj_53_tissif_Pre_34","53","tissif","1",34,"I",244,453,1992,5,13,"F","BB","AF",9.66026168660832,21.9754792064482
"949","subj_54_kiggif_25_Post","54","kiggif","4",25,"I",246,488,2164,5,13,"F","NB","AF",10.1341571804438,22.7538880919892
"950","subj_54_kiggif_43_Post","54","kiggif","4",43,"I",262,491,2169,5,13,"F","NB","AF",10.1737572992991,22.7742128523512
"951","subj_54_kiggif_46_Post","54","kiggif","4",46,"I",284,482,2163,5,13,"F","NB","AF",10.054485831327,22.7537952589777
"952","subj_54_kiggif_AF2_2","54","kiggif","2",2,"I",228,414,1963,4,13,"F","NB","AF",9.1046062035164,21.8628161894944
"953","subj_54_kiggif_AF2_52","54","kiggif","2",52,"I",224,414,2208,4,14,"F","NB","AF",9.1046062035164,23.0052709341695
"954","subj_54_kiggif_AF2_7","54","kiggif","2",7,"I",230,448,2258,5,14,"F","NB","AF",9.59070674226307,23.1995951995444
"955","subj_54_kiggif_Pre_12","54","kiggif","1",12,"I",214,428,2270,4,14,"F","NB","AF",9.30759951142674,23.2664065442043
"956","subj_54_kiggif_Pre_35","54","kiggif","1",35,"I",243,475,2213,5,14,"F","NB","AF",9.96073126619783,22.9823608682701
"957","subj_54_kiggif_Pre_45","54","kiggif","1",45,"I",245,482,2209,5,14,"F","NB","AF",10.054485831327,22.9594936258856
"958","subj_54_piffif_3_Post","54","piffif","4",3,"I",250,497,2013,5,13,"F","NB","AF",10.2524922824796,22.044397681236
"959","subj_54_piffif_4_Post","54","piffif","4",4,"I",247,489,1901,5,13,"F","NB","AF",10.1473745666446,21.4988132662612
"960","subj_54_piffif_52_Post","54","piffif","4",52,"I",255,506,2071,5,13,"F","NB","AF",10.3694488032863,22.3130063826265
"961","subj_54_piffif_AF2_18","54","piffif","2",18,"I",259,489,2026,5,13,"F","NB","AF",10.1473745666446,22.1125690443886
"962","subj_54_piffif_AF2_24","54","piffif","2",24,"I",269,498,1917,5,13,"F","NB","AF",10.2655549675383,21.5726565050239
"963","subj_54_piffif_AF2_35","54","piffif","2",35,"I",278,482,1921,5,13,"F","NB","AF",10.054485831327,21.6044645522511
"964","subj_54_piffif_Pre_34","54","piffif","1",34,"I",223,438,2089,4,13,"F","NB","AF",9.45014366037587,22.4471914032232
"965","subj_54_piffif_Pre_40","54","piffif","1",40,"I",247,492,1951,5,13,"F","NB","AF",10.1869227323549,21.7461679273524
"966","subj_54_piffif_Pre_42","54","piffif","1",42,"I",250,494,1987,5,13,"F","NB","AF",10.2132019472182,21.9209903350239
"967","subj_54_tissif_2_Post","54","tissif","4",2,"I",233,463,2029,5,13,"F","NB","AF",9.79794987850104,22.1460546724976
"968","subj_54_tissif_39_Post","54","tissif","4",39,"I",227,447,2079,4,13,"F","NB","AF",9.57673808637942,22.3939242593797
"969","subj_54_tissif_9_Post","54","tissif","4",9,"I",241,468,1982,5,13,"F","NB","AF",9.866095359494,21.9158264418174
"970","subj_54_tissif_AF2_21","54","tissif","2",21,"I",242,481,1948,5,13,"F","NB","AF",10.04114568935,21.7394517343037
"971","subj_54_tissif_AF2_28","54","tissif","2",28,"I",235,462,1919,5,13,"F","NB","AF",9.78426532752873,21.6091995213429
"972","subj_54_tissif_AF2_34","54","tissif","2",34,"I",211,413,2053,4,13,"F","NB","AF",9.0899499763159,22.296929562933
"973","subj_54_tissif_Pre_24","54","tissif","1",24,"I",235,459,2118,5,13,"F","NB","AF",9.7430999012877,22.5657925794427
"974","subj_54_tissif_Pre_26","54","tissif","1",26,"I",237,465,2211,5,14,"F","NB","AF",9.82526338254348,22.9808827752575
"975","subj_54_tissif_Pre_31","54","tissif","1",31,"I",214,419,2094,4,13,"F","NB","AF",9.1775713502903,22.484475419177
"976","subj_55_kiggif_13_Post","55","kiggif","4",13,"I",250,454,2340,5,14,"F","BB","MN",9.67411536117001,23.5459951792529
"977","subj_55_kiggif_36_Post","55","kiggif","4",36,"I",253,413,2537,4,14,"F","BB","MN",9.0899499763159,24.3766722379308
"978","subj_55_kiggif_37_Post","55","kiggif","4",37,"I",244,443,2628,4,15,"F","BB","MN",9.52066954158584,24.7056937723908
"979","subj_55_kiggif_MN1_19","55","kiggif","2",19,"I",302,444,1566,4,11,"F","BB","MN",9.53471586875449,19.69853660644
"980","subj_55_kiggif_MN1_8","55","kiggif","2",8,"I",307,541,1543,5,11,"F","BB","MN",10.8117261639182,19.4894805396501
"981","subj_55_kiggif_MN1_9","55","kiggif","2",9,"I",308,578,1643,6,12,"F","BB","MN",11.258906087609,20.048847275883
"982","subj_55_kiggif_Pre_15","55","kiggif","1",15,"I",218,368,2525,4,14,"F","BB","MN",8.40754241170433,24.3628780529586
"983","subj_55_kiggif_Pre_19","55","kiggif","1",19,"I",214,374,2572,4,15,"F","BB","MN",8.50121609750783,24.5419601729917
"984","subj_55_kiggif_Pre_33","55","kiggif","1",33,"I",120,391,2519,4,14,"F","BB","MN",8.76204267101734,24.3221698241921
"985","subj_55_piffif_12_Post","55","piffif","4",12,"I",230,435,2067,4,13,"F","BB","MN",9.40759084435813,22.3465873765086
"986","subj_55_piffif_38_Post","55","piffif","4",38,"I",239,462,2113,5,13,"F","BB","MN",9.78426532752873,22.5405720931921
"987","subj_55_piffif_43_Post","55","piffif","4",43,"I",254,440,2139,4,13,"F","BB","MN",9.47841307099625,22.6759362864856
"988","subj_55_piffif_MN1_34","55","piffif","2",34,"I",280,405,1236,4,10,"F","BB","MN",8.97193192620215,17.5688466215562
"989","subj_55_piffif_MN1_5","55","piffif","2",5,"I",290,358,1162,4,9,"F","BB","MN",8.24948328433343,17.0565519996023
"990","subj_55_piffif_MN1_52","55","piffif","2",52,"I",278,422,1114,4,9,"F","BB","MN",9.22109972268529,16.6393153459434
"991","subj_55_piffif_Pre_22","55","piffif","1",22,"I",213,395,2113,4,13,"F","BB","MN",8.82245448684425,22.5901065424401
"992","subj_55_piffif_Pre_49","55","piffif","1",49,"I",228,406,2044,4,13,"F","BB","MN",8.98675942684902,22.2595228256778
"993","subj_55_piffif_Pre_51","55","piffif","1",51,"I",240,442,2168,4,13,"F","BB","MN",9.5066036676084,22.8058455003659
"994","subj_55_tissif_24_Post","55","tissif","4",24,"I",248,464,2210,5,14,"F","BB","MN",9.81161588087465,22.9771921900108
"995","subj_55_tissif_2_Post","55","tissif","4",2,"I",245,449,2255,5,14,"F","BB","MN",9.60465610829522,23.1858103313108
"996","subj_55_tissif_46_Post","55","tissif","4",46,"I",246,447,2304,4,14,"F","BB","MN",9.57673808637942,23.3984953623563
"997","subj_55_tissif_MN1_2","55","tissif","2",2,"I",273,482,1400,5,11,"F","BB","MN",10.054485831327,18.6367776775543
"998","subj_55_tissif_MN1_20","55","tissif","2",20,"I",276,476,1377,5,10,"F","BB","MN",9.97417836892556,18.4901174159562
"999","subj_55_tissif_MN1_33","55","tissif","2",33,"I",287,547,1354,5,10,"F","BB","MN",10.8856186173532,18.2847595486472
"1000","subj_55_tissif_Pre_10","55","tissif","1",10,"I",216,390,2050,4,13,"F","BB","MN",8.74688349556687,22.2997862163777
"1001","subj_55_tissif_Pre_29","55","tissif","1",29,"I",214,390,2005,4,13,"F","BB","MN",8.74688349556687,22.0849259905082
"1002","subj_55_tissif_Pre_46","55","tissif","1",46,"I",249,398,2283,4,14,"F","BB","MN",8.86752899965568,23.3447071412126
"1003","subj_56_kiggif_24_Post","56","kiggif","4",24,"I",236,453,2308,5,14,"F","NB","AF",9.66026168660832,23.4111322185209
"1004","subj_56_kiggif_30_Post","56","kiggif","4",30,"I",238,461,2398,5,14,"F","NB","AF",9.77056217987799,23.7824879251262
"1005","subj_56_kiggif_37_Post","56","kiggif","4",37,"I",176,315,2672,3,15,"F","NB","AF",7.5405496003544,24.9665697094699
"1006","subj_56_kiggif_AF2_1","56","kiggif","2",1,"I",227,429,2468,4,14,"F","NB","AF",9.32194459722326,24.0909809413339
"1007","subj_56_kiggif_AF2_28","56","kiggif","2",28,"I",226,430,2455,4,14,"F","NB","AF",9.33626938884965,24.03788534689
"1008","subj_56_kiggif_AF2_4","56","kiggif","2",4,"I",231,446,2368,4,14,"F","NB","AF",9.56275008965885,23.6692167330833
"1009","subj_56_kiggif_Pre_15","56","kiggif","1",15,"I",232,430,2525,4,14,"F","NB","AF",9.33626938884965,24.3169505394849
"1010","subj_56_kiggif_Pre_18","56","kiggif","1",18,"I",228,429,2368,4,14,"F","NB","AF",9.32194459722326,23.6817776737157
"1011","subj_56_kiggif_Pre_25","56","kiggif","1",25,"I",208,413,2393,4,14,"F","NB","AF",9.0899499763159,23.7973274181933
"1012","subj_56_piffif_21_Post","56","piffif","4",21,"I",216,429,2127,4,13,"F","NB","AF",9.32194459722326,22.6292433707378
"1013","subj_56_piffif_35_Post","56","piffif","4",35,"I",219,414,2250,4,14,"F","NB","AF",9.1046062035164,23.1899032369645
"1014","subj_56_piffif_6_Post","56","piffif","4",6,"I",234,457,2064,5,13,"F","NB","AF",9.71556265434019,22.3162465359521
"1015","subj_56_piffif_AF2_24","56","piffif","2",24,"I",221,435,2205,4,14,"F","NB","AF",9.40759084435813,22.976435582086
"1016","subj_56_piffif_AF2_41","56","piffif","2",41,"I",219,422,2210,4,14,"F","NB","AF",9.22109972268529,23.0082138326439
"1017","subj_56_piffif_AF2_51","56","piffif","2",51,"I",227,429,2267,4,14,"F","NB","AF",9.32194459722326,23.2526813683606
"1018","subj_56_piffif_Pre_32","56","piffif","1",32,"I",208,413,2228,4,14,"F","NB","AF",9.0899499763159,23.0943118429297
"1019","subj_56_piffif_Pre_4","56","piffif","1",4,"I",219,426,2217,4,14,"F","NB","AF",9.27884823705147,23.0362159015677
"1020","subj_56_piffif_Pre_9","56","piffif","1",9,"I",230,451,2280,5,14,"F","NB","AF",9.63249717374334,23.29259205626
"1021","subj_56_tissif_10_Post","56","tissif","4",10,"I",230,441,2049,4,13,"F","NB","AF",9.4925181948163,22.2573183995367
"1022","subj_56_tissif_14_Post","56","tissif","4",14,"I",234,448,2113,5,13,"F","NB","AF",9.59070674226307,22.5509044361819
