"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F1Bark","F2Bark","gender","BB","AF","F1erb","F2erb"
"1329","subj_18_keggif_Pre_3","18","keggif","1",3,"E",220,647,2099,6,13,"F","NB","MN",12.0425663546002,22.3402541774359
"1330","subj_18_keggif_Pre_8","18","keggif","1",8,"E",202,608,2046,6,13,"F","NB","MN",11.6072755566537,22.1204282981294
"1331","subj_18_peffif_28_Post","18","peffif","4",28,"E",284,646,1893,6,13,"F","NB","MN",12.0316415311405,21.3433445918362
"1332","subj_18_peffif_32_Post","18","peffif","4",32,"E",285,659,1860,6,12,"F","NB","MN",12.1727277693477,21.1654402359049
"1333","subj_18_peffif_36_Post","18","peffif","4",36,"E",231,677,1884,6,12,"F","NB","MN",12.3647967230717,21.2750886442166
"1334","subj_18_peffif_MN1_24","18","peffif","2",24,"E",242,659,1859,6,12,"F","NB","MN",12.1727277693477,21.1602963260741
"1335","subj_18_peffif_MN1_33","18","peffif","2",33,"E",266,725,1842,7,12,"F","NB","MN",12.8593165347101,21.0245267694778
"1336","subj_18_peffif_MN1_42","18","peffif","2",42,"E",251,653,1982,6,13,"F","NB","MN",12.107862120092,21.7802353933252
"1337","subj_18_peffif_Pre_15","18","peffif","1",15,"E",225,644,1858,6,12,"F","NB","MN",12.0097554887687,21.166078527775
"1338","subj_18_peffif_Pre_52","18","peffif","1",52,"E",246,656,1893,6,13,"F","NB","MN",12.1403483744958,21.3360587002466
"1339","subj_18_peffif_Pre_6","18","peffif","1",6,"E",215,673,1844,6,12,"F","NB","MN",12.3224379721223,21.0726617809928
"1340","subj_18_tessif_33_Post","18","tessif","4",33,"E",239,647,2033,6,13,"F","NB","MN",12.0425663546002,22.030217453586
"1341","subj_18_tessif_45_Post","18","tessif","4",45,"E",265,651,1890,6,13,"F","NB","MN",12.0861449211473,21.3244934254091
"1342","subj_18_tessif_50_Post","18","tessif","4",50,"E",237,451,2132,5,13,"F","NB","MN",9.63249717374334,22.6358660119519
"1343","subj_18_tessif_MN1_14","18","tessif","2",14,"E",258,682,2004,6,13,"F","NB","MN",12.4174894510941,21.8657415409397
"1344","subj_18_tessif_MN1_4","18","tessif","2",4,"E",266,671,1835,6,12,"F","NB","MN",12.3011898972682,21.0273913575303
"1345","subj_18_tessif_MN1_43","18","tessif","2",43,"E",282,653,1930,6,13,"F","NB","MN",12.107862120092,21.5241218807061
"1346","subj_18_tessif_Pre_39","18","tessif","1",39,"E",203,628,1982,6,13,"F","NB","MN",11.8328966507852,21.7984626092754
"1347","subj_18_tessif_Pre_41","18","tessif","1",41,"E",197,557,1967,5,13,"F","NB","MN",11.0075692219417,21.7771124794016
"1348","subj_18_tessif_Pre_44","18","tessif","1",44,"E",247,561,1946,5,13,"F","NB","MN",11.0559347205234,21.6707766602014
"1349","subj_19_keggif_15_Post","19","keggif","4",15,"E",231,449,1943,5,13,"F","BB","AF",9.60465610829522,21.738313165114
"1350","subj_19_keggif_35_Post","19","keggif","4",35,"E",217,527,2049,5,13,"F","BB","AF",10.6371543010798,22.1939695090863
"1351","subj_19_keggif_50_Post","19","keggif","4",50,"E",217,512,1881,5,12,"F","BB","AF",10.4466689187518,21.3804817094908
"1352","subj_19_keggif_AF2_12","19","keggif","2",12,"E",242,485,1399,5,11,"F","BB","AF",10.0944004193164,18.6280413266054
"1353","subj_19_keggif_AF2_20","19","keggif","2",20,"E",234,473,1401,5,11,"F","BB","AF",9.93378305723857,18.6499326658895
"1354","subj_19_keggif_AF2_28","19","keggif","2",28,"E",231,435,1337,4,10,"F","BB","AF",9.40759084435813,18.2526574094153
"1355","subj_19_keggif_Pre_1","19","keggif","1",1,"E",222,483,1983,5,13,"F","BB","AF",10.0678083039824,21.9096392115587
"1356","subj_19_keggif_Pre_17","19","keggif","1",17,"E",216,474,2009,5,13,"F","BB","AF",9.94726617760621,22.0421043542574
"1357","subj_19_keggif_Pre_45","19","keggif","1",45,"E",220,454,1989,5,13,"F","BB","AF",9.67411536117001,21.9601873608626
"1358","subj_19_peffif_18_Post","19","peffif","4",18,"E",211,587,1869,6,12,"F","BB","AF",11.364707111628,21.2641836350521
"1359","subj_19_peffif_42_Post","19","peffif","4",42,"E",217,541,1928,5,13,"F","BB","AF",10.8117261639182,21.5960439064004
"1360","subj_19_peffif_44_Post","19","peffif","4",44,"E",212,589,1883,6,12,"F","BB","AF",11.3880661530753,21.3341923515287
"1361","subj_19_peffif_AF2_33","19","peffif","2",33,"E",220,600,1445,6,11,"F","BB","AF",11.5155669885422,18.8399939944618
"1362","subj_19_peffif_AF2_45","19","peffif","2",45,"E",217,614,1482,6,11,"F","BB","AF",11.6755038928392,19.0625466778928
"1363","subj_19_peffif_AF2_49","19","peffif","2",49,"E",230,542,1367,5,10,"F","BB","AF",10.824079622617,18.3752505375548
"1364","subj_19_peffif_Pre_18","19","peffif","1",18,"E",218,490,1647,5,12,"F","BB","AF",10.1605745918024,20.1362872403739
"1365","subj_19_peffif_Pre_28","19","peffif","1",28,"E",210,514,1758,5,12,"F","BB","AF",10.4722773058838,20.7342580951721
"1366","subj_19_peffif_Pre_50","19","peffif","1",50,"E",224,469,1698,5,12,"F","BB","AF",9.87966933360082,20.4388362216549
"1367","subj_19_tessif_25_Post","19","tessif","4",25,"E",218,503,1976,5,13,"F","BB","AF",10.3306145840164,21.8607939065375
"1368","subj_19_tessif_27_Post","19","tessif","4",27,"E",216,535,1948,5,13,"F","BB","AF",10.7372827730254,21.6997374443769
"1369","subj_19_tessif_43_Post","19","tessif","4",43,"E",224,437,1740,4,12,"F","BB","AF",9.43597926810227,20.6934540264816
"1370","subj_19_tessif_AF2_18","19","tessif","2",18,"E",200,569,1402,6,11,"F","BB","AF",11.1519666494024,18.5859085252871
"1371","subj_19_tessif_AF2_19","19","tessif","2",19,"E",228,448,1568,5,11,"F","BB","AF",9.59070674226307,19.7074720560753
"1372","subj_19_tessif_AF2_27","19","tessif","2",27,"E",234,453,1403,5,11,"F","BB","AF",9.66026168660832,18.6777191994984
"1373","subj_19_tessif_Pre_15","19","tessif","1",15,"E",221,451,1754,5,12,"F","BB","AF",9.63249717374334,20.7590639512169
"1374","subj_19_tessif_Pre_33","19","tessif","1",33,"E",221,448,1781,5,12,"F","BB","AF",9.59070674226307,20.9063109222431
"1375","subj_19_tessif_Pre_44","19","tessif","1",44,"E",206,475,1772,5,12,"F","BB","AF",9.96073126619783,20.8382577114697
"1376","subj_1_keggif_18_Post","1","keggif","4",18,"E",164,702,2199,7,14,"F","NB","MN",12.6254738506662,22.7541860654883
"1377","subj_1_keggif_24_Post","1","keggif","4",24,"E",247,723,2064,7,13,"F","NB","MN",12.8392030941079,22.1216627024347
"1378","subj_1_keggif_38_Post","1","keggif","4",38,"E",245,719,2196,7,14,"F","NB","MN",12.7988514882481,22.7284946743575
"1379","subj_1_keggif_MN1_21","1","keggif","2",21,"E",278,743,2180,7,13,"F","NB","MN",13.0384952641338,22.6396110598823
"1380","subj_1_keggif_MN1_23","1","keggif","2",23,"E",283,759,2095,7,13,"F","NB","MN",13.195044496551,22.2403805596866
"1381","subj_1_keggif_MN1_33","1","keggif","2",33,"E",275,738,1988,7,13,"F","NB","MN",12.9890528334985,21.747661602911
"1382","subj_1_keggif_Pre_5","1","keggif","1",5,"E",246,656,2103,6,13,"F","NB","MN",12.1403483744958,22.3522134628045
"1383","subj_1_keggif_Pre_6","1","keggif","1",6,"E",251,696,2029,7,13,"F","NB","MN",12.5635407455953,21.975494656257
"1384","subj_1_keggif_Pre_7","1","keggif","1",7,"E",239,591,2211,6,14,"F","NB","MN",11.4113703479107,22.8883375325636
"1385","subj_1_peffif_45_Post","1","peffif","4",45,"E",236,687,1815,6,12,"F","NB","MN",12.4699007274463,20.9112153457286
"1386","subj_1_peffif_47_Post","1","peffif","4",47,"E",246,701,1893,7,13,"F","NB","MN",12.6151788332111,21.3033308713835
"1387","subj_1_peffif_MN1_1","1","peffif","2",1,"E",278,719,1845,7,12,"F","NB","MN",12.7988514882481,21.0444244319455
"1388","subj_1_peffif_MN1_12","1","peffif","2",12,"E",282,709,1839,7,12,"F","NB","MN",12.6972373047281,21.0205662797493
"1389","subj_1_peffif_MN1_36","1","peffif","2",36,"E",150,793,1871,7,12,"F","NB","MN",13.5195637102126,21.1247111850332
"1390","subj_1_peffif_Pre_15","1","peffif","1",15,"E",248,659,1728,6,12,"F","NB","MN",12.1727277693477,20.465096938517
"1391","subj_1_peffif_Pre_38","1","peffif","1",38,"E",242,675,1907,6,13,"F","NB","MN",12.3436401852591,21.3929250239442
"1392","subj_1_tessif_14_Post","1","tessif","4",14,"E",257,746,2129,7,13,"F","NB","MN",13.0680407042744,22.406467409852
"1393","subj_1_tessif_50_Post","1","tessif","4",50,"E",248,717,1962,7,13,"F","NB","MN",12.7786129988181,21.6358973215999
"1394","subj_1_tessif_6_Post","1","tessif","4",6,"E",267,544,1939,5,13,"F","NB","MN",10.8487407732415,21.6485609946664
"1395","subj_1_tessif_MN1_15","1","tessif","2",15,"E",283,753,1839,7,12,"F","NB","MN",13.1366333209609,20.9886747520183
"1396","subj_1_tessif_MN1_3","1","tessif","2",3,"E",265,723,1887,7,13,"F","NB","MN",12.8392030941079,21.2569294459415
"1397","subj_1_tessif_MN1_45","1","tessif","2",45,"E",286,644,1841,6,12,"F","NB","MN",12.0097554887687,21.0782270455445
"1398","subj_1_tessif_Pre_10","1","tessif","1",10,"E",238,688,1941,6,13,"F","NB","MN",12.4803494575419,21.5533233859396
"1399","subj_1_tessif_Pre_14","1","tessif","1",14,"E",248,682,1827,6,12,"F","NB","MN",12.4174894510941,20.9776915831906
"1400","subj_1_tessif_Pre_46","1","tessif","1",46,"E",252,687,2097,6,13,"F","NB","MN",12.4699007274463,22.3018712691501
"1401","subj_20_keggif_5_Post","20","keggif","4",5,"E",236,613,2116,6,13,"F","NB","MN",11.6641651155053,22.4435436773352
"1402","subj_20_keggif_6_Post","20","keggif","4",6,"E",238,632,2142,6,13,"F","NB","MN",11.8774093658974,22.5486516543276
"1403","subj_20_keggif_7_Post","20","keggif","4",7,"E",229,606,2108,6,13,"F","NB","MN",11.5844278879133,22.4117929245961
"1404","subj_20_keggif_MN1_20","20","keggif","2",20,"E",244,686,2050,6,13,"F","NB","MN",12.459440852273,22.0825155996531
"1405","subj_20_keggif_MN1_49","20","keggif","2",49,"E",256,772,2009,7,13,"F","NB","MN",13.3204103482439,21.8245806533939
"1406","subj_20_keggif_MN1_53","20","keggif","2",53,"E",265,782,2094,7,13,"F","NB","MN",13.4157557356438,22.2191110200275
"1407","subj_20_keggif_Pre_1","20","keggif","1",1,"E",241,535,2200,5,14,"F","NB","MN",10.7372827730254,22.8805676869209
"1408","subj_20_keggif_Pre_26","20","keggif","1",26,"E",235,536,2187,5,13,"F","NB","MN",10.7497285957452,22.8218769413761
"1409","subj_20_keggif_Pre_30","20","keggif","1",30,"E",245,529,2106,5,13,"F","NB","MN",10.6622805880335,22.4589664143575
"1410","subj_20_peffif_18_Post","20","peffif","4",18,"E",242,650,2065,6,13,"F","NB","MN",12.0752683381943,22.1794271246717
"1411","subj_20_peffif_36_Post","20","peffif","4",36,"E",285,621,2001,6,13,"F","NB","MN",11.7545134925222,21.8957057961825
"1412","subj_20_peffif_42_Post","20","peffif","4",42,"E",259,477,1990,5,13,"F","NB","MN",9.98760753152681,21.9480779199564
"1413","subj_20_peffif_MN1_31","20","peffif","2",31,"E",268,825,1985,7,13,"F","NB","MN",13.8153664969526,21.6702301157963
"1414","subj_20_peffif_MN1_32","20","peffif","2",32,"E",245,666,1951,6,13,"F","NB","MN",12.2478678316098,21.6187938490475
"1415","subj_20_peffif_MN1_37","20","peffif","2",37,"E",276,597,2008,6,13,"F","NB","MN",11.4809562795173,21.9469935078111
"1416","subj_20_peffif_Pre_15","20","peffif","1",15,"E",224,618,1999,6,13,"F","NB","MN",11.7207294939855,21.888233433485
"1417","subj_20_peffif_Pre_17","20","peffif","1",17,"E",232,627,1982,6,13,"F","NB","MN",11.8217370545019,21.7991923169353
"1418","subj_20_peffif_Pre_33","20","peffif","1",33,"E",233,661,2008,6,13,"F","NB","MN",12.1942549932116,21.9002967254501
"1419","subj_20_tessif_0_Post","20","tessif","4",0,"E",242,589,1972,6,13,"F","NB","MN",11.3880661530753,21.778157911157
"1420","subj_20_tessif_45_Post","20","tessif","4",45,"E",264,649,2098,6,13,"F","NB","MN",12.0643797328827,22.3341628205187
"1421","subj_20_tessif_50_Post","20","tessif","4",50,"E",240,657,2082,6,13,"F","NB","MN",12.1511533465907,22.2539299297079
"1422","subj_20_tessif_MN1_41","20","tessif","2",41,"E",252,624,1979,6,13,"F","NB","MN",11.7881824330433,21.7867644937942
"1423","subj_20_tessif_MN1_46","20","tessif","2",46,"E",250,676,1979,6,13,"F","NB","MN",12.3542241519756,21.7488753511375
"1424","subj_20_tessif_MN1_47","20","tessif","2",47,"E",267,736,1955,7,13,"F","NB","MN",12.9692054039684,21.5876845894169
"1425","subj_20_tessif_Pre_12","20","tessif","1",12,"E",240,561,2036,5,13,"F","NB","MN",11.0559347205234,22.1073498129841
"1426","subj_20_tessif_Pre_31","20","tessif","1",31,"E",242,602,1987,6,13,"F","NB","MN",11.5385738363449,21.8417701448068
"1427","subj_20_tessif_Pre_4","20","tessif","1",4,"E",263,741,2074,7,13,"F","NB","MN",13.0187483918065,22.1555301529583
"1428","subj_21_keggif_49_Post","21","keggif","4",49,"E",266,723,1994,7,13,"F","NB","MN",12.8392030941079,21.7876352497048
"1429","subj_21_keggif_6_Post","21","keggif","4",6,"E",278,552,2127,5,13,"F","NB","MN",10.9467803615034,22.5386782920339
"1430","subj_21_keggif_8_Post","21","keggif","4",8,"E",191,546,1966,5,13,"F","NB","MN",10.8733411395356,21.7802769668146
"1431","subj_21_keggif_MN1_23","21","keggif","2",23,"E",280,718,1923,7,13,"F","NB","MN",12.7887374843781,21.4419401808321
"1432","subj_21_keggif_MN1_46","21","keggif","2",46,"E",245,674,1947,6,13,"F","NB","MN",12.3330447997292,21.5932111777654
"1433","subj_21_keggif_MN1_9","21","keggif","2",9,"E",283,630,1782,6,12,"F","NB","MN",11.8551780887782,20.7780658140387
"1434","subj_21_keggif_Pre_36","21","keggif","1",36,"E",249,615,1928,6,13,"F","NB","MN",11.6868296913161,21.5418702519098
"1435","subj_21_keggif_Pre_46","21","keggif","1",46,"E",241,629,1981,6,13,"F","NB","MN",11.8440436532613,21.7928626636154
"1436","subj_21_keggif_Pre_49","21","keggif","1",49,"E",195,658,1988,6,13,"F","NB","MN",12.1619464700382,21.8057707208275
"1437","subj_21_peffif_21_Post","21","peffif","4",21,"E",232,644,1892,6,13,"F","NB","MN",12.0097554887687,21.3397354319318
"1438","subj_21_peffif_5_Post","21","peffif","4",5,"E",186,594,1909,6,13,"F","NB","MN",11.4462243349422,21.4620675293429
"1439","subj_21_peffif_7_Post","21","peffif","4",7,"E",246,584,1834,6,12,"F","NB","MN",11.3295651754343,21.0856722745438
"1440","subj_21_peffif_MN1_22","21","peffif","2",22,"E",272,765,1843,7,12,"F","NB","MN",13.2531067820474,21.0007452865583
"1441","subj_21_peffif_MN1_27","21","peffif","2",27,"E",260,785,1806,7,12,"F","NB","MN",13.4441774884932,20.7928430344412
"1442","subj_21_peffif_MN1_45","21","peffif","2",45,"E",281,633,1692,6,12,"F","NB","MN",11.8885062607692,20.2851687834912
"1443","subj_21_peffif_Pre_22","21","peffif","1",22,"E",237,635,1895,6,13,"F","NB","MN",11.9106626956775,21.3614914926767
"1444","subj_21_peffif_Pre_23","21","peffif","1",23,"E",236,588,1803,6,12,"F","NB","MN",11.3763935034592,20.9202127189624
"1445","subj_21_peffif_Pre_48","21","peffif","1",48,"E",286,633,1804,6,12,"F","NB","MN",11.8885062607692,20.8926194182305
"1446","subj_21_tessif_1_Post","21","tessif","4",1,"E",202,552,1821,5,12,"F","NB","MN",10.9467803615034,21.0412428392871
"1447","subj_21_tessif_22_Post","21","tessif","4",22,"E",245,508,1898,5,13,"F","NB","MN",10.3952549891868,21.4696783731984
"1448","subj_21_tessif_47_Post","21","tessif","4",47,"E",256,608,1800,6,12,"F","NB","MN",11.6072755566537,20.8897351649805
"1449","subj_21_tessif_MN1_25","21","tessif","2",25,"E",281,589,1816,6,12,"F","NB","MN",11.3880661530753,20.9879282152455
"1450","subj_21_tessif_MN1_41","21","tessif","2",41,"E",275,763,1863,7,12,"F","NB","MN",13.233791210734,21.1053796038086
"1451","subj_21_tessif_MN1_5","21","tessif","2",5,"E",288,632,1727,6,12,"F","NB","MN",11.8774093658974,20.4792990773688
"1452","subj_21_tessif_Pre_37","21","tessif","1",37,"E",246,521,1949,5,13,"F","NB","MN",10.5613945434149,21.7149615757562
"1453","subj_21_tessif_Pre_50","21","tessif","1",50,"E",246,484,1784,5,12,"F","NB","MN",10.0811131518551,20.8957603735486
"1454","subj_21_tessif_Pre_7","21","tessif","1",7,"E",247,507,1870,5,12,"F","NB","MN",10.3823601983917,21.3279893303629
"1455","subj_22_keggif_13_Post","22","keggif","4",13,"E",230,583,2154,6,13,"F","BB","MN",11.3178235068182,22.6389420508884
"1456","subj_22_keggif_27_Post","22","keggif","4",27,"E",222,601,2180,6,13,"F","BB","MN",11.5270770886351,22.7429299309543
"1457","subj_22_keggif_7_Post","22","keggif","4",7,"E",235,595,2136,6,13,"F","BB","MN",11.4578151700616,22.5483316116473
"1458","subj_22_keggif_MN1_31","22","keggif","2",31,"E",292,738,1488,7,11,"F","BB","MN",12.9890528334985,19.0096437466826
"1459","subj_22_keggif_MN1_36","22","keggif","2",36,"E",287,647,1427,6,11,"F","BB","MN",12.0425663546002,18.6906648434895
"1460","subj_22_keggif_MN1_9","22","keggif","2",9,"E",282,734,1478,7,11,"F","BB","MN",12.949317481465,18.9503134609899
"1461","subj_22_keggif_Pre_12","22","keggif","1",12,"E",236,581,2231,6,14,"F","BB","MN",11.2942984482974,22.983850719672
"1462","subj_22_keggif_Pre_13","22","keggif","1",13,"E",234,629,2126,6,13,"F","BB","MN",11.8440436532613,22.477773857253
"1463","subj_22_keggif_Pre_40","22","keggif","1",40,"E",231,560,2298,5,14,"F","BB","MN",11.0438653424454,23.2897159159201
"1464","subj_22_peffif_34_Post","22","peffif","4",34,"E",216,598,2024,6,13,"F","BB","MN",11.4925066135251,22.0230324288889
"1465","subj_22_peffif_45_Post","22","peffif","4",45,"E",214,607,1934,6,13,"F","BB","MN",11.5958583112915,21.5775938558615
"1466","subj_22_peffif_50_Post","22","peffif","4",50,"E",225,628,2006,6,13,"F","BB","MN",11.8328966507852,21.9147169110453
"1467","subj_22_peffif_MN1_10","22","peffif","2",10,"E",267,671,1535,6,11,"F","BB","MN",12.3011898972682,19.3462078640498
"1468","subj_22_peffif_MN1_38","22","peffif","2",38,"E",287,620,1499,6,11,"F","BB","MN",11.7432649805976,19.1635143351172
"1469","subj_22_peffif_MN1_51","22","peffif","2",51,"E",268,389,1348,4,10,"F","BB","MN",8.73170170306559,18.3609676895753
"1470","subj_22_peffif_Pre_16","22","peffif","1",16,"E",239,619,1993,6,13,"F","BB","MN",11.7320036569632,21.8584651519398
"1471","subj_22_peffif_Pre_46","22","peffif","1",46,"E",230,621,2043,6,13,"F","BB","MN",11.7545134925222,22.0967137911096
"1472","subj_22_tessif_12_Post","22","tessif","4",12,"E",230,627,2060,6,13,"F","BB","MN",11.8217370545019,22.1726776022594
"1473","subj_22_tessif_20_Post","22","tessif","4",20,"E",218,582,2116,6,13,"F","BB","MN",11.3060679415084,22.466209042664
"1474","subj_22_tessif_44_Post","22","tessif","4",44,"E",220,493,2022,5,13,"F","BB","MN",10.2000709340284,22.0904972347585
"1475","subj_22_tessif_MN1_21","22","tessif","2",21,"E",274,704,1379,7,10,"F","BB","MN",12.6460314575158,18.3365513284067
"1476","subj_22_tessif_MN1_50","22","tessif","2",50,"E",283,667,1433,6,11,"F","BB","MN",12.25855541113,18.7145718169542
"1477","subj_22_tessif_Pre_26","22","tessif","1",26,"E",244,634,2051,6,13,"F","BB","MN",11.8995906952213,22.1251080850896
"1478","subj_22_tessif_Pre_49","22","tessif","1",49,"E",226,549,2037,5,13,"F","BB","MN",10.9101283388344,22.1209042030167
"1479","subj_22_tessif_Pre_6","22","tessif","1",6,"E",233,445,2314,4,14,"F","BB","MN",9.548742700914,23.4425896628345
"1480","subj_23_keggif_45_Post","23","keggif","4",45,"E",284,797,1937,7,13,"F","NB","MN",13.5570378535781,21.45452904826
"1481","subj_23_keggif_51_Post","23","keggif","4",51,"E",285,797,1784,7,12,"F","NB","MN",13.5570378535781,20.6675477424497
"1482","subj_23_keggif_7_Post","23","keggif","4",7,"E",303,788,2102,7,13,"F","NB","MN",13.4725161236821,22.2518562355513
"1483","subj_23_keggif_MN1_20","23","keggif","2",20,"E",350,1027,1999,9,13,"F","NB","MN",15.4974113532837,21.5935199986782
"1484","subj_23_keggif_MN1_40","23","keggif","2",40,"E",366,1060,2209,9,14,"F","NB","MN",15.7459180781323,22.5415910262686
"1485","subj_23_keggif_MN1_41","23","keggif","2",41,"E",343,1022,2042,9,13,"F","NB","MN",15.459179357193,21.8030028224128
"1486","subj_23_keggif_Pre_34","23","keggif","1",34,"E",285,835,1618,7,11,"F","NB","MN",13.9059761745578,19.7185109150338
"1487","subj_23_keggif_Pre_35","23","keggif","1",35,"E",272,871,2293,8,14,"F","NB","MN",14.2252829060862,23.0426473437217
"1488","subj_23_keggif_Pre_43","23","keggif","1",43,"E",278,831,1987,7,13,"F","NB","MN",13.8698344658496,21.6756299728663
"1489","subj_23_peffif_1_Post","23","peffif","4",1,"E",293,750,1617,7,11,"F","NB","MN",13.1072956644871,19.774085714517
"1490","subj_23_peffif_48_Post","23","peffif","4",48,"E",289,806,1934,7,13,"F","NB","MN",13.6408276798628,21.4331255891487
"1491","subj_23_peffif_53_Post","23","peffif","4",53,"E",282,771,1891,7,13,"F","NB","MN",13.3108240714709,21.242474636252
"1492","subj_23_peffif_MN1_16","23","peffif","2",16,"E",359,1106,1840,9,12,"F","NB","MN",16.081684597721,20.7412524902189
"1493","subj_23_peffif_MN1_38","23","peffif","2",38,"E",363,1010,1797,9,12,"F","NB","MN",15.3667846912265,20.5839360391765
"1494","subj_23_peffif_MN1_7","23","peffif","2",7,"E",325,912,1671,8,12,"F","NB","MN",14.576440698454,19.9658167515029
"1495","subj_23_peffif_Pre_16","23","peffif","1",16,"E",276,837,1805,7,12,"F","NB","MN",13.9239963057181,20.7500725907239
"1496","subj_23_peffif_Pre_18","23","peffif","1",18,"E",244,808,1791,7,12,"F","NB","MN",13.659349438812,20.6968539203014
"1497","subj_23_peffif_Pre_4","23","peffif","1",4,"E",264,661,1434,6,11,"F","NB","MN",12.1942549932116,18.7253389607768
"1498","subj_23_tessif_11_Post","23","tessif","4",11,"E",297,863,1926,8,13,"F","NB","MN",14.1552373031352,21.3522298469548
"1499","subj_23_tessif_35_Post","23","tessif","4",35,"E",303,834,2023,7,13,"F","NB","MN",13.8969534504206,21.8470252779129
"1500","subj_23_tessif_40_Post","23","tessif","4",40,"E",285,793,1831,7,12,"F","NB","MN",13.5195637102126,20.9181403418102
"1501","subj_23_tessif_MN1_33","23","tessif","2",33,"E",342,1024,1984,9,13,"F","NB","MN",15.4744907846271,21.5229162499669
"1502","subj_23_tessif_MN1_43","23","tessif","2",43,"E",364,1046,2003,9,13,"F","NB","MN",15.6412925892854,21.5993332636323
"1503","subj_23_tessif_MN1_49","23","tessif","2",49,"E",359,1059,2118,9,13,"F","NB","MN",15.7384833897597,22.131642459906
"1504","subj_23_tessif_Pre_10","23","tessif","1",10,"E",268,876,1781,8,12,"F","NB","MN",14.2688030679065,20.5946781434929
"1505","subj_23_tessif_Pre_2","23","tessif","1",2,"E",266,1028,2302,9,14,"F","NB","MN",15.5050391608496,22.9689672146916
"1506","subj_23_tessif_Pre_3","23","tessif","1",3,"E",256,611,1427,6,11,"F","NB","MN",11.6414485114758,18.7169317574163
"1507","subj_26_keggif_15_Post","26","keggif","4",15,"E",259,660,2090,6,13,"F","NB","AF",12.1834972689528,22.2890096526177
"1508","subj_26_keggif_41_Post","26","keggif","4",41,"E",287,717,2059,7,13,"F","NB","AF",12.7786129988181,22.1024839909024
"1509","subj_26_keggif_46_Post","26","keggif","4",46,"E",265,691,1845,6,12,"F","NB","AF",12.5116290007023,21.0647533293344
"1510","subj_26_keggif_AF2_34","26","keggif","2",34,"E",259,713,1801,7,12,"F","NB","AF",12.7380098294204,20.8185679573268
"1511","subj_26_keggif_AF2_41","26","keggif","2",41,"E",274,852,2075,8,13,"F","NB","AF",14.0580825012028,22.0800972293928
"1512","subj_26_keggif_AF2_52","26","keggif","2",52,"E",267,854,2024,8,13,"F","NB","AF",14.0758202432875,21.8374173567984
"1513","subj_26_keggif_Pre_17","26","keggif","1",17,"E",252,631,2001,6,13,"F","NB","AF",11.8662999840978,21.8884080042073
"1514","subj_26_keggif_Pre_20","26","keggif","1",20,"E",247,653,1933,6,13,"F","NB","AF",12.107862120092,21.5390583661054
"1515","subj_26_keggif_Pre_45","26","keggif","1",45,"E",252,642,1989,6,13,"F","NB","AF",11.9878207491099,21.8222843747276
"1516","subj_26_peffif_11_Post","26","peffif","4",11,"E",277,819,1501,7,11,"F","NB","AF",13.760589143151,19.0314969490656
"1517","subj_26_peffif_48_Post","26","peffif","4",48,"E",270,783,1755,7,12,"F","NB","AF",13.4252389167887,20.5220304744948
"1518","subj_26_peffif_5_Post","26","peffif","4",5,"E",274,761,1668,7,12,"F","NB","AF",13.2144371636409,20.0576078800574
"1519","subj_26_peffif_AF2_19","26","peffif","2",19,"E",260,589,1645,6,12,"F","NB","AF",11.3880661530753,20.0522186214043
"1520","subj_26_peffif_AF2_24","26","peffif","2",24,"E",261,778,1627,7,12,"F","NB","AF",13.3777299778047,19.8115905536221
"1521","subj_26_peffif_AF2_6","26","peffif","2",6,"E",270,711,1656,7,12,"F","NB","AF",12.7176448195636,20.0259335608122
"1522","subj_26_peffif_Pre_29","26","peffif","1",29,"E",244,724,1664,7,12,"F","NB","AF",12.8492649944713,20.0618172722766
"1523","subj_26_peffif_Pre_41","26","peffif","1",41,"E",257,757,1652,7,12,"F","NB","AF",13.1756130644386,19.9698725494628
"1524","subj_26_peffif_Pre_47","26","peffif","1",47,"E",248,656,1891,6,13,"F","NB","AF",12.1403483744958,21.3259225833986
"1525","subj_26_tessif_10_Post","26","tessif","4",10,"E",283,659,1921,6,13,"F","NB","AF",12.1727277693477,21.4748221015882
"1526","subj_26_tessif_38_Post","26","tessif","4",38,"E",288,744,1793,7,12,"F","NB","AF",13.0483537076354,20.753724445903
"1527","subj_26_tessif_9_Post","26","tessif","4",9,"E",269,676,1683,6,12,"F","NB","AF",12.3542241519756,20.2035689266806
"1528","subj_26_tessif_AF2_13","26","tessif","2",13,"E",258,708,1625,7,12,"F","NB","AF",12.6870175556765,19.8507603028038
"1529","subj_26_tessif_AF2_28","26","tessif","2",28,"E",189,777,1675,7,12,"F","NB","AF",13.3682001942798,20.0854597504224
"1530","subj_26_tessif_AF2_44","26","tessif","2",44,"E",273,904,1544,8,11,"F","NB","AF",14.5089271493112,19.232238172971
"1531","subj_26_tessif_Pre_25","26","tessif","1",25,"E",245,709,1736,7,12,"F","NB","AF",12.6972373047281,20.4724639512293
"1532","subj_26_tessif_Pre_27","26","tessif","1",27,"E",251,655,1691,6,12,"F","NB","AF",12.1295315291682,20.2635572543421
"1533","subj_26_tessif_Pre_42","26","tessif","1",42,"E",255,691,1754,6,12,"F","NB","AF",12.5116290007023,20.5832816860885
"1534","subj_27_keggif_0_Post","27","keggif","4",0,"E",262,576,2068,6,13,"F","NB","MN",11.2352409641021,22.2475655085334
