fileName	Label	F0[Hz]	F1[Hz]	F2[Hz]	F1[Bark]	F2[Bark]
subj_27_tissif_MN1_9	I	309	534	2062	5	13
subj_27_tissif_Pre_0	I	268	318	2140	3	13
subj_27_tissif_Pre_18	I	263	372	2110	4	13
subj_27_tissif_Pre_40	I	267	314	2106	3	13
subj_28_kiggif_16_Post	I	252	263	2622	3	15
subj_28_kiggif_20_Post	I	214	359	2091	4	13
subj_28_kiggif_26_Post	I	226	363	2589	4	15
subj_28_kiggif_AF2_35	I	263	424	1600	4	11
subj_28_kiggif_AF2_4	I	236	430	1246	4	10
subj_28_kiggif_AF2_45	I	234	439	1173	4	9
subj_28_kiggif_MN1_11	I	275	617	1415	6	11
subj_28_kiggif_MN1_12	I	297	508	1451	5	11
subj_28_kiggif_MN1_3	I	282	517	1754	5	12
subj_28_kiggif_Pre_31	I	198	373	2550	4	15
subj_28_kiggif_Pre_49	I	203	373	2504	4	14
subj_28_kiggif_Pre_50	I	199	382	2539	4	15
subj_28_piffif_11_Post	I	208	392	1881	4	12
subj_28_piffif_22_Post	I	218	395	2046	4	13
subj_28_piffif_37_Post	I	87	465	1956	5	13
subj_28_piffif_AF2_14	I	218	407	1333	4	10
subj_28_piffif_AF2_36	I	248	460	1485	5	11
subj_28_piffif_AF2_7	I	236	442	1351	4	10
subj_28_piffif_MN1_36	I	270	439	1325	4	10
subj_28_piffif_MN1_44	I	268	461	1292	5	10
subj_28_piffif_MN1_48	I	289	525	1180	5	10
subj_28_piffif_Pre_14	I	209	353	2538	4	14
subj_28_piffif_Pre_29	I	208	398	1898	4	13
subj_28_piffif_Pre_41	I	99	418	2238	4	14
subj_28_tissif_17_Post	I	225	421	2403	4	14
subj_28_tissif_31_Post	I	223	404	2289	4	14
subj_28_tissif_33_Post	I	247	460	2074	5	13
subj_28_tissif_AF2_2	I	237	465	1515	5	11
subj_28_tissif_AF2_21	I	208	387	1391	4	11
subj_28_tissif_AF2_32	I	241	465	1192	5	10
subj_28_tissif_MN1_31	I	283	550	1410	5	11
subj_28_tissif_MN1_49	I	268	496	1348	5	10
subj_28_tissif_MN1_50	I	277	500	1176	5	9
subj_28_tissif_Pre_0	I	197	380	2260	4	14
subj_28_tissif_Pre_19	I	195	367	2308	4	14
subj_28_tissif_Pre_42	I	205	386	2295	4	14
subj_30_kiggif_22_Post	I	248	469	2138	5	13
subj_30_kiggif_2_Post	I	272	441	2205	4	14
subj_30_kiggif_9_Post	I	248	447	2159	4	13
subj_30_kiggif_AF2_0	I	269	416	2138	4	13
subj_30_kiggif_AF2_13	I	253	476	2251	5	14
subj_30_kiggif_AF2_47	I	277	423	2230	4	14
subj_30_kiggif_MN1_36	I	299	592	2094	6	13
subj_30_kiggif_MN1_45	I	304	502	2142	5	13
subj_30_kiggif_MN1_50	I	308	619	2159	6	13
subj_30_kiggif_Pre_25	I	261	398	2122	4	13
subj_30_kiggif_Pre_43	I	251	478	2193	5	14
subj_30_kiggif_Pre_44	I	231	441	2252	4	14
subj_30_piffif_13_Post	I	266	388	1970	4	13
subj_30_piffif_20_Post	I	236	476	1961	5	13
subj_30_piffif_51_Post	I	269	460	1894	5	13
subj_30_piffif_AF2_30	I	263	458	1946	5	13
subj_30_piffif_AF2_35	I	270	493	1935	5	13
subj_30_piffif_AF2_37	I	288	561	2029	5	13
subj_30_piffif_MN1_13	I	296	589	2052	6	13
subj_30_piffif_MN1_29	I	282	567	1956	6	13
subj_30_piffif_MN1_48	I	296	579	1991	6	13
subj_30_piffif_Pre_2	I	250	503	1972	5	13
subj_30_piffif_Pre_23	I	250	485	1953	5	13
subj_30_piffif_Pre_49	I	273	459	1866	5	12
subj_30_tissif_39_Post	I	249	460	1936	5	13
subj_30_tissif_44_Post	I	265	345	1898	4	13
subj_30_tissif_7_Post	I	252	462	2000	5	13
subj_30_tissif_AF2_14	I	241	484	1947	5	13
subj_30_tissif_AF2_26	I	247	495	2066	5	13
subj_30_tissif_AF2_28	I	257	494	1950	5	13
subj_30_tissif_MN1_12	I	289	551	2014	5	13
subj_30_tissif_MN1_30	I	276	487	1905	5	13
subj_30_tissif_MN1_34	I	284	540	1981	5	13
subj_30_tissif_Pre_0	I	203	416	1978	4	13
subj_30_tissif_Pre_12	I	233	467	2028	5	13
subj_30_tissif_Pre_27	I	262	424	2090	4	13
subj_31_kiggif_0_Post	I	375	436	2377	4	14
subj_31_kiggif_12_Post	I	319	476	2529	5	14
subj_31_kiggif_39_Post	I	293	556	2374	5	14
subj_31_kiggif_AF2_33	I	299	541	2466	5	14
subj_31_kiggif_AF2_35	I	306	510	2435	5	14
subj_31_kiggif_AF2_42	I	299	518	2378	5	14
subj_31_kiggif_MN1_35	I	357	687	2227	6	14
subj_31_kiggif_MN1_37	I	393	721	2273	7	14
subj_31_kiggif_MN1_43	I	365	647	2207	6	14
subj_31_kiggif_Pre_46	I	288	549	2537	5	14
subj_31_kiggif_Pre_51	I	292	521	2612	5	15
subj_31_kiggif_Pre_6	I	275	525	2467	5	14
subj_31_piffif_14_Post	I	303	578	2112	6	13
subj_31_piffif_37_Post	I	299	584	2089	6	13
subj_31_piffif_5_Post	I	290	579	2105	6	13
subj_31_piffif_AF2_16	I	286	560	2264	5	14
subj_31_piffif_AF2_26	I	277	539	2129	5	13
subj_31_piffif_AF2_30	I	282	547	2146	5	13
subj_31_piffif_MN1_2	I	337	656	2068	6	13
subj_31_piffif_MN1_40	I	378	754	2137	7	13
subj_31_piffif_MN1_46	I	385	776	2305	7	14
subj_31_piffif_Pre_18	I	279	537	2215	5	14
subj_31_piffif_Pre_20	I	267	522	2292	5	14
subj_31_piffif_Pre_5	I	288	549	2233	5	14
subj_31_tissif_29_Post	I	322	532	2198	5	14
subj_31_tissif_35_Post	I	311	599	2135	6	13
subj_31_tissif_3_Post	I	320	632	2120	6	13
subj_31_tissif_AF2_25	I	274	582	2105	6	13
subj_31_tissif_AF2_48	I	304	547	2121	5	13
subj_31_tissif_AF2_6	I	284	540	2104	5	13
subj_31_tissif_MN1_21	I	339	625	2033	6	13
subj_31_tissif_MN1_22	I	349	705	2091	7	13
subj_31_tissif_MN1_38	I	371	679	2210	6	14
subj_31_tissif_Pre_14	I	244	494	2043	5	13
subj_31_tissif_Pre_44	I	305	571	2143	6	13
subj_31_tissif_Pre_48	I	288	523	2220	5	14
subj_32_kiggif_21_Post	I	196	431	2329	4	14
subj_32_kiggif_30_Post	I	248	412	2356	4	14
subj_32_kiggif_32_Post	I	248	432	2314	4	14
subj_32_kiggif_AF2_22	I	278	521	1424	5	11
subj_32_kiggif_AF2_25	I	278	547	1428	5	11
subj_32_kiggif_AF2_6	I	270	525	1639	5	12
subj_32_kiggif_MN1_12	I	301	569	1515	6	11
subj_32_kiggif_MN1_39	I	288	564	1446	5	11
subj_32_kiggif_MN1_50	I	295	579	1482	6	11
subj_32_kiggif_Pre_28	I	233	457	2312	5	14
subj_32_kiggif_Pre_35	I	234	446	2324	4	14
subj_32_kiggif_Pre_6	I	242	433	2287	4	14
subj_32_piffif_29_Post	I	247	408	2051	4	13
subj_32_piffif_3_Post	I	257	362	2114	4	13
subj_32_piffif_40_Post	I	239	433	2045	4	13
subj_32_piffif_AF2_1	I	278	540	1508	5	11
subj_32_piffif_AF2_4	I	276	538	1595	5	11
subj_32_piffif_AF2_47	I	283	551	1720	5	12
subj_32_piffif_MN1_10	I	271	536	1470	5	11
subj_32_piffif_MN1_4	I	283	563	1423	5	11
subj_32_piffif_MN1_48	I	291	565	1478	6	11
subj_32_piffif_Pre_16	I	227	440	2077	4	13
subj_32_piffif_Pre_53	I	238	460	2142	5	13
subj_32_tissif_36_Post	I	242	461	2114	5	13
subj_32_tissif_49_Post	I	212	576	1902	6	13
subj_32_tissif_AF2_17	I	257	492	1522	5	11
subj_32_tissif_AF2_38	I	277	547	1545	5	11
subj_32_tissif_MN1_1	I	301	578	1498	6	11
subj_32_tissif_MN1_25	I	290	571	1430	6	11
subj_32_tissif_MN1_7	I	298	495	1486	5	11
subj_32_tissif_Pre_21	I	238	456	2116	5	13
subj_32_tissif_Pre_32	I	233	444	2117	4	13
subj_32_tissif_Pre_45	I	243	450	2122	5	13
subj_34_kiggif_12_Post	I	264	486	2175	5	13
subj_34_kiggif_19_Post	I	262	472	2014	5	13
subj_34_kiggif_53_Post	I	252	440	2277	4	14
subj_34_kiggif_AF2_19	I	255	442	1076	4	9
subj_34_kiggif_AF2_27	I	258	330	858	3	8
subj_34_kiggif_AF2_35	I	241	537	1166	5	9
subj_34_kiggif_MN1_21	I	305	332	987	3	8
subj_34_kiggif_MN1_46	I	250	668	1065	6	9
subj_34_kiggif_Pre_0	I	274	517	2158	5	13
subj_34_kiggif_Pre_17	I	259	415	2212	4	14
subj_34_kiggif_Pre_18	I	260	430	2272	4	14
subj_34_piffif_20_Post	I	256	500	1918	5	13
subj_34_piffif_39_Post	I	241	456	1840	5	12
subj_34_piffif_5_Post	I	251	489	1957	5	13
subj_34_piffif_AF2_11	I	259	492	1188	5	10
subj_34_piffif_AF2_14	I	248	380	1222	4	10
subj_34_piffif_AF2_29	I	260	362	1115	4	9
subj_34_piffif_MN1_31	I	259	269	1116	3	9
subj_34_piffif_Pre_41	I	252	477	1945	5	13
subj_34_piffif_Pre_45	I	245	463	1907	5	13
subj_34_piffif_Pre_47	I	246	450	1885	5	13
subj_34_tissif_41_Post	I	244	403	1905	4	13
subj_34_tissif_44_Post	I	232	676	1792	6	12
subj_34_tissif_50_Post	I	258	464	2004	5	13
subj_34_tissif_AF2_25	I	271	461	1085	5	9
subj_34_tissif_AF2_48	I	261	438	1150	4	9
subj_34_tissif_AF2_9	I	282	467	1154	5	9
subj_34_tissif_MN1_43	I	283	690	1310	6	10
subj_34_tissif_Pre_16	I	246	425	1937	4	13
subj_34_tissif_Pre_21	I	252	450	1949	5	13
subj_34_tissif_Pre_29	I	243	425	1921	4	13
subj_35_kiggif_34_Post	I	218	416	2404	4	14
subj_35_kiggif_36_Post	I	217	418	2410	4	14
subj_35_kiggif_53_Post	I	213	416	2375	4	14
subj_35_kiggif_AF2_15	I	231	445	2386	4	14
subj_35_kiggif_AF2_16	I	235	460	2356	5	14
subj_35_kiggif_AF2_19	I	233	443	2532	4	14
subj_35_kiggif_MN1_15	I	203	422	2250	4	14
subj_35_kiggif_MN1_27	I	202	432	2309	4	14
subj_35_kiggif_MN1_37	I	203	419	2224	4	14
subj_35_kiggif_Pre_26	I	262	394	2374	4	14
subj_35_kiggif_Pre_34	I	141	422	2528	4	14
subj_35_kiggif_Pre_38	I	286	445	2417	4	14
subj_35_piffif_14_Post	I	216	441	2038	4	13
subj_35_piffif_43_Post	I	211	419	2119	4	13
subj_35_piffif_51_Post	I	214	423	2106	4	13
subj_35_piffif_AF2_1	I	223	443	2215	4	14
subj_35_piffif_AF2_45	I	190	392	2191	4	14
subj_35_piffif_AF2_46	I	215	424	1984	4	13
subj_35_piffif_MN1_48	I	205	429	2059	4	13
subj_35_piffif_MN1_6	I	212	435	2102	4	13
subj_35_piffif_MN1_9	I	209	450	2072	5	13
subj_35_piffif_Pre_21	I	274	505	2168	5	13
subj_35_piffif_Pre_42	I	273	513	2155	5	13
subj_35_piffif_Pre_46	I	286	516	2071	5	13
subj_35_tissif_24_Post	I	205	403	2122	4	13
subj_35_tissif_28_Post	I	213	413	2154	4	13
subj_35_tissif_35_Post	I	217	425	2166	4	13
subj_35_tissif_AF2_18	I	227	436	2155	4	13
subj_35_tissif_AF2_5	I	233	449	2292	5	14
subj_35_tissif_AF2_50	I	216	423	2157	4	13
subj_35_tissif_MN1_18	I	206	411	2053	4	13
subj_35_tissif_MN1_23	I	198	421	2096	4	13
subj_35_tissif_MN1_45	I	202	416	2023	4	13
subj_35_tissif_Pre_19	I	257	399	2154	4	13
subj_35_tissif_Pre_25	I	284	477	2197	5	14
subj_35_tissif_Pre_36	I	137	478	2144	5	13
subj_36_kiggif_51_Post	I	234	421	2240	4	14
subj_36_kiggif_53_Post	I	209	378	2149	4	13
subj_36_kiggif_7_Post	I	98	402	2220	4	14
subj_36_kiggif_AF2_13	I	193	281	2345	3	14
subj_36_kiggif_AF2_43	I	240	440	2187	4	13
subj_36_kiggif_AF2_48	I	249	419	2286	4	14
subj_36_kiggif_MN1_28	I	248	483	2194	5	14
subj_36_kiggif_MN1_49	I	241	465	2174	5	13
subj_36_kiggif_Pre_15	I	241	457	2191	5	14
subj_36_kiggif_Pre_17	I	187	363	2169	4	13
subj_36_kiggif_Pre_39	I	254	443	2225	4	14
subj_36_piffif_1_Post	I	215	444	1926	4	13
subj_36_piffif_35_Post	I	200	443	1875	4	12
subj_36_piffif_42_Post	I	242	479	1866	5	12
subj_36_piffif_AF2_30	I	224	433	1886	4	13
subj_36_piffif_AF2_39	I	235	453	1875	5	12
subj_36_piffif_AF2_41	I	194	418	1841	4	12
subj_36_piffif_MN1_24	I	222	461	1700	5	12
subj_36_piffif_MN1_26	I	232	459	1815	5	12
subj_36_piffif_MN1_42	I	229	460	1786	5	12
subj_36_piffif_Pre_20	I	214	439	1879	4	12
subj_36_piffif_Pre_3	I	252	480	2001	5	13
subj_36_piffif_Pre_47	I	244	468	1897	5	13
subj_36_tissif_22_Post	I	280	339	1908	4	13
subj_36_tissif_25_Post	I	228	412	1824	4	12
subj_36_tissif_48_Post	I	105	410	1809	4	12
subj_36_tissif_AF2_20	I	109	467	1821	5	12
subj_36_tissif_AF2_46	I	219	421	1893	4	13
subj_36_tissif_AF2_52	I	198	383	1925	4	13
subj_36_tissif_MN1_16	I	244	476	1766	5	12
subj_36_tissif_MN1_31	I	254	496	1807	5	12
subj_36_tissif_MN1_35	I	244	485	1803	5	12
subj_36_tissif_Pre_14	I	230	435	1887	4	13
subj_36_tissif_Pre_42	I	233	437	1854	4	12
subj_36_tissif_Pre_48	I	240	440	1870	4	12
subj_37_kiggif_27_Post	I	230	417	2437	4	14
subj_37_kiggif_45_Post	I	243	441	2255	4	14
subj_37_kiggif_50_Post	I	241	424	2454	4	14
subj_37_kiggif_AF2_32	I	230	372	1293	4	10
subj_37_kiggif_AF2_33	I	193	860	2145	7	13
subj_37_kiggif_AF2_9	I	235	409	1655	4	12
subj_37_kiggif_MN1_15	I	272	510	1186	5	10
subj_37_kiggif_MN1_4	I	263	505	1286	5	10
subj_37_kiggif_MN1_7	I	259	459	1416	5	11
subj_37_kiggif_Pre_14	I	233	436	2538	4	14
subj_37_kiggif_Pre_38	I	198	364	2394	4	14
subj_37_kiggif_Pre_42	I	228	415	2266	4	14
subj_37_piffif_30_Post	I	242	451	2238	5	14
subj_37_piffif_49_Post	I	246	458	2101	5	13
subj_37_piffif_8_Post	I	227	425	2040	4	13
subj_37_piffif_AF2_0	I	234	309	1659	3	12
subj_37_piffif_AF2_18	I	226	328	1584	3	11
subj_37_piffif_AF2_42	I	215	400	1661	4	12
subj_37_piffif_MN1_28	I	247	261	1291	3	10
subj_37_piffif_MN1_36	I	254	268	1306	3	10
subj_37_piffif_MN1_49	I	258	356	1474	4	11
subj_37_piffif_Pre_13	I	241	431	2147	4	13
subj_37_piffif_Pre_31	I	235	454	2743	5	15
subj_37_piffif_Pre_46	I	211	391	2136	4	13
subj_37_tissif_31_Post	I	236	445	1945	4	13
subj_37_tissif_47_Post	I	248	344	1994	4	13
subj_37_tissif_6_Post	I	226	424	2047	4	13
subj_37_tissif_AF2_12	I	231	444	1604	4	11
subj_37_tissif_AF2_30	I	224	644	1589	6	11
subj_37_tissif_AF2_41	I	230	671	1798	6	12
subj_37_tissif_MN1_20	I	251	262	1541	3	11
subj_37_tissif_MN1_45	I	253	315	1444	3	11
subj_37_tissif_MN1_50	I	260	358	1429	4	11
subj_37_tissif_Pre_22	I	235	454	2035	5	13
subj_37_tissif_Pre_39	I	206	399	2190	4	13
subj_37_tissif_Pre_43	I	219	411	2000	4	13
subj_38_kiggif_22_Post	I	232	450	2561	5	15
subj_38_kiggif_46_Post	I	568	1674	3209	12	16
subj_38_kiggif_8_Post	I	224	418	2411	4	14
subj_38_kiggif_AF2_13	I	240	471	2619	5	15
subj_38_kiggif_AF2_18	I	236	459	2641	5	15
subj_38_kiggif_AF2_30	I	241	475	2709	5	15
subj_38_kiggif_MN1_12	I	242	475	2445	5	14
subj_38_kiggif_MN1_42	I	280	547	2530	5	14
subj_38_kiggif_MN1_47	I	258	497	2596	5	15
subj_38_kiggif_Pre_18	I	239	458	2435	5	14
subj_38_kiggif_Pre_37	I	231	438	2533	4	14
subj_38_kiggif_Pre_46	I	218	418	2671	4	15
subj_38_piffif_18_Post	I	240	469	2292	5	14
subj_38_piffif_20_Post	I	225	431	2193	4	14
subj_38_piffif_36_Post	I	235	445	2353	4	14
subj_38_piffif_AF2_16	I	222	410	2187	4	13
subj_38_piffif_AF2_45	I	237	453	2116	5	13
subj_38_piffif_AF2_49	I	239	467	2147	5	13
subj_38_piffif_MN1_18	I	276	358	2653	4	15
subj_38_piffif_MN1_8	I	264	511	2367	5	14
subj_38_piffif_MN1_9	I	271	516	2182	5	13
subj_38_piffif_Pre_14	I	227	401	2111	4	13
subj_38_piffif_Pre_25	I	221	408	2200	4	14
subj_38_piffif_Pre_3	I	237	454	2148	5	13
subj_38_tissif_39_Post	I	238	471	2236	5	14
subj_38_tissif_44_Post	I	234	444	2253	4	14
subj_38_tissif_51_Post	I	229	440	2266	4	14
subj_38_tissif_AF2_41	I	226	434	2282	4	14
subj_38_tissif_AF2_46	I	234	440	2100	4	13
subj_38_tissif_AF2_47	I	226	428	2227	4	14
subj_38_tissif_MN1_13	I	285	565	2397	6	14
subj_38_tissif_MN1_35	I	264	487	2390	5	14
subj_38_tissif_MN1_45	I	266	506	2209	5	14
subj_38_tissif_Pre_35	I	223	425	2327	4	14
subj_38_tissif_Pre_51	I	219	404	2273	4	14
subj_38_tissif_Pre_53	I	229	438	2252	4	14
subj_41_kiggif_16_Post	I	271	367	2383	4	14
subj_41_kiggif_33_Post	I	240	471	2718	5	15
subj_41_kiggif_36_Post	I	260	455	2366	5	14
subj_41_kiggif_AF2_14	I	276	553	1486	5	11
subj_41_kiggif_AF2_48	I	280	453	1694	5	12
subj_41_kiggif_AF2_7	I	293	573	1405	6	11
subj_41_kiggif_MN1_11	I	352	683	1519	6	11
subj_41_kiggif_MN1_29	I	367	816	1475	7	11
subj_41_kiggif_MN1_7	I	333	684	1669	6	12
subj_41_kiggif_Pre_23	I	281	377	2489	4	14
subj_41_kiggif_Pre_26	I	274	357	2381	4	14
subj_41_kiggif_Pre_32	I	267	326	2386	3	14
subj_41_piffif_17_Post	I	293	438	2144	4	13
subj_41_piffif_45_Post	I	276	420	2205	4	14
subj_41_piffif_7_Post	I	273	390	2176	4	13
subj_41_piffif_AF2_13	I	282	344	1290	4	10
subj_41_piffif_AF2_18	I	266	366	1283	4	10
subj_41_piffif_AF2_4	I	321	402	1419	4	11
subj_41_piffif_MN1_20	I	346	665	1364	6	10
subj_41_piffif_MN1_38	I	327	662	1177	6	9
subj_41_piffif_MN1_51	I	324	545	1265	5	10
subj_41_piffif_Pre_10	I	298	533	2362	5	14
subj_41_piffif_Pre_29	I	271	360	2197	4	14
subj_41_piffif_Pre_53	I	261	435	2222	4	14
subj_41_tissif_13_Post	I	267	405	2384	4	14
subj_41_tissif_28_Post	I	260	401	2139	4	13
subj_41_tissif_48_Post	I	273	333	2199	3	14
subj_41_tissif_AF2_17	I	267	427	1309	4	10
subj_41_tissif_AF2_28	I	281	496	1646	5	12
subj_41_tissif_AF2_46	I	268	495	1534	5	11
subj_41_tissif_MN1_30	I	339	679	1222	6	10
subj_41_tissif_MN1_9	I	352	691	1547	6	11
subj_41_tissif_Pre_24	I	303	483	2260	5	14
subj_41_tissif_Pre_30	I	268	327	2133	3	13
subj_41_tissif_Pre_41	I	270	406	2210	4	14
subj_42_kiggif_18_Post	I	214	414	2109	4	13
subj_42_kiggif_41_Post	I	228	439	2359	4	14
subj_42_kiggif_53_Post	I	233	449	2119	5	13
subj_42_kiggif_AF2_24	I	247	475	1505	5	11
subj_42_kiggif_AF2_52	I	258	508	1768	5	12
subj_42_kiggif_AF2_53	I	257	501	1765	5	12
subj_42_kiggif_MN1_19	I	243	490	1321	5	10
subj_42_kiggif_MN1_25	I	272	552	1363	5	10
subj_42_kiggif_MN1_49	I	282	441	1162	4	9
subj_42_kiggif_Pre_10	I	214	420	2054	4	13
subj_42_kiggif_Pre_18	I	177	451	1985	5	13
subj_42_kiggif_Pre_38	I	212	420	2155	4	13
subj_42_piffif_15_Post	I	224	437	1789	4	12
subj_42_piffif_5_Post	I	227	441	1965	4	13
subj_42_piffif_AF2_13	I	258	489	1366	5	10
subj_42_piffif_AF2_43	I	250	477	1289	5	10
subj_42_piffif_AF2_8	I	234	453	1412	5	11
subj_42_piffif_MN1_3	I	254	507	1482	5	11
subj_42_piffif_MN1_32	I	274	578	1626	6	12
subj_42_piffif_MN1_5	I	261	530	1549	5	11
subj_42_piffif_Pre_29	I	241	455	1936	5	13
subj_42_piffif_Pre_34	I	239	469	1865	5	12
subj_42_piffif_Pre_7	I	209	412	1863	4	12
subj_42_tissif_11_Post	I	215	419	1723	4	12
subj_42_tissif_35_Post	I	217	424	1835	4	12
subj_42_tissif_4_Post	I	211	405	1767	4	12
subj_42_tissif_AF2_11	I	254	470	1481	5	11
subj_42_tissif_AF2_26	I	250	476	1287	5	10
subj_42_tissif_AF2_34	I	243	478	1417	5	11
subj_42_tissif_MN1_35	I	279	510	1388	5	11
subj_42_tissif_MN1_40	I	285	564	1429	5	11
subj_42_tissif_MN1_6	I	275	596	1624	6	12
subj_42_tissif_Pre_0	I	224	403	1721	4	12
subj_42_tissif_Pre_32	I	235	450	1977	5	13
subj_42_tissif_Pre_53	I	221	430	1816	4	12
subj_44_kiggif_18_Post	I	255	322	2252	3	14
subj_44_kiggif_47_Post	I	267	350	2392	4	14
subj_44_kiggif_AF2_11	I	278	407	1401	4	11
subj_44_kiggif_AF2_12	I	306	430	1424	4	11
subj_44_kiggif_AF2_28	I	267	300	1325	3	10
subj_44_kiggif_MN1_0	I	316	537	1397	5	11
subj_44_kiggif_MN1_21	I	333	540	1668	5	12
subj_44_kiggif_MN1_26	I	322	614	1634	6	12
subj_44_kiggif_Pre_36	I	270	401	2580	4	15
subj_44_kiggif_Pre_45	I	295	545	2330	5	14
subj_44_kiggif_Pre_5	I	234	383	2038	4	13
subj_44_piffif_22_Post	I	282	481	2155	5	13
subj_44_piffif_40_Post	I	239	456	2111	5	13
subj_44_piffif_4_Post	I	255	311	2277	3	14
subj_44_piffif_AF2_1	I	286	346	1500	4	11
subj_44_piffif_AF2_35	I	301	410	1496	4	11
subj_44_piffif_AF2_8	I	268	334	1563	3	11
subj_44_piffif_MN1_15	I	336	615	1681	6	12
subj_44_piffif_MN1_22	I	313	617	1610	6	11
subj_44_piffif_MN1_38	I	306	630	1715	6	12
subj_44_piffif_Pre_18	I	244	467	2184	5	13
subj_44_piffif_Pre_29	I	243	467	2184	5	13
subj_44_piffif_Pre_30	I	245	485	2123	5	13
subj_44_tissif_12_Post	I	256	325	2063	3	13
subj_44_tissif_30_Post	I	241	444	2012	4	13
subj_44_tissif_35_Post	I	249	286	2106	3	13
subj_44_tissif_AF2_30	I	295	420	1468	4	11
subj_44_tissif_AF2_4	I	300	398	1551	4	11
subj_44_tissif_AF2_48	I	285	511	1420	5	11
subj_44_tissif_MN1_18	I	325	520	1644	5	12
subj_44_tissif_MN1_52	I	329	476	1595	5	11
subj_44_tissif_MN1_9	I	311	448	1533	5	11
subj_44_tissif_Pre_16	I	251	478	2164	5	13
subj_44_tissif_Pre_2	I	271	331	2132	3	13
subj_44_tissif_Pre_46	I	305	526	2126	5	13
subj_45_kiggif_2_Post	I	282	459	2152	5	13
subj_45_kiggif_7_Post	I	266	329	2159	3	13
subj_45_kiggif_AF2_30	I	264	483	1374	5	10
subj_45_kiggif_AF2_34	I	293	541	1488	5	11
subj_45_kiggif_AF2_37	I	279	535	1362	5	10
subj_45_kiggif_MN1_24	I	244	551	1257	5	10
subj_45_kiggif_MN1_34	I	261	518	1045	5	9
subj_45_kiggif_MN1_44	I	258	584	1336	6	10
subj_45_kiggif_Pre_30	I	248	468	2317	5	14
subj_45_kiggif_Pre_36	I	248	475	2202	5	14
subj_45_kiggif_Pre_53	I	262	380	2283	4	14
subj_45_piffif_14_Post	I	284	450	1940	5	13
subj_45_piffif_19_Post	I	253	484	1942	5	13
subj_45_piffif_22_Post	I	275	376	1905	4	13
subj_45_piffif_AF2_0	I	239	450	1448	5	11
subj_45_piffif_AF2_53	I	292	457	1363	5	10
subj_45_piffif_AF2_9	I	234	472	1541	5	11
subj_45_piffif_MN1_12	I	238	509	1357	5	10
subj_45_piffif_MN1_13	I	258	533	1538	5	11
subj_45_piffif_MN1_4	I	237	528	1424	5	11
subj_45_piffif_Pre_14	I	245	478	1931	5	13
subj_45_piffif_Pre_4	I	249	309	2272	3	14
subj_45_piffif_Pre_46	I	246	465	1934	5	13
subj_45_tissif_10_Post	I	296	357	1824	4	12
subj_45_tissif_27_Post	I	267	364	1844	4	12
subj_45_tissif_44_Post	I	297	415	1908	4	13
subj_45_tissif_AF2_2	I	235	494	1349	5	10
subj_45_tissif_AF2_20	I	263	566	1589	6	11
subj_45_tissif_AF2_39	I	285	495	1143	5	9
subj_45_tissif_MN1_15	I	256	667	1409	6	11
subj_45_tissif_MN1_16	I	256	541	1288	5	10
subj_45_tissif_MN1_2	I	260	522	1537	5	11
subj_45_tissif_Pre_1	I	264	370	1811	4	12
subj_45_tissif_Pre_39	I	254	456	1820	5	12
subj_45_tissif_Pre_5	I	258	391	2073	4	13
subj_46_kiggif_11_Post	I	197	396	2218	4	14
subj_46_kiggif_45_Post	I	196	382	2331	4	14
subj_46_kiggif_5_Post	I	184	369	2266	4	14
subj_46_kiggif_AF2_30	I	214	426	2289	4	14
subj_46_kiggif_AF2_48	I	205	408	2288	4	14
subj_46_kiggif_AF2_50	I	211	417	2299	4	14
subj_46_kiggif_MN1_36	I	227	451	2289	5	14
subj_46_kiggif_MN1_46	I	230	453	2303	5	14
subj_46_kiggif_MN1_9	I	217	438	2317	4	14
subj_46_kiggif_Pre_23	I	192	413	2255	4	14
subj_46_kiggif_Pre_45	I	189	397	2358	4	14
subj_46_kiggif_Pre_6	I	203	397	2374	4	14
subj_46_piffif_15_Post	I	185	381	2006	4	13
subj_46_piffif_23_Post	I	199	402	2038	4	13
subj_46_piffif_41_Post	I	205	407	2047	4	13
subj_46_piffif_AF2_3	I	210	423	2034	4	13
subj_46_piffif_AF2_33	I	206	414	2057	4	13
subj_46_piffif_AF2_37	I	211	422	2128	4	13
subj_46_piffif_MN1_28	I	226	453	2036	5	13
subj_46_piffif_MN1_38	I	226	457	2254	5	14
subj_46_piffif_MN1_5	I	241	482	1997	5	13
subj_46_piffif_Pre_32	I	189	388	2014	4	13
subj_46_piffif_Pre_38	I	196	390	2079	4	13
subj_46_piffif_Pre_50	I	199	401	2130	4	13
subj_46_tissif_13_Post	I	183	365	1975	4	13
subj_46_tissif_27_Post	I	187	387	2044	4	13
subj_46_tissif_47_Post	I	190	386	2060	4	13
subj_46_tissif_AF2_21	I	195	392	2132	4	13
subj_46_tissif_AF2_49	I	201	398	2231	4	14
subj_46_tissif_MN1_31	I	230	458	2064	5	13
subj_46_tissif_MN1_33	I	223	438	2039	4	13
subj_46_tissif_MN1_37	I	221	443	1995	4	13
subj_46_tissif_Pre_21	I	192	405	2122	4	13
subj_46_tissif_Pre_39	I	189	397	2078	4	13
subj_47_kiggif_22_Post	I	230	436	2394	4	14
subj_47_kiggif_25_Post	I	227	431	2374	4	14
subj_47_kiggif_45_Post	I	204	406	2346	4	14
