fileName	Label	F0[Hz]	F1[Hz]	F2[Hz]	F3[Hz]	F4[Hz]	F1[Bark]	F2[Bark]	F3[Bark]	F4[Bark]
subj_40_tissif_MN1_4	I	159	429	1878	2662	3310	4	12	15	16
subj_40_tissif_Pre_16	I	142	387	1962	2673	3468	4	13	15	17
subj_40_tissif_Pre_35	I	144	381	1994	2676	3475	4	13	15	17
subj_40_tissif_Pre_8	I	146	383	1901	2571	3364	4	13	15	16
subj_43_kiggif_14_Post	I	112	355	1773	2483	3201	4	12	14	16
subj_43_kiggif_27_Post	I	108	360	1771	2536	3283	4	12	14	16
subj_43_kiggif_6_Post	I	114	318	1707	2520	3359	3	12	14	16
subj_43_kiggif_AF2_28	I	131	359	1804	2561	3221	4	12	15	16
subj_43_kiggif_AF2_35	I	134	343	1762	2707	3319	4	12	15	16
subj_43_kiggif_AF2_52	I	141	388	1801	2615	3332	4	12	15	16
subj_43_kiggif_MN1_26	I	151	395	1750	2550	3107	4	12	15	16
subj_43_kiggif_MN1_42	I	150	387	1794	2683	3400	4	12	15	16
subj_43_kiggif_MN1_50	I	149	378	1791	2600	3002	4	12	15	16
subj_43_kiggif_Pre_22	I	142	377	1865	2726	3480	4	12	15	17
subj_43_kiggif_Pre_25	I	140	370	1822	2819	3528	4	12	15	17
subj_43_kiggif_Pre_6	I	162	367	1928	2684	3514	4	13	15	17
subj_43_piffif_43_Post	I	106	374	1665	2415	3242	4	12	14	16
subj_43_piffif_4_Post	I	114	359	1710	2514	3103	4	12	14	16
subj_43_piffif_9_Post	I	116	356	1685	2446	3319	4	12	14	16
subj_43_piffif_AF2_4	I	143	375	1713	2425	3268	4	12	14	16
subj_43_piffif_AF2_49	I	131	357	1759	2479	3307	4	12	14	16
subj_43_piffif_AF2_8	I	138	386	1735	2575	3242	4	12	15	16
subj_43_piffif_MN1_38	I	156	420	1705	2425	3205	4	12	14	16
subj_43_piffif_MN1_48	I	151	398	1639	2418	3084	4	12	14	16
subj_43_piffif_MN1_6	I	147	392	1682	2422	3146	4	12	14	16
subj_43_piffif_Pre_18	I	150	396	1763	2572	3346	4	12	15	16
subj_43_piffif_Pre_43	I	129	344	1752	2617	3346	4	12	15	16
subj_43_piffif_Pre_46	I	143	398	1756	2587	3345	4	12	15	16
subj_43_tissif_20_Post	I	111	378	1703	2503	3342	4	12	14	16
subj_43_tissif_23_Post	I	110	349	1702	2532	3316	4	12	14	16
subj_43_tissif_25_Post	I	108	352	1710	2523	3406	4	12	14	17
subj_43_tissif_AF2_17	I	132	346	1728	2549	3389	4	12	15	16
subj_43_tissif_AF2_42	I	150	329	1787	2596	3232	3	12	15	16
subj_43_tissif_AF2_7	I	139	367	1734	2559	3313	4	12	15	16
subj_43_tissif_MN1_21	I	153	370	1679	2574	3100	4	12	15	16
subj_43_tissif_MN1_37	I	152	398	1628	2494	3164	4	12	14	16
subj_43_tissif_MN1_7	I	159	399	1732	2621	3208	4	12	15	16
subj_43_tissif_Pre_29	I	142	389	1730	2550	3405	4	12	15	17
subj_43_tissif_Pre_38	I	143	413	1742	2621	3459	4	12	15	17
subj_43_tissif_Pre_41	I	136	363	1824	2566	3506	4	12	15	17
subj_60_kiggif_11_Post	I	174	298	2029	2752	3875	3	13	15	17
subj_60_kiggif_14_Post	I	162	310	1924	2419	3012	3	13	14	16
subj_60_kiggif_20_Post	I	167	306	1896	2372	3122	3	13	14	16
subj_60_kiggif_AF2_21	I	224	268	895	2558	4009	3	8	15	18
subj_60_kiggif_AF2_40	I	211	288	816	2642	3315	3	7	15	16
subj_60_kiggif_AF2_51	I	262	296	1074	2415	4063	3	9	14	18
subj_60_kiggif_MN1_13	I	333	560	1325	2682	3696	5	10	15	17
subj_60_kiggif_MN1_17	I	324	574	1349	2543	3757	6	10	15	17
subj_60_kiggif_MN1_41	I	362	540	1163	2994	4129	5	9	16	18
subj_60_kiggif_Pre_22	I	172	321	2014	2447	2965	3	13	14	16
subj_60_kiggif_Pre_53	I	183	343	2023	2256	2952	4	13	14	16
subj_60_piffif_25_Post	I	171	325	1758	2366	3260	3	12	14	16
subj_60_piffif_27_Post	I	171	338	1778	2530	3259	3	12	14	16
subj_60_piffif_49_Post	I	167	319	1740	2355	3172	3	12	14	16
subj_60_piffif_AF2_13	I	232	333	957	2301	3908	3	8	14	17
subj_60_piffif_AF2_4	I	215	324	1071	2295	3267	3	9	14	16
subj_60_piffif_MN1_11	I	315	491	1207	2742	3793	5	10	15	17
subj_60_piffif_MN1_23	I	311	421	1241	2481	3620	4	10	14	17
subj_60_piffif_MN1_52	I	362	452	1193	2609	3487	5	10	15	17
subj_60_piffif_Pre_1	I	167	326	1732	2370	3328	3	12	14	16
subj_60_piffif_Pre_14	I	165	317	1757	2367	3235	3	12	14	16
subj_60_piffif_Pre_24	I	164	306	1698	2468	3278	3	12	14	16
subj_60_tissif_15_Post	I	151	283	1772	2418	3151	3	12	14	16
subj_60_tissif_6_Post	I	172	330	1797	2478	3409	3	12	14	17
subj_60_tissif_7_Post	I	163	323	1788	2390	3296	3	12	14	16
subj_60_tissif_AF2_12	I	216	408	890	2601	3706	4	8	15	17
subj_60_tissif_AF2_20	I	246	291	806	2995	3843	3	7	16	17
subj_60_tissif_AF2_33	I	222	392	883	2749	3601	4	8	15	17
subj_60_tissif_MN1_2	I	318	469	1282	2525	3631	5	10	14	17
subj_60_tissif_MN1_7	I	320	526	947	3062	3709	5	8	16	17
subj_60_tissif_MN1_8	I	332	407	1338	2465	3533	4	10	14	17
subj_60_tissif_Pre_42	I	172	329	1797	2404	3274	3	12	14	16
subj_60_tissif_Pre_49	I	176	317	1743	2442	3355	3	12	14	16
subj_60_tissif_Pre_8	I	155	282	1677	2394	3228	3	12	14	16
