"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F3Hz","F4Hz","F1Bark","F2Bark","F3Bark","F4Bark","gender","BB","AF"
"1374","subj_19_tessif_Pre_33",19,"tessif","1","33","E","221",448,1781,2884,4155,5,12,15,18,"F","BB","AF"
"1375","subj_19_tessif_Pre_44",19,"tessif","1","44","E","206",475,1772,2887,4126,5,12,15,18,"F","BB","AF"
"1376","subj_1_keggif_18_Post",1,"keggif","4","18","E","164",702,2199,2330,3035,7,14,14,16,"F","NB","MN"
"1377","subj_1_keggif_24_Post",1,"keggif","4","24","E","247",723,2064,2563,3338,7,13,15,16,"F","NB","MN"
"1378","subj_1_keggif_38_Post",1,"keggif","4","38","E","245",719,2196,2734,3348,7,14,15,16,"F","NB","MN"
"1379","subj_1_keggif_MN1_21",1,"keggif","2","21","E","278",743,2180,2720,3551,7,13,15,17,"F","NB","MN"
"1380","subj_1_keggif_MN1_23",1,"keggif","2","23","E","283",759,2095,2739,3413,7,13,15,17,"F","NB","MN"
"1381","subj_1_keggif_MN1_33",1,"keggif","2","33","E","275",738,1988,2697,3583,7,13,15,17,"F","NB","MN"
"1382","subj_1_keggif_Pre_5",1,"keggif","1","5","E","246",656,2103,2694,3538,6,13,15,17,"F","NB","MN"
"1383","subj_1_keggif_Pre_6",1,"keggif","1","6","E","251",696,2029,2532,3645,7,13,14,17,"F","NB","MN"
"1384","subj_1_keggif_Pre_7",1,"keggif","1","7","E","239",591,2211,2545,4304,6,14,15,18,"F","NB","MN"
"1385","subj_1_peffif_45_Post",1,"peffif","4","45","E","236",687,1815,2698,3597,6,12,15,17,"F","NB","MN"
"1386","subj_1_peffif_47_Post",1,"peffif","4","47","E","246",701,1893,2748,3913,7,13,15,17,"F","NB","MN"
"1387","subj_1_peffif_MN1_1",1,"peffif","2","1","E","278",719,1845,2774,3807,7,12,15,17,"F","NB","MN"
"1388","subj_1_peffif_MN1_12",1,"peffif","2","12","E","282",709,1839,2754,3578,7,12,15,17,"F","NB","MN"
"1389","subj_1_peffif_MN1_36",1,"peffif","2","36","E","150",793,1871,2685,3340,7,12,15,16,"F","NB","MN"
"1390","subj_1_peffif_Pre_15",1,"peffif","1","15","E","248",659,1728,2795,4127,6,12,15,18,"F","NB","MN"
"1391","subj_1_peffif_Pre_38",1,"peffif","1","38","E","242",675,1907,2915,4227,6,13,15,18,"F","NB","MN"
"1392","subj_1_tessif_14_Post",1,"tessif","4","14","E","257",746,2129,2899,4377,7,13,15,18,"F","NB","MN"
"1393","subj_1_tessif_50_Post",1,"tessif","4","50","E","248",717,1962,2975,4079,7,13,16,18,"F","NB","MN"
"1394","subj_1_tessif_6_Post",1,"tessif","4","6","E","267",544,1939,2945,4210,5,13,16,18,"F","NB","MN"
"1395","subj_1_tessif_MN1_15",1,"tessif","2","15","E","283",753,1839,2886,3382,7,12,15,16,"F","NB","MN"
"1396","subj_1_tessif_MN1_3",1,"tessif","2","3","E","265",723,1887,2821,3486,7,13,15,17,"F","NB","MN"
"1397","subj_1_tessif_MN1_45",1,"tessif","2","45","E","286",644,1841,2825,3415,6,12,15,17,"F","NB","MN"
"1398","subj_1_tessif_Pre_10",1,"tessif","1","10","E","238",688,1941,2993,4493,6,13,16,18,"F","NB","MN"
"1399","subj_1_tessif_Pre_14",1,"tessif","1","14","E","248",682,1827,2748,4067,6,12,15,18,"F","NB","MN"
"1400","subj_1_tessif_Pre_46",1,"tessif","1","46","E","252",687,2097,3032,4513,6,13,16,18,"F","NB","MN"
"1401","subj_20_keggif_5_Post",20,"keggif","4","5","E","236",613,2116,3076,4261,6,13,16,18,"F","NB","MN"
"1402","subj_20_keggif_6_Post",20,"keggif","4","6","E","238",632,2142,3138,3842,6,13,16,17,"F","NB","MN"
"1403","subj_20_keggif_7_Post",20,"keggif","4","7","E","229",606,2108,2917,3946,6,13,15,18,"F","NB","MN"
"1404","subj_20_keggif_MN1_20",20,"keggif","2","20","E","244",686,2050,2853,3804,6,13,15,17,"F","NB","MN"
"1405","subj_20_keggif_MN1_49",20,"keggif","2","49","E","256",772,2009,2880,3668,7,13,15,17,"F","NB","MN"
"1406","subj_20_keggif_MN1_53",20,"keggif","2","53","E","265",782,2094,2948,3733,7,13,16,17,"F","NB","MN"
"1407","subj_20_keggif_Pre_1",20,"keggif","1","1","E","241",535,2200,2689,3756,5,14,15,17,"F","NB","MN"
"1408","subj_20_keggif_Pre_26",20,"keggif","1","26","E","235",536,2187,2734,3887,5,13,15,17,"F","NB","MN"
"1409","subj_20_keggif_Pre_30",20,"keggif","1","30","E","245",529,2106,2806,3655,5,13,15,17,"F","NB","MN"
"1410","subj_20_peffif_18_Post",20,"peffif","4","18","E","242",650,2065,2953,4028,6,13,16,18,"F","NB","MN"
"1411","subj_20_peffif_36_Post",20,"peffif","4","36","E","285",621,2001,3112,4152,6,13,16,18,"F","NB","MN"
"1412","subj_20_peffif_42_Post",20,"peffif","4","42","E","259",477,1990,3260,4186,5,13,16,18,"F","NB","MN"
"1413","subj_20_peffif_MN1_31",20,"peffif","2","31","E","268",825,1985,2845,4010,7,13,15,18,"F","NB","MN"
"1414","subj_20_peffif_MN1_32",20,"peffif","2","32","E","245",666,1951,2852,3933,6,13,15,18,"F","NB","MN"
"1415","subj_20_peffif_MN1_37",20,"peffif","2","37","E","276",597,2008,2980,4093,6,13,16,18,"F","NB","MN"
"1416","subj_20_peffif_Pre_15",20,"peffif","1","15","E","224",618,1999,2888,3991,6,13,15,18,"F","NB","MN"
"1417","subj_20_peffif_Pre_17",20,"peffif","1","17","E","232",627,1982,2839,4083,6,13,15,18,"F","NB","MN"
"1418","subj_20_peffif_Pre_33",20,"peffif","1","33","E","233",661,2008,2948,4026,6,13,16,18,"F","NB","MN"
"1419","subj_20_tessif_0_Post",20,"tessif","4","0","E","242",589,1972,3018,4176,6,13,16,18,"F","NB","MN"
"1420","subj_20_tessif_45_Post",20,"tessif","4","45","E","264",649,2098,3124,4391,6,13,16,18,"F","NB","MN"
"1421","subj_20_tessif_50_Post",20,"tessif","4","50","E","240",657,2082,3114,4152,6,13,16,18,"F","NB","MN"
"1422","subj_20_tessif_MN1_41",20,"tessif","2","41","E","252",624,1979,2972,4077,6,13,16,18,"F","NB","MN"
"1423","subj_20_tessif_MN1_46",20,"tessif","2","46","E","250",676,1979,2991,4034,6,13,16,18,"F","NB","MN"
"1424","subj_20_tessif_MN1_47",20,"tessif","2","47","E","267",736,1955,2911,3994,7,13,15,18,"F","NB","MN"
"1425","subj_20_tessif_Pre_12",20,"tessif","1","12","E","240",561,2036,2903,4099,5,13,15,18,"F","NB","MN"
"1426","subj_20_tessif_Pre_31",20,"tessif","1","31","E","242",602,1987,3005,4114,6,13,16,18,"F","NB","MN"
"1427","subj_20_tessif_Pre_4",20,"tessif","1","4","E","263",741,2074,3090,4188,7,13,16,18,"F","NB","MN"
"1428","subj_21_keggif_49_Post",21,"keggif","4","49","E","266",723,1994,2673,3673,7,13,15,17,"F","NB","MN"
"1429","subj_21_keggif_6_Post",21,"keggif","4","6","E","278",552,2127,2724,3716,5,13,15,17,"F","NB","MN"
"1430","subj_21_keggif_8_Post",21,"keggif","4","8","E","191",546,1966,2742,3507,5,13,15,17,"F","NB","MN"
"1431","subj_21_keggif_MN1_23",21,"keggif","2","23","E","280",718,1923,2729,3717,7,13,15,17,"F","NB","MN"
"1432","subj_21_keggif_MN1_46",21,"keggif","2","46","E","245",674,1947,2740,3700,6,13,15,17,"F","NB","MN"
"1433","subj_21_keggif_MN1_9",21,"keggif","2","9","E","283",630,1782,2734,3303,6,12,15,16,"F","NB","MN"
"1434","subj_21_keggif_Pre_36",21,"keggif","1","36","E","249",615,1928,2755,3609,6,13,15,17,"F","NB","MN"
"1435","subj_21_keggif_Pre_46",21,"keggif","1","46","E","241",629,1981,2721,3593,6,13,15,17,"F","NB","MN"
"1436","subj_21_keggif_Pre_49",21,"keggif","1","49","E","195",658,1988,2785,3592,6,13,15,17,"F","NB","MN"
"1437","subj_21_peffif_21_Post",21,"peffif","4","21","E","232",644,1892,2820,3951,6,13,15,18,"F","NB","MN"
"1438","subj_21_peffif_5_Post",21,"peffif","4","5","E","186",594,1909,2858,4155,6,13,15,18,"F","NB","MN"
"1439","subj_21_peffif_7_Post",21,"peffif","4","7","E","246",584,1834,2821,4135,6,12,15,18,"F","NB","MN"
"1440","subj_21_peffif_MN1_22",21,"peffif","2","22","E","272",765,1843,2768,3466,7,12,15,17,"F","NB","MN"
"1441","subj_21_peffif_MN1_27",21,"peffif","2","27","E","260",785,1806,2736,3932,7,12,15,17,"F","NB","MN"
"1442","subj_21_peffif_MN1_45",21,"peffif","2","45","E","281",633,1692,2811,4030,6,12,15,18,"F","NB","MN"
"1443","subj_21_peffif_Pre_22",21,"peffif","1","22","E","237",635,1895,2760,4049,6,13,15,18,"F","NB","MN"
"1444","subj_21_peffif_Pre_23",21,"peffif","1","23","E","236",588,1803,2759,3926,6,12,15,17,"F","NB","MN"
"1445","subj_21_peffif_Pre_48",21,"peffif","1","48","E","286",633,1804,2840,3851,6,12,15,17,"F","NB","MN"
"1446","subj_21_tessif_1_Post",21,"tessif","4","1","E","202",552,1821,2940,3829,5,12,16,17,"F","NB","MN"
"1447","subj_21_tessif_22_Post",21,"tessif","4","22","E","245",508,1898,2956,4089,5,13,16,18,"F","NB","MN"
"1448","subj_21_tessif_47_Post",21,"tessif","4","47","E","256",608,1800,2954,4075,6,12,16,18,"F","NB","MN"
"1449","subj_21_tessif_MN1_25",21,"tessif","2","25","E","281",589,1816,2851,3337,6,12,15,16,"F","NB","MN"
"1450","subj_21_tessif_MN1_41",21,"tessif","2","41","E","275",763,1863,2083,3187,7,12,13,16,"F","NB","MN"
"1451","subj_21_tessif_MN1_5",21,"tessif","2","5","E","288",632,1727,2884,3621,6,12,15,17,"F","NB","MN"
"1452","subj_21_tessif_Pre_37",21,"tessif","1","37","E","246",521,1949,2972,4099,5,13,16,18,"F","NB","MN"
"1453","subj_21_tessif_Pre_50",21,"tessif","1","50","E","246",484,1784,2914,3994,5,12,15,18,"F","NB","MN"
"1454","subj_21_tessif_Pre_7",21,"tessif","1","7","E","247",507,1870,2983,4036,5,12,16,18,"F","NB","MN"
"1455","subj_22_keggif_13_Post",22,"keggif","4","13","E","230",583,2154,2576,4307,6,13,15,18,"F","BB","MN"
"1456","subj_22_keggif_27_Post",22,"keggif","4","27","E","222",601,2180,2521,4268,6,13,14,18,"F","BB","MN"
"1457","subj_22_keggif_7_Post",22,"keggif","4","7","E","235",595,2136,2684,4314,6,13,15,18,"F","BB","MN"
"1458","subj_22_keggif_MN1_31",22,"keggif","2","31","E","292",738,1488,2411,3582,7,11,14,17,"F","BB","MN"
"1459","subj_22_keggif_MN1_36",22,"keggif","2","36","E","287",647,1427,2480,3661,6,11,14,17,"F","BB","MN"
"1460","subj_22_keggif_MN1_9",22,"keggif","2","9","E","282",734,1478,2731,3245,7,11,15,16,"F","BB","MN"
"1461","subj_22_keggif_Pre_12",22,"keggif","1","12","E","236",581,2231,2606,4148,6,14,15,18,"F","BB","MN"
"1462","subj_22_keggif_Pre_13",22,"keggif","1","13","E","234",629,2126,2690,4260,6,13,15,18,"F","BB","MN"
"1463","subj_22_keggif_Pre_40",22,"keggif","1","40","E","231",560,2298,2764,4172,5,14,15,18,"F","BB","MN"
"1464","subj_22_peffif_34_Post",22,"peffif","4","34","E","216",598,2024,3080,4273,6,13,16,18,"F","BB","MN"
"1465","subj_22_peffif_45_Post",22,"peffif","4","45","E","214",607,1934,2995,4229,6,13,16,18,"F","BB","MN"
"1466","subj_22_peffif_50_Post",22,"peffif","4","50","E","225",628,2006,2965,4186,6,13,16,18,"F","BB","MN"
"1467","subj_22_peffif_MN1_10",22,"peffif","2","10","E","267",671,1535,2694,3559,6,11,15,17,"F","BB","MN"
"1468","subj_22_peffif_MN1_38",22,"peffif","2","38","E","287",620,1499,2485,3713,6,11,14,17,"F","BB","MN"
"1469","subj_22_peffif_MN1_51",22,"peffif","2","51","E","268",389,1348,2347,3750,4,10,14,17,"F","BB","MN"
"1470","subj_22_peffif_Pre_16",22,"peffif","1","16","E","239",619,1993,3086,4301,6,13,16,18,"F","BB","MN"
"1471","subj_22_peffif_Pre_46",22,"peffif","1","46","E","230",621,2043,3036,4303,6,13,16,18,"F","BB","MN"
"1472","subj_22_tessif_12_Post",22,"tessif","4","12","E","230",627,2060,3222,4394,6,13,16,18,"F","BB","MN"
"1473","subj_22_tessif_20_Post",22,"tessif","4","20","E","218",582,2116,3196,4550,6,13,16,19,"F","BB","MN"
"1474","subj_22_tessif_44_Post",22,"tessif","4","44","E","220",493,2022,3195,4138,5,13,16,18,"F","BB","MN"
"1475","subj_22_tessif_MN1_21",22,"tessif","2","21","E","274",704,1379,2504,3599,7,10,14,17,"F","BB","MN"
"1476","subj_22_tessif_MN1_50",22,"tessif","2","50","E","283",667,1433,2376,3648,6,11,14,17,"F","BB","MN"
"1477","subj_22_tessif_Pre_26",22,"tessif","1","26","E","244",634,2051,3088,3311,6,13,16,16,"F","BB","MN"
"1478","subj_22_tessif_Pre_49",22,"tessif","1","49","E","226",549,2037,3239,4055,5,13,16,18,"F","BB","MN"
"1479","subj_22_tessif_Pre_6",22,"tessif","1","6","E","233",445,2314,3143,4411,4,14,16,18,"F","BB","MN"
"1480","subj_23_keggif_45_Post",23,"keggif","4","45","E","284",797,1937,2439,3775,7,13,14,17,"F","NB","MN"
"1481","subj_23_keggif_51_Post",23,"keggif","4","51","E","285",797,1784,2015,3441,7,12,13,17,"F","NB","MN"
"1482","subj_23_keggif_7_Post",23,"keggif","4","7","E","303",788,2102,2448,3394,7,13,14,16,"F","NB","MN"
"1483","subj_23_keggif_MN1_20",23,"keggif","2","20","E","350",1027,1999,2774,3968,9,13,15,17,"F","NB","MN"
"1484","subj_23_keggif_MN1_40",23,"keggif","2","40","E","366",1060,2209,2456,3892,9,14,14,17,"F","NB","MN"
"1485","subj_23_keggif_MN1_41",23,"keggif","2","41","E","343",1022,2042,2690,3906,9,13,15,17,"F","NB","MN"
"1486","subj_23_keggif_Pre_34",23,"keggif","1","34","E","285",835,1618,2401,3027,7,11,14,16,"F","NB","MN"
"1487","subj_23_keggif_Pre_35",23,"keggif","1","35","E","272",871,2293,2863,3102,8,14,15,16,"F","NB","MN"
"1488","subj_23_keggif_Pre_43",23,"keggif","1","43","E","278",831,1987,2897,4222,7,13,15,18,"F","NB","MN"
"1489","subj_23_peffif_1_Post",23,"peffif","4","1","E","293",750,1617,2561,4095,7,11,15,18,"F","NB","MN"
"1490","subj_23_peffif_48_Post",23,"peffif","4","48","E","289",806,1934,2611,3981,7,13,15,18,"F","NB","MN"
"1491","subj_23_peffif_53_Post",23,"peffif","4","53","E","282",771,1891,1959,3778,7,13,13,17,"F","NB","MN"
"1492","subj_23_peffif_MN1_16",23,"peffif","2","16","E","359",1106,1840,2411,3849,9,12,14,17,"F","NB","MN"
"1493","subj_23_peffif_MN1_38",23,"peffif","2","38","E","363",1010,1797,2480,3937,9,12,14,18,"F","NB","MN"
"1494","subj_23_peffif_MN1_7",23,"peffif","2","7","E","325",912,1671,2598,3942,8,12,15,18,"F","NB","MN"
"1495","subj_23_peffif_Pre_16",23,"peffif","1","16","E","276",837,1805,2772,4246,7,12,15,18,"F","NB","MN"
"1496","subj_23_peffif_Pre_18",23,"peffif","1","18","E","244",808,1791,2505,3973,7,12,14,18,"F","NB","MN"
"1497","subj_23_peffif_Pre_4",23,"peffif","1","4","E","264",661,1434,2527,3835,6,11,14,17,"F","NB","MN"
"1498","subj_23_tessif_11_Post",23,"tessif","4","11","E","297",863,1926,2850,4288,8,13,15,18,"F","NB","MN"
"1499","subj_23_tessif_35_Post",23,"tessif","4","35","E","303",834,2023,2699,4116,7,13,15,18,"F","NB","MN"
"1500","subj_23_tessif_40_Post",23,"tessif","4","40","E","285",793,1831,2980,4051,7,12,16,18,"F","NB","MN"
"1501","subj_23_tessif_MN1_33",23,"tessif","2","33","E","342",1024,1984,3044,4245,9,13,16,18,"F","NB","MN"
"1502","subj_23_tessif_MN1_43",23,"tessif","2","43","E","364",1046,2003,2998,4240,9,13,16,18,"F","NB","MN"
"1503","subj_23_tessif_MN1_49",23,"tessif","2","49","E","359",1059,2118,3137,4198,9,13,16,18,"F","NB","MN"
"1504","subj_23_tessif_Pre_10",23,"tessif","1","10","E","268",876,1781,2893,4183,8,12,15,18,"F","NB","MN"
"1505","subj_23_tessif_Pre_2",23,"tessif","1","2","E","266",1028,2302,2645,4130,9,14,15,18,"F","NB","MN"
"1506","subj_23_tessif_Pre_3",23,"tessif","1","3","E","256",611,1427,2619,3954,6,11,15,18,"F","NB","MN"
"1507","subj_26_keggif_15_Post",26,"keggif","4","15","E","259",660,2090,2449,4086,6,13,14,18,"F","NB","AF"
"1508","subj_26_keggif_41_Post",26,"keggif","4","41","E","287",717,2059,2621,4075,7,13,15,18,"F","NB","AF"
"1509","subj_26_keggif_46_Post",26,"keggif","4","46","E","265",691,1845,2182,4190,6,12,13,18,"F","NB","AF"
"1510","subj_26_keggif_AF2_34",26,"keggif","2","34","E","259",713,1801,2423,4214,7,12,14,18,"F","NB","AF"
"1511","subj_26_keggif_AF2_41",26,"keggif","2","41","E","274",852,2075,2467,3553,8,13,14,17,"F","NB","AF"
"1512","subj_26_keggif_AF2_52",26,"keggif","2","52","E","267",854,2024,2274,4077,8,13,14,18,"F","NB","AF"
"1513","subj_26_keggif_Pre_17",26,"keggif","1","17","E","252",631,2001,2326,3901,6,13,14,17,"F","NB","AF"
"1514","subj_26_keggif_Pre_20",26,"keggif","1","20","E","247",653,1933,2626,4098,6,13,15,18,"F","NB","AF"
"1515","subj_26_keggif_Pre_45",26,"keggif","1","45","E","252",642,1989,2167,4040,6,13,13,18,"F","NB","AF"
"1516","subj_26_peffif_11_Post",26,"peffif","4","11","E","277",819,1501,2713,3856,7,11,15,17,"F","NB","AF"
"1517","subj_26_peffif_48_Post",26,"peffif","4","48","E","270",783,1755,2699,4016,7,12,15,18,"F","NB","AF"
"1518","subj_26_peffif_5_Post",26,"peffif","4","5","E","274",761,1668,2706,4026,7,12,15,18,"F","NB","AF"
"1519","subj_26_peffif_AF2_19",26,"peffif","2","19","E","260",589,1645,2700,3952,6,12,15,18,"F","NB","AF"
"1520","subj_26_peffif_AF2_24",26,"peffif","2","24","E","261",778,1627,2599,3941,7,12,15,18,"F","NB","AF"
"1521","subj_26_peffif_AF2_6",26,"peffif","2","6","E","270",711,1656,2681,4026,7,12,15,18,"F","NB","AF"
"1522","subj_26_peffif_Pre_29",26,"peffif","1","29","E","244",724,1664,2645,4075,7,12,15,18,"F","NB","AF"
"1523","subj_26_peffif_Pre_41",26,"peffif","1","41","E","257",757,1652,2644,4162,7,12,15,18,"F","NB","AF"
"1524","subj_26_peffif_Pre_47",26,"peffif","1","47","E","248",656,1891,2754,4184,6,13,15,18,"F","NB","AF"
"1525","subj_26_tessif_10_Post",26,"tessif","4","10","E","283",659,1921,3271,4469,6,13,16,18,"F","NB","AF"
"1526","subj_26_tessif_38_Post",26,"tessif","4","38","E","288",744,1793,2766,4070,7,12,15,18,"F","NB","AF"
"1527","subj_26_tessif_9_Post",26,"tessif","4","9","E","269",676,1683,2982,4286,6,12,16,18,"F","NB","AF"
"1528","subj_26_tessif_AF2_13",26,"tessif","2","13","E","258",708,1625,2724,4124,7,12,15,18,"F","NB","AF"
"1529","subj_26_tessif_AF2_28",26,"tessif","2","28","E","189",777,1675,2768,3734,7,12,15,17,"F","NB","AF"
"1530","subj_26_tessif_AF2_44",26,"tessif","2","44","E","273",904,1544,2754,3816,8,11,15,17,"F","NB","AF"
"1531","subj_26_tessif_Pre_25",26,"tessif","1","25","E","245",709,1736,2944,4268,7,12,16,18,"F","NB","AF"
"1532","subj_26_tessif_Pre_27",26,"tessif","1","27","E","251",655,1691,2832,3780,6,12,15,17,"F","NB","AF"
"1533","subj_26_tessif_Pre_42",26,"tessif","1","42","E","255",691,1754,2882,4128,6,12,15,18,"F","NB","AF"
"1534","subj_27_keggif_0_Post",27,"keggif","4","0","E","262",576,2068,2631,3737,6,13,15,17,"F","NB","MN"
"1535","subj_27_keggif_45_Post",27,"keggif","4","45","E","237",632,1891,2688,3786,6,13,15,17,"F","NB","MN"
"1536","subj_27_keggif_MN1_29",27,"keggif","2","29","E","273",772,2066,2662,3412,7,13,15,17,"F","NB","MN"
"1537","subj_27_keggif_MN1_42",27,"keggif","2","42","E","250",651,1980,2819,3770,6,13,15,17,"F","NB","MN"
"1538","subj_27_keggif_MN1_46",27,"keggif","2","46","E","268",753,2052,2666,3674,7,13,15,17,"F","NB","MN"
"1539","subj_27_keggif_Pre_24",27,"keggif","1","24","E","259",522,2009,2517,3677,5,13,14,17,"F","NB","MN"
"1540","subj_27_keggif_Pre_37",27,"keggif","1","37","E","263",564,2053,2495,3662,5,13,14,17,"F","NB","MN"
"1541","subj_27_keggif_Pre_42",27,"keggif","1","42","E","259",666,2000,2624,3613,6,13,15,17,"F","NB","MN"
"1542","subj_27_peffif_21_Post",27,"peffif","4","21","E","265",598,1644,2630,3401,6,12,15,16,"F","NB","MN"
"1543","subj_27_peffif_2_Post",27,"peffif","4","2","E","259",587,1725,2602,3458,6,12,15,17,"F","NB","MN"
"1544","subj_27_peffif_MN1_19",27,"peffif","2","19","E","293",829,1756,2628,3297,7,12,15,16,"F","NB","MN"
"1545","subj_27_peffif_MN1_31",27,"peffif","2","31","E","302",870,1759,2720,3556,8,12,15,17,"F","NB","MN"
"1546","subj_27_peffif_MN1_38",27,"peffif","2","38","E","282",1115,1825,2917,3600,9,12,15,17,"F","NB","MN"
"1547","subj_27_peffif_Pre_31",27,"peffif","1","31","E","262",564,1664,2606,3703,5,12,15,17,"F","NB","MN"
"1548","subj_27_peffif_Pre_45",27,"peffif","1","45","E","277",665,1772,2734,3556,6,12,15,17,"F","NB","MN"
"1549","subj_27_peffif_Pre_52",27,"peffif","1","52","E","278",691,1890,2809,3838,6,13,15,17,"F","NB","MN"
"1550","subj_27_tessif_13_Post",27,"tessif","4","13","E","257",574,1831,2809,3810,6,12,15,17,"F","NB","MN"
"1551","subj_27_tessif_22_Post",27,"tessif","4","22","E","257",570,1879,2921,3888,6,12,15,17,"F","NB","MN"
"1552","subj_27_tessif_4_Post",27,"tessif","4","4","E","260",481,1831,2828,3963,5,12,15,18,"F","NB","MN"
"1553","subj_27_tessif_MN1_21",27,"tessif","2","21","E","265",735,1888,2643,3148,7,13,15,16,"F","NB","MN"
"1554","subj_27_tessif_MN1_41",27,"tessif","2","41","E","268",553,1885,2870,3718,5,13,15,17,"F","NB","MN"
"1555","subj_27_tessif_MN1_45",27,"tessif","2","45","E","281",680,1921,2775,3501,6,13,15,17,"F","NB","MN"
"1556","subj_27_tessif_Pre_17",27,"tessif","1","17","E","253",495,1974,2885,3865,5,13,15,17,"F","NB","MN"
"1557","subj_27_tessif_Pre_32",27,"tessif","1","32","E","259",532,1833,2709,3607,5,12,15,17,"F","NB","MN"
"1558","subj_27_tessif_Pre_39",27,"tessif","1","39","E","262",558,2038,2988,4180,5,13,16,18,"F","NB","MN"
"1559","subj_28_keggif_13_Post",28,"keggif","4","13","E","220",288,1687,2593,3779,3,12,15,17,"F","BB","MN"
"1560","subj_28_keggif_14_Post",28,"keggif","4","14","E","203",412,2072,2582,3681,4,13,15,17,"F","BB","MN"
"1561","subj_28_keggif_5_Post",28,"keggif","4","5","E","191",453,1901,2577,3778,5,13,15,17,"F","BB","MN"
"1562","subj_28_keggif_MN1_30",28,"keggif","2","30","E","262",575,1237,2456,3464,6,10,14,17,"F","BB","MN"
"1563","subj_28_keggif_MN1_34",28,"keggif","2","34","E","285",674,1213,2393,3405,6,10,14,16,"F","BB","MN"
"1564","subj_28_keggif_MN1_38",28,"keggif","2","38","E","267",1099,1265,2515,3625,9,10,14,17,"F","BB","MN"
"1565","subj_28_keggif_Pre_1",28,"keggif","1","1","E","195",542,2517,2909,4241,5,14,15,18,"F","BB","MN"
"1566","subj_28_keggif_Pre_21",28,"keggif","1","21","E","188",451,2438,3104,4236,5,14,16,18,"F","BB","MN"
"1567","subj_28_keggif_Pre_52",28,"keggif","1","52","E","182",309,2029,2552,4093,3,13,15,18,"F","BB","MN"
"1568","subj_28_peffif_12_Post",28,"peffif","4","12","E","190",561,1755,2868,4219,5,12,15,18,"F","BB","MN"
"1569","subj_28_peffif_4_Post",28,"peffif","4","4","E","192",484,1532,2589,4064,5,11,15,18,"F","BB","MN"
"1570","subj_28_peffif_51_Post",28,"peffif","4","51","E","217",501,1605,2724,4082,5,11,15,18,"F","BB","MN"
"1571","subj_28_peffif_MN1_22",28,"peffif","2","22","E","258",544,1274,2518,3670,5,10,14,17,"F","BB","MN"
"1572","subj_28_peffif_MN1_29",28,"peffif","2","29","E","276",562,1151,2462,3624,5,9,14,17,"F","BB","MN"
"1573","subj_28_peffif_MN1_33",28,"peffif","2","33","E","264",591,1214,2280,3347,6,10,14,16,"F","BB","MN"
"1574","subj_28_peffif_Pre_23",28,"peffif","1","23","E","189",458,1895,2520,4137,5,12,14,18,"F","BB","MN"
"1575","subj_28_peffif_Pre_33",28,"peffif","1","33","E","203",563,2125,2840,4321,5,13,15,18,"F","BB","MN"
"1576","subj_28_peffif_Pre_46",28,"peffif","1","46","E","208",535,1583,2650,4018,5,11,15,18,"F","BB","MN"
"1577","subj_28_tessif_38_Post",28,"tessif","4","38","E","178",420,1822,2802,4306,4,12,15,18,"F","BB","MN"
"1578","subj_28_tessif_45_Post",28,"tessif","4","45","E","217",496,1711,2802,4565,5,12,15,19,"F","BB","MN"
"1579","subj_28_tessif_8_Post",28,"tessif","4","8","E","187",348,1497,2664,4209,4,11,15,18,"F","BB","MN"
"1580","subj_28_tessif_MN1_1",28,"tessif","2","1","E","240",706,1511,2407,3046,7,11,14,16,"F","BB","MN"
"1581","subj_28_tessif_MN1_46",28,"tessif","2","46","E","265",607,1309,2226,3346,6,10,14,16,"F","BB","MN"
"1582","subj_28_tessif_MN1_47",28,"tessif","2","47","E","256",628,1392,2565,3687,6,11,15,17,"F","BB","MN"
"1583","subj_28_tessif_Pre_16",28,"tessif","1","16","E","191",469,1911,2829,4417,5,13,15,18,"F","BB","MN"
"1584","subj_28_tessif_Pre_45",28,"tessif","1","45","E","206",487,2129,2908,4426,5,13,15,18,"F","BB","MN"
"1585","subj_28_tessif_Pre_9",28,"tessif","1","9","E","193",550,2272,2978,4567,5,14,16,19,"F","BB","MN"
"1586","subj_30_keggif_16_Post",30,"keggif","4","16","E","249",563,2012,2670,3664,5,13,15,17,"F","NB","AF"
"1587","subj_30_keggif_46_Post",30,"keggif","4","46","E","267",578,1830,2721,3203,6,12,15,16,"F","NB","AF"
"1588","subj_30_keggif_6_Post",30,"keggif","4","6","E","247",640,1934,2771,3298,6,13,15,16,"F","NB","AF"
"1589","subj_30_keggif_AF2_18",30,"keggif","2","18","E","249",579,1970,2593,3134,6,13,15,16,"F","NB","AF"
"1590","subj_30_keggif_AF2_42",30,"keggif","2","42","E","268",626,1843,2643,3153,6,12,15,16,"F","NB","AF"
"1591","subj_30_keggif_AF2_6",30,"keggif","2","6","E","257",563,2051,2536,3221,5,13,14,16,"F","NB","AF"
"1592","subj_30_keggif_Pre_16",30,"keggif","1","16","E","259",641,1996,2856,3383,6,13,15,16,"F","NB","AF"
"1593","subj_30_keggif_Pre_20",30,"keggif","1","20","E","233",616,1931,2680,3124,6,13,15,16,"F","NB","AF"
"1594","subj_30_keggif_Pre_8",30,"keggif","1","8","E","232",549,2089,2840,3238,5,13,15,16,"F","NB","AF"
