"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F3Hz","F4Hz","F1Bark","F2Bark","F3Bark","F4Bark","gender","BB","AF"
"741","subj_47_kiggif_MN1_42",47,"kiggif","2","42","I","238",415,2381,2836,4073,4,14,15,18,"F","NB","MN"
"742","subj_47_kiggif_Pre_31",47,"kiggif","1","31","I","221",418,2525,3049,4125,4,14,16,18,"F","NB","MN"
"743","subj_47_kiggif_Pre_48",47,"kiggif","1","48","I","216",367,2602,3122,4115,4,15,16,18,"F","NB","MN"
"744","subj_47_kiggif_Pre_8",47,"kiggif","1","8","I","215",420,2371,2914,4115,4,14,15,18,"F","NB","MN"
"745","subj_47_piffif_13_Post",47,"piffif","4","13","I","212",415,2086,2962,4269,4,13,16,18,"F","NB","MN"
"746","subj_47_piffif_1_Post",47,"piffif","4","1","I","222",434,2176,3033,4311,4,13,16,18,"F","NB","MN"
"747","subj_47_piffif_50_Post",47,"piffif","4","50","I","206",420,2007,3032,4317,4,13,16,18,"F","NB","MN"
"748","subj_47_piffif_MN1_14",47,"piffif","2","14","I","220",439,1915,2831,4074,4,13,15,18,"F","NB","MN"
"749","subj_47_piffif_MN1_30",47,"piffif","2","30","I","220",432,1975,2955,4265,4,13,16,18,"F","NB","MN"
"750","subj_47_piffif_MN1_46",47,"piffif","2","46","I","230",446,2114,2778,4212,4,13,15,18,"F","NB","MN"
"751","subj_47_piffif_Pre_10",47,"piffif","1","10","I","207",404,2213,2931,4155,4,14,15,18,"F","NB","MN"
"752","subj_47_piffif_Pre_25",47,"piffif","1","25","I","205",410,2004,2858,4121,4,13,15,18,"F","NB","MN"
"753","subj_47_piffif_Pre_26",47,"piffif","1","26","I","196",449,2135,2945,4453,5,13,16,18,"F","NB","MN"
"754","subj_47_tissif_24_Post",47,"tissif","4","24","I","225",442,2024,2969,4180,4,13,16,18,"F","NB","MN"
"755","subj_47_tissif_35_Post",47,"tissif","4","35","I","221",388,1974,3238,4375,4,13,16,18,"F","NB","MN"
"756","subj_47_tissif_46_Post",47,"tissif","4","46","I","194",351,2174,3078,4302,4,13,16,18,"F","NB","MN"
"757","subj_47_tissif_MN1_20",47,"tissif","2","20","I","171",791,1966,2858,4141,7,12,15,18,"F","NB","MN"
"758","subj_47_tissif_MN1_32",47,"tissif","2","32","I","257",444,2037,2930,4095,4,13,15,18,"F","NB","MN"
"759","subj_47_tissif_MN1_33",47,"tissif","2","33","I","228",437,1935,2903,4270,4,13,15,18,"F","NB","MN"
"760","subj_47_tissif_Pre_16",47,"tissif","1","16","I","228",430,2096,3129,4297,4,13,16,18,"F","NB","MN"
"761","subj_47_tissif_Pre_40",47,"tissif","1","40","I","215",419,2075,2869,4318,4,13,15,18,"F","NB","MN"
"762","subj_47_tissif_Pre_45",47,"tissif","1","45","I","214",417,2062,3008,4238,4,13,16,18,"F","NB","MN"
"763","subj_48_kiggif_10_Post",48,"kiggif","4","10","I","274",374,2401,2922,4013,4,14,15,18,"F","BB","AF"
"764","subj_48_kiggif_21_Post",48,"kiggif","4","21","I","203",434,2412,3030,4040,4,14,16,18,"F","BB","AF"
"765","subj_48_kiggif_41_Post",48,"kiggif","4","41","I","210",421,2317,2794,3746,4,14,15,17,"F","BB","AF"
"766","subj_48_kiggif_AF2_12",48,"kiggif","2","12","I","283",506,1694,2603,3630,5,12,15,17,"F","BB","AF"
"767","subj_48_kiggif_AF2_49",48,"kiggif","2","49","I","266",466,1604,2560,3465,5,11,15,17,"F","BB","AF"
"768","subj_48_kiggif_AF2_53",48,"kiggif","2","53","I","274",552,1596,2008,3074,5,11,13,16,"F","BB","AF"
"769","subj_48_kiggif_Pre_12",48,"kiggif","1","12","I","235",444,2320,2905,3924,4,14,15,17,"F","BB","AF"
"770","subj_48_kiggif_Pre_2",48,"kiggif","1","2","I","224",398,2336,2792,4008,4,14,15,18,"F","BB","AF"
"771","subj_48_kiggif_Pre_38",48,"kiggif","1","38","I","260",437,2279,2844,3832,4,14,15,17,"F","BB","AF"
"772","subj_48_piffif_18_Post",48,"piffif","4","18","I","207",427,2107,2826,4135,4,13,15,18,"F","BB","AF"
"773","subj_48_piffif_25_Post",48,"piffif","4","25","I","104",441,2273,2928,4091,4,14,15,18,"F","BB","AF"
"774","subj_48_piffif_30_Post",48,"piffif","4","30","I","231",407,2063,2941,4014,4,13,16,18,"F","BB","AF"
"775","subj_48_piffif_AF2_2",48,"piffif","2","2","I","268",371,1508,2115,3195,4,11,13,16,"F","BB","AF"
"776","subj_48_piffif_AF2_43",48,"piffif","2","43","I","243",479,1657,2562,3736,5,12,14,17,"F","BB","AF"
"777","subj_48_piffif_AF2_52",48,"piffif","2","52","I","265",608,1792,3191,3950,6,12,16,18,"F","BB","AF"
"778","subj_48_piffif_Pre_10",48,"piffif","1","10","I","251",490,2104,2835,3948,5,13,15,18,"F","BB","AF"
"779","subj_48_piffif_Pre_51",48,"piffif","1","51","I","226",443,2068,2898,4025,4,13,15,18,"F","BB","AF"
"780","subj_48_tissif_22_Post",48,"tissif","4","22","I","240",451,2137,2890,4257,5,13,15,18,"F","BB","AF"
"781","subj_48_tissif_43_Post",48,"tissif","4","43","I","229",423,2164,2955,4387,4,13,16,18,"F","BB","AF"
"782","subj_48_tissif_7_Post",48,"tissif","4","7","I","239",438,2157,2982,4339,4,13,16,18,"F","BB","AF"
"783","subj_48_tissif_AF2_1",48,"tissif","2","1","I","242",442,1349,2297,3708,4,10,14,17,"F","BB","AF"
"784","subj_48_tissif_AF2_4",48,"tissif","2","4","I","285",530,1666,2845,3744,5,12,15,17,"F","BB","AF"
"785","subj_48_tissif_AF2_41",48,"tissif","2","41","I","253",471,1742,2713,2874,5,12,15,15,"F","BB","AF"
"786","subj_48_tissif_Pre_31",48,"tissif","1","31","I","227",423,2139,2738,4161,4,13,15,18,"F","BB","AF"
"787","subj_48_tissif_Pre_40",48,"tissif","1","40","I","226",419,2052,2917,4185,4,13,15,18,"F","BB","AF"
"788","subj_48_tissif_Pre_43",48,"tissif","1","43","I","231",435,2075,3006,4137,4,13,16,18,"F","BB","AF"
"789","subj_49_kiggif_17_Post",49,"kiggif","4","17","I","233",453,2452,2927,3795,5,14,15,17,"F","NB","MN"
"790","subj_49_kiggif_26_Post",49,"kiggif","4","26","I","210",354,2702,3226,3971,4,15,16,18,"F","NB","MN"
"791","subj_49_kiggif_44_Post",49,"kiggif","4","44","I","198",562,2092,2550,3756,5,13,15,17,"F","NB","MN"
"792","subj_49_kiggif_MN1_21",49,"kiggif","2","21","I","272",306,2450,2767,3883,3,14,15,17,"F","NB","MN"
"793","subj_49_kiggif_MN1_34",49,"kiggif","2","34","I","245",445,2427,2870,3746,4,14,15,17,"F","NB","MN"
"794","subj_49_kiggif_MN1_41",49,"kiggif","2","41","I","263",310,2391,2888,3792,3,14,15,17,"F","NB","MN"
"795","subj_49_kiggif_Pre_39",49,"kiggif","1","39","I","209",434,2279,2774,3798,4,14,15,17,"F","NB","MN"
"796","subj_49_kiggif_Pre_52",49,"kiggif","1","52","I","209",366,2543,2872,3784,4,15,15,17,"F","NB","MN"
"797","subj_49_kiggif_Pre_53",49,"kiggif","1","53","I","221",370,2483,2876,3466,4,14,15,17,"F","NB","MN"
"798","subj_49_piffif_41_Post",49,"piffif","4","41","I","204",472,1909,2606,4236,5,13,15,18,"F","NB","MN"
"799","subj_49_piffif_50_Post",49,"piffif","4","50","I","212",427,1889,2445,3794,4,13,14,17,"F","NB","MN"
"800","subj_49_piffif_6_Post",49,"piffif","4","6","I","215",435,1940,2622,3941,4,13,15,18,"F","NB","MN"
"801","subj_49_piffif_MN1_1",49,"piffif","2","1","I","250",526,1991,2773,3902,5,13,15,17,"F","NB","MN"
"802","subj_49_piffif_MN1_10",49,"piffif","2","10","I","245",537,1964,2715,3892,5,13,15,17,"F","NB","MN"
"803","subj_49_piffif_MN1_29",49,"piffif","2","29","I","224",519,1900,2634,3823,5,13,15,17,"F","NB","MN"
"804","subj_49_piffif_Pre_36",49,"piffif","1","36","I","210",473,1978,2634,3893,5,13,15,17,"F","NB","MN"
"805","subj_49_piffif_Pre_4",49,"piffif","1","4","I","240",485,1922,2596,3750,5,13,15,17,"F","NB","MN"
"806","subj_49_piffif_Pre_5",49,"piffif","1","5","I","221",475,1948,2632,3731,5,13,15,17,"F","NB","MN"
"807","subj_49_tissif_18_Post",49,"tissif","4","18","I","206",421,1948,2790,3828,4,13,15,17,"F","NB","MN"
"808","subj_49_tissif_1_Post",49,"tissif","4","1","I","247",490,1961,2756,3957,5,13,15,18,"F","NB","MN"
"809","subj_49_tissif_27_Post",49,"tissif","4","27","I","191",446,1913,2838,4204,4,13,15,18,"F","NB","MN"
"810","subj_49_tissif_MN1_31",49,"tissif","2","31","I","223",500,1943,2866,3958,5,13,15,18,"F","NB","MN"
"811","subj_49_tissif_MN1_33",49,"tissif","2","33","I","246",415,2314,2748,3865,4,14,15,17,"F","NB","MN"
"812","subj_49_tissif_MN1_9",49,"tissif","2","9","I","244",491,2017,2913,4135,5,13,15,18,"F","NB","MN"
"813","subj_49_tissif_Pre_24",49,"tissif","1","24","I","180",693,1828,2796,3891,6,12,15,17,"F","NB","MN"
"814","subj_49_tissif_Pre_47",49,"tissif","1","47","I","200",453,1992,2798,3943,5,13,15,18,"F","NB","MN"
"815","subj_49_tissif_Pre_7",49,"tissif","1","7","I","234",464,1872,2827,3991,5,12,15,18,"F","NB","MN"
"816","subj_4_kiggif_14_Post",4,"kiggif","4","14","I","245",464,2079,2833,3664,5,13,15,17,"F","BB","MN"
"817","subj_4_kiggif_17_Post",4,"kiggif","4","17","I","243",467,2045,2697,3666,5,13,15,17,"F","BB","MN"
"818","subj_4_kiggif_44_Post",4,"kiggif","4","44","I","244",477,2135,2714,3725,5,13,15,17,"F","BB","MN"
"819","subj_4_kiggif_MN1_22",4,"kiggif","2","22","I","249",502,1590,2450,3606,5,11,14,17,"F","BB","MN"
"820","subj_4_kiggif_MN1_29",4,"kiggif","2","29","I","243",550,1558,2600,3669,5,11,15,17,"F","BB","MN"
"821","subj_4_kiggif_MN1_38",4,"kiggif","2","38","I","235",490,1832,2945,3682,5,12,16,17,"F","BB","MN"
"822","subj_4_kiggif_Pre_16",4,"kiggif","1","16","I","233",459,2081,2789,3409,5,13,15,17,"F","BB","MN"
"823","subj_4_kiggif_Pre_2",4,"kiggif","1","2","I","255",460,2075,2483,3572,5,13,14,17,"F","BB","MN"
"824","subj_4_kiggif_Pre_27",4,"kiggif","1","27","I","239",472,2131,2757,3536,5,13,15,17,"F","BB","MN"
"825","subj_4_piffif_21_Post",4,"piffif","4","21","I","246",489,1835,2727,3776,5,12,15,17,"F","BB","MN"
"826","subj_4_piffif_38_Post",4,"piffif","4","38","I","241",478,1806,2752,3806,5,12,15,17,"F","BB","MN"
"827","subj_4_piffif_43_Post",4,"piffif","4","43","I","237",470,1800,2628,3787,5,12,15,17,"F","BB","MN"
"828","subj_4_piffif_MN1_24",4,"piffif","2","24","I","247",555,1505,2581,3651,5,11,15,17,"F","BB","MN"
"829","subj_4_piffif_MN1_47",4,"piffif","2","47","I","242",491,1482,2697,3616,5,11,15,17,"F","BB","MN"
"830","subj_4_piffif_MN1_9",4,"piffif","2","9","I","247",525,1616,2527,3570,5,11,14,17,"F","BB","MN"
"831","subj_4_piffif_Pre_18",4,"piffif","1","18","I","234",465,1932,2669,3525,5,13,15,17,"F","BB","MN"
"832","subj_4_piffif_Pre_25",4,"piffif","1","25","I","229",457,1829,2625,3485,5,12,15,17,"F","BB","MN"
"833","subj_4_piffif_Pre_44",4,"piffif","1","44","I","237",466,1933,2612,3752,5,13,15,17,"F","BB","MN"
"834","subj_4_tissif_29_Post",4,"tissif","4","29","I","249",491,1945,2823,3938,5,13,15,18,"F","BB","MN"
"835","subj_4_tissif_3_Post",4,"tissif","4","3","I","247",481,1920,2720,3898,5,13,15,17,"F","BB","MN"
"836","subj_4_tissif_MN1_3",4,"tissif","2","3","I","241",476,1575,2671,3677,5,11,15,17,"F","BB","MN"
"837","subj_4_tissif_MN1_41",4,"tissif","2","41","I","239",497,1542,2740,3638,5,11,15,17,"F","BB","MN"
"838","subj_4_tissif_MN1_45",4,"tissif","2","45","I","239",534,1524,2591,3101,5,11,15,16,"F","BB","MN"
"839","subj_4_tissif_Pre_15",4,"tissif","1","15","I","243",477,1948,2798,3623,5,13,15,17,"F","BB","MN"
"840","subj_4_tissif_Pre_19",4,"tissif","1","19","I","239",469,1898,2761,3644,5,13,15,17,"F","BB","MN"
"841","subj_4_tissif_Pre_7",4,"tissif","1","7","I","232",459,1907,2742,3799,5,13,15,17,"F","BB","MN"
"842","subj_50_kiggif_38_Post",50,"kiggif","4","38","I","220",339,2477,3085,3846,4,14,16,17,"F","NB","AF"
"843","subj_50_kiggif_3_Post",50,"kiggif","4","3","I","231",361,2361,2957,3920,4,14,16,17,"F","NB","AF"
"844","subj_50_kiggif_40_Post",50,"kiggif","4","40","I","220",323,2429,3211,3839,3,14,16,17,"F","NB","AF"
"845","subj_50_kiggif_AF2_35",50,"kiggif","2","35","I","211",374,2698,2968,3842,4,15,16,17,"F","NB","AF"
"846","subj_50_kiggif_AF2_36",50,"kiggif","2","36","I","219",329,2512,3222,3871,3,14,16,17,"F","NB","AF"
"847","subj_50_kiggif_AF2_39",50,"kiggif","2","39","I","230",331,2705,3079,3930,3,15,16,17,"F","NB","AF"
"848","subj_50_kiggif_Pre_1",50,"kiggif","1","1","I","209",339,2585,3458,4193,4,15,17,18,"F","NB","AF"
"849","subj_50_kiggif_Pre_45",50,"kiggif","1","45","I","221",284,2351,2936,3868,3,14,15,17,"F","NB","AF"
"850","subj_50_kiggif_Pre_46",50,"kiggif","1","46","I","235",373,2439,3288,3911,4,14,16,17,"F","NB","AF"
"851","subj_50_piffif_20_Post",50,"piffif","4","20","I","244",397,2233,2847,3863,4,14,15,17,"F","NB","AF"
"852","subj_50_piffif_42_Post",50,"piffif","4","42","I","217",269,2359,3389,3881,3,14,16,17,"F","NB","AF"
"853","subj_50_piffif_44_Post",50,"piffif","4","44","I","219",286,2432,3039,3858,3,14,16,17,"F","NB","AF"
"854","subj_50_piffif_AF2_11",50,"piffif","2","11","I","228",436,1870,2866,3859,4,12,15,17,"F","NB","AF"
"855","subj_50_piffif_AF2_29",50,"piffif","2","29","I","214",340,2383,3025,3851,4,14,16,17,"F","NB","AF"
"856","subj_50_piffif_AF2_37",50,"piffif","2","37","I","222",283,2562,2977,3827,3,15,16,17,"F","NB","AF"
"857","subj_50_piffif_Pre_33",50,"piffif","1","33","I","213",341,2403,3053,3968,4,14,16,18,"F","NB","AF"
"858","subj_50_piffif_Pre_49",50,"piffif","1","49","I","222",280,2371,3222,3884,3,14,16,17,"F","NB","AF"
"859","subj_50_piffif_Pre_51",50,"piffif","1","51","I","236",302,2524,3129,3914,3,14,16,17,"F","NB","AF"
"860","subj_50_tissif_19_Post",50,"tissif","4","19","I","225",302,2460,3035,4069,3,14,16,18,"F","NB","AF"
"861","subj_50_tissif_6_Post",50,"tissif","4","6","I","227",380,2266,2974,4052,4,14,16,18,"F","NB","AF"
"862","subj_50_tissif_7_Post",50,"tissif","4","7","I","225",316,2391,2879,3931,3,14,15,17,"F","NB","AF"
"863","subj_50_tissif_AF2_16",50,"tissif","2","16","I","225",390,2361,2991,3940,4,14,16,18,"F","NB","AF"
"864","subj_50_tissif_AF2_17",50,"tissif","2","17","I","217",276,2500,3073,3916,3,14,16,17,"F","NB","AF"
"865","subj_50_tissif_AF2_30",50,"tissif","2","30","I","214",310,2637,3132,3971,3,15,16,18,"F","NB","AF"
"866","subj_50_tissif_Pre_16",50,"tissif","1","16","I","220",396,2294,3208,4057,4,14,16,18,"F","NB","AF"
"867","subj_50_tissif_Pre_3",50,"tissif","1","3","I","211",378,2495,3062,3993,4,14,16,18,"F","NB","AF"
"868","subj_50_tissif_Pre_47",50,"tissif","1","47","I","231",382,2366,2997,3937,4,14,16,18,"F","NB","AF"
"869","subj_51_kiggif_18_Post",51,"kiggif","4","18","I","217",431,2167,2918,3763,4,13,15,17,"F","NB","AF"
"870","subj_51_kiggif_32_Post",51,"kiggif","4","32","I","210",425,2202,2830,3845,4,14,15,17,"F","NB","AF"
"871","subj_51_kiggif_35_Post",51,"kiggif","4","35","I","228",445,2201,2896,3910,4,14,15,17,"F","NB","AF"
"872","subj_51_kiggif_AF2_14",51,"kiggif","2","14","I","229",452,2261,2827,3839,5,14,15,17,"F","NB","AF"
"873","subj_51_kiggif_AF2_19",51,"kiggif","2","19","I","223",441,2276,2802,3896,4,14,15,17,"F","NB","AF"
"874","subj_51_kiggif_AF2_20",51,"kiggif","2","20","I","204",431,2112,2799,3809,4,13,15,17,"F","NB","AF"
"875","subj_51_kiggif_Pre_10",51,"kiggif","1","10","I","229",437,2330,2873,3890,4,14,15,17,"F","NB","AF"
"876","subj_51_kiggif_Pre_23",51,"kiggif","1","23","I","228",447,2251,2710,3829,4,14,15,17,"F","NB","AF"
"877","subj_51_kiggif_Pre_33",51,"kiggif","1","33","I","227",438,2296,2933,3840,4,14,15,17,"F","NB","AF"
"878","subj_51_piffif_3_Post",51,"piffif","4","3","I","214",426,1950,2863,3843,4,13,15,17,"F","NB","AF"
"879","subj_51_piffif_44_Post",51,"piffif","4","44","I","217",431,1925,2847,3935,4,13,15,18,"F","NB","AF"
"880","subj_51_piffif_46_Post",51,"piffif","4","46","I","219",432,1922,2861,3980,4,13,15,18,"F","NB","AF"
"881","subj_51_piffif_AF2_3",51,"piffif","2","3","I","219",430,2084,2869,3895,4,13,15,17,"F","NB","AF"
"882","subj_51_piffif_AF2_41",51,"piffif","2","41","I","214",426,2038,2812,3908,4,13,15,17,"F","NB","AF"
"883","subj_51_piffif_AF2_50",51,"piffif","2","50","I","212",428,1933,2860,3822,4,13,15,17,"F","NB","AF"
"884","subj_51_piffif_Pre_0",51,"piffif","1","0","I","231",457,2070,2941,3952,5,13,16,18,"F","NB","AF"
"885","subj_51_piffif_Pre_16",51,"piffif","1","16","I","228",444,2015,2839,3855,4,13,15,17,"F","NB","AF"
"886","subj_51_piffif_Pre_46",51,"piffif","1","46","I","233",456,2079,2776,3898,5,13,15,17,"F","NB","AF"
"887","subj_51_tissif_14_Post",51,"tissif","4","14","I","221",434,1970,3021,4148,4,13,16,18,"F","NB","AF"
"888","subj_51_tissif_20_Post",51,"tissif","4","20","I","216",430,2018,3002,4224,4,13,16,18,"F","NB","AF"
"889","subj_51_tissif_53_Post",51,"tissif","4","53","I","219",432,1936,3052,4172,4,13,16,18,"F","NB","AF"
"890","subj_51_tissif_AF2_17",51,"tissif","2","17","I","204",408,2059,2997,4006,4,13,16,18,"F","NB","AF"
"891","subj_51_tissif_AF2_23",51,"tissif","2","23","I","209",417,2030,2972,4104,4,13,16,18,"F","NB","AF"
"892","subj_51_tissif_AF2_38",51,"tissif","2","38","I","214",424,1990,2968,3988,4,13,16,18,"F","NB","AF"
"893","subj_51_tissif_Pre_3",51,"tissif","1","3","I","223",434,2034,3033,4047,4,13,16,18,"F","NB","AF"
"894","subj_51_tissif_Pre_43",51,"tissif","1","43","I","219",434,2069,3041,4079,4,13,16,18,"F","NB","AF"
"895","subj_51_tissif_Pre_45",51,"tissif","1","45","I","221",428,2035,2982,4160,4,13,16,18,"F","NB","AF"
"896","subj_52_kiggif_14_Post",52,"kiggif","4","14","I","250",492,2364,2857,3986,5,14,15,18,"F","BB","AF"
"897","subj_52_kiggif_31_Post",52,"kiggif","4","31","I","248",481,2271,2795,4000,5,14,15,18,"F","BB","AF"
"898","subj_52_kiggif_44_Post",52,"kiggif","4","44","I","244",484,2324,2961,3978,5,14,16,18,"F","BB","AF"
"899","subj_52_kiggif_AF2_1",52,"kiggif","2","1","I","286",625,1454,2644,3950,6,11,15,18,"F","BB","AF"
"900","subj_52_kiggif_AF2_30",52,"kiggif","2","30","I","259",564,1558,2836,3978,5,11,15,18,"F","BB","AF"
"901","subj_52_kiggif_AF2_51",52,"kiggif","2","51","I","283",566,1413,2818,4117,6,11,15,18,"F","BB","AF"
"902","subj_52_kiggif_Pre_22",52,"kiggif","1","22","I","261",508,2356,3066,3941,5,14,16,18,"F","BB","AF"
"903","subj_52_kiggif_Pre_26",52,"kiggif","1","26","I","246",478,2374,2798,4107,5,14,15,18,"F","BB","AF"
"904","subj_52_kiggif_Pre_42",52,"kiggif","1","42","I","252",498,2355,3066,4121,5,14,16,18,"F","BB","AF"
"905","subj_52_piffif_35_Post",52,"piffif","4","35","I","264",525,1914,2909,4156,5,13,15,18,"F","BB","AF"
"906","subj_52_piffif_5_Post",52,"piffif","4","5","I","253",499,1876,3028,4240,5,12,16,18,"F","BB","AF"
"907","subj_52_piffif_AF2_10",52,"piffif","2","10","I","271",541,1562,2712,4232,5,11,15,18,"F","BB","AF"
"908","subj_52_piffif_AF2_29",52,"piffif","2","29","I","264",528,1724,2901,4358,5,12,15,18,"F","BB","AF"
"909","subj_52_piffif_AF2_48",52,"piffif","2","48","I","266",517,1593,2858,4076,5,11,15,18,"F","BB","AF"
"910","subj_52_piffif_Pre_12",52,"piffif","1","12","I","246",505,1964,2909,4033,5,13,15,18,"F","BB","AF"
"911","subj_52_piffif_Pre_34",52,"piffif","1","34","I","251",508,1961,2953,4027,5,13,16,18,"F","BB","AF"
"912","subj_52_piffif_Pre_40",52,"piffif","1","40","I","255",513,1925,2986,4044,5,13,16,18,"F","BB","AF"
"913","subj_52_tissif_16_Post",52,"tissif","4","16","I","250",490,1997,3190,4177,5,13,16,18,"F","BB","AF"
"914","subj_52_tissif_26_Post",52,"tissif","4","26","I","250",491,1986,3011,4068,5,13,16,18,"F","BB","AF"
"915","subj_52_tissif_32_Post",52,"tissif","4","32","I","255",508,1963,3263,4123,5,13,16,18,"F","BB","AF"
"916","subj_52_tissif_AF2_19",52,"tissif","2","19","I","265",464,1652,2899,3823,5,12,15,17,"F","BB","AF"
"917","subj_52_tissif_AF2_2",52,"tissif","2","2","I","266",523,1688,2926,4129,5,12,15,18,"F","BB","AF"
"918","subj_52_tissif_AF2_5",52,"tissif","2","5","I","265",522,1620,2916,4120,5,12,15,18,"F","BB","AF"
"919","subj_52_tissif_Pre_25",52,"tissif","1","25","I","251",502,1970,3222,4478,5,13,16,18,"F","BB","AF"
"920","subj_52_tissif_Pre_33",52,"tissif","1","33","I","251",500,2025,3082,4213,5,13,16,18,"F","BB","AF"
"921","subj_52_tissif_Pre_38",52,"tissif","1","38","I","237",483,1943,3063,4144,5,13,16,18,"F","BB","AF"
"922","subj_53_kiggif_35_Post",53,"kiggif","4","35","I","236",420,2437,2984,4414,4,14,16,18,"F","BB","AF"
"923","subj_53_kiggif_37_Post",53,"kiggif","4","37","I","231",407,2566,2757,4354,4,15,15,18,"F","BB","AF"
"924","subj_53_kiggif_44_Post",53,"kiggif","4","44","I","227",438,2359,2596,4105,4,14,15,18,"F","BB","AF"
"925","subj_53_kiggif_AF2_10",53,"kiggif","2","10","I","255",468,1304,2838,3390,5,10,15,16,"F","BB","AF"
"926","subj_53_kiggif_AF2_20",53,"kiggif","2","20","I","214",420,1055,2828,3670,4,9,15,17,"F","BB","AF"
"927","subj_53_kiggif_AF2_42",53,"kiggif","2","42","I","217",422,1548,2927,3877,4,11,15,17,"F","BB","AF"
"928","subj_53_kiggif_Pre_11",53,"kiggif","1","11","I","246",463,2242,2931,4262,5,14,15,18,"F","BB","AF"
"929","subj_53_kiggif_Pre_12",53,"kiggif","1","12","I","235",445,2353,2771,3842,4,14,15,17,"F","BB","AF"
"930","subj_53_kiggif_Pre_17",53,"kiggif","1","17","I","237",442,2376,2658,3956,4,14,15,18,"F","BB","AF"
"931","subj_53_piffif_2_Post",53,"piffif","4","2","I","220",446,1888,2608,3721,4,13,15,17,"F","BB","AF"
"932","subj_53_piffif_3_Post",53,"piffif","4","3","I","227",457,1705,2671,3789,5,12,15,17,"F","BB","AF"
"933","subj_53_piffif_45_Post",53,"piffif","4","45","I","100",440,1909,2897,3968,4,13,15,18,"F","BB","AF"
"934","subj_53_piffif_AF2_14",53,"piffif","2","14","I","275",298,1365,2741,4183,3,10,15,18,"F","BB","AF"
"935","subj_53_piffif_AF2_4",53,"piffif","2","4","I","276",303,1319,2655,3938,3,10,15,18,"F","BB","AF"
"936","subj_53_piffif_AF2_7",53,"piffif","2","7","I","236",458,1382,2854,4407,5,10,15,18,"F","BB","AF"
"937","subj_53_piffif_Pre_3",53,"piffif","1","3","I","217",428,1792,2679,3982,4,12,15,18,"F","BB","AF"
"938","subj_53_piffif_Pre_51",53,"piffif","1","51","I","226",417,1983,2701,4113,4,13,15,18,"F","BB","AF"
"939","subj_53_piffif_Pre_8",53,"piffif","1","8","I","120",442,1847,2708,3868,4,12,15,17,"F","BB","AF"
"940","subj_53_tissif_18_Post",53,"tissif","4","18","I","232",403,1792,2886,4418,4,12,15,18,"F","BB","AF"
"941","subj_53_tissif_36_Post",53,"tissif","4","36","I","232",451,2071,3040,4637,5,13,16,19,"F","BB","AF"
"942","subj_53_tissif_48_Post",53,"tissif","4","48","I","236",433,1459,2726,4388,4,11,15,18,"F","BB","AF"
"943","subj_53_tissif_AF2_26",53,"tissif","2","26","I","250",490,1680,2825,4428,5,12,15,18,"F","BB","AF"
"944","subj_53_tissif_AF2_33",53,"tissif","2","33","I","224",433,1350,2552,4558,4,10,15,19,"F","BB","AF"
"945","subj_53_tissif_AF2_43",53,"tissif","2","43","I","216",418,1325,2585,4243,4,10,15,18,"F","BB","AF"
"946","subj_53_tissif_Pre_1",53,"tissif","1","1","I","174",445,1961,2911,4281,4,13,15,18,"F","BB","AF"
"947","subj_53_tissif_Pre_16",53,"tissif","1","16","I","239",452,2077,2878,4454,5,13,15,18,"F","BB","AF"
"948","subj_53_tissif_Pre_34",53,"tissif","1","34","I","244",453,1992,2798,4596,5,13,15,19,"F","BB","AF"
"949","subj_54_kiggif_25_Post",54,"kiggif","4","25","I","246",488,2164,2867,3762,5,13,15,17,"F","NB","AF"
"950","subj_54_kiggif_43_Post",54,"kiggif","4","43","I","262",491,2169,2892,3924,5,13,15,17,"F","NB","AF"
"951","subj_54_kiggif_46_Post",54,"kiggif","4","46","I","284",482,2163,2784,3636,5,13,15,17,"F","NB","AF"
"952","subj_54_kiggif_AF2_2",54,"kiggif","2","2","I","228",414,1963,2950,3899,4,13,16,17,"F","NB","AF"
"953","subj_54_kiggif_AF2_52",54,"kiggif","2","52","I","224",414,2208,2959,3964,4,14,16,18,"F","NB","AF"
"954","subj_54_kiggif_AF2_7",54,"kiggif","2","7","I","230",448,2258,2695,3619,5,14,15,17,"F","NB","AF"
"955","subj_54_kiggif_Pre_12",54,"kiggif","1","12","I","214",428,2270,2706,3793,4,14,15,17,"F","NB","AF"
"956","subj_54_kiggif_Pre_35",54,"kiggif","1","35","I","243",475,2213,2697,3854,5,14,15,17,"F","NB","AF"
"957","subj_54_kiggif_Pre_45",54,"kiggif","1","45","I","245",482,2209,2733,3871,5,14,15,17,"F","NB","AF"
"958","subj_54_piffif_3_Post",54,"piffif","4","3","I","250",497,2013,2759,4075,5,13,15,18,"F","NB","AF"
"959","subj_54_piffif_4_Post",54,"piffif","4","4","I","247",489,1901,2670,3770,5,13,15,17,"F","NB","AF"
"960","subj_54_piffif_52_Post",54,"piffif","4","52","I","255",506,2071,2906,3933,5,13,15,18,"F","NB","AF"
"961","subj_54_piffif_AF2_18",54,"piffif","2","18","I","259",489,2026,2726,3900,5,13,15,17,"F","NB","AF"
"962","subj_54_piffif_AF2_24",54,"piffif","2","24","I","269",498,1917,2695,3382,5,13,15,16,"F","NB","AF"
"963","subj_54_piffif_AF2_35",54,"piffif","2","35","I","278",482,1921,2831,3963,5,13,15,18,"F","NB","AF"
