fileName	Label	F0[Hz]	F1[Hz]	F2[Hz]	F1[Bark]	F2[Bark]
subj_37_keggif_37_Post	E	235	482	2251	5	14
subj_37_keggif_3_Post	E	225	478	1993	5	13
subj_37_keggif_44_Post	E	233	492	1928	5	13
subj_37_keggif_AF2_10	E	224	446	1304	4	10
subj_37_keggif_AF2_39	E	225	604	1624	6	12
subj_37_keggif_AF2_4	E	231	695	1763	7	12
subj_37_keggif_MN1_32	E	276	377	1112	4	9
subj_37_keggif_MN1_43	E	248	656	1380	6	10
subj_37_keggif_MN1_5	E	261	583	1257	6	10
subj_37_keggif_Pre_20	E	219	348	2196	4	14
subj_37_keggif_Pre_48	E	212	442	2168	4	13
subj_37_keggif_Pre_50	E	216	378	2217	4	14
subj_37_tessif_12_Post	E	221	636	1820	6	12
subj_37_tessif_1_Post	E	232	601	1858	6	12
subj_37_tessif_4_Post	E	221	511	1887	5	13
subj_37_tessif_AF2_17	E	223	691	1718	6	12
subj_37_tessif_AF2_31	E	228	729	1662	7	12
subj_37_tessif_AF2_35	E	223	410	1496	4	11
subj_37_tessif_MN1_24	E	254	281	1262	3	10
subj_37_tessif_MN1_34	E	256	382	1277	4	10
subj_37_tessif_MN1_42	E	261	426	1385	4	11
subj_37_tessif_Pre_16	E	227	415	1827	4	12
subj_37_tessif_Pre_18	E	223	406	1727	4	12
subj_37_tessif_Pre_41	E	216	461	1759	5	12
subj_38_keggif_15_Post	E	238	636	2328	6	14
subj_38_keggif_2_Post	E	231	536	2346	5	14
subj_38_keggif_41_Post	E	254	493	2360	5	14
subj_38_keggif_AF2_12	E	261	490	2325	5	14
subj_38_keggif_AF2_14	E	226	400	2233	4	14
subj_38_keggif_AF2_15	E	217	531	2155	5	13
subj_38_keggif_MN1_0	E	235	669	2098	6	13
subj_38_keggif_MN1_14	E	273	697	2208	7	14
subj_38_keggif_MN1_37	E	235	672	2146	6	13
subj_38_keggif_Pre_0	E	235	461	2333	5	14
subj_38_keggif_Pre_1	E	232	525	2051	5	13
subj_38_keggif_Pre_32	E	227	504	2268	5	14
subj_38_tessif_23_Post	E	231	542	2135	5	13
subj_38_tessif_31_Post	E	217	476	2128	5	13
subj_38_tessif_47_Post	E	108	542	2032	5	13
subj_38_tessif_AF2_0	E	208	677	2027	6	13
subj_38_tessif_AF2_20	E	221	497	2019	5	13
subj_38_tessif_AF2_9	E	230	503	2029	5	13
subj_38_tessif_MN1_41	E	249	557	2099	5	13
subj_38_tessif_MN1_49	E	255	695	2222	6	14
subj_38_tessif_MN1_50	E	260	536	2083	5	13
subj_38_tessif_Pre_11	E	227	436	2040	4	13
subj_38_tessif_Pre_24	E	219	595	2001	6	13
subj_38_tessif_Pre_29	E	217	552	1995	5	13
subj_41_keggif_25_Post	E	253	696	2189	7	14
subj_41_keggif_42_Post	E	257	521	2005	5	13
subj_41_keggif_53_Post	E	264	696	2150	7	13
subj_41_keggif_AF2_10	E	271	801	1576	7	11
subj_41_keggif_AF2_22	E	242	793	1457	7	11
subj_41_keggif_AF2_27	E	250	1052	1456	9	11
subj_41_keggif_MN1_13	E	317	861	1502	8	11
subj_41_keggif_MN1_23	E	320	880	1311	8	10
subj_41_keggif_MN1_27	E	299	875	1502	8	11
subj_41_keggif_Pre_19	E	276	771	2111	7	13
subj_41_keggif_Pre_48	E	247	620	2098	6	13
subj_41_keggif_Pre_52	E	241	662	2098	6	13
subj_41_tessif_0_Post	E	267	779	2043	7	13
subj_41_tessif_26_Post	E	246	519	1947	5	13
subj_41_tessif_2_Post	E	252	604	1954	6	13
subj_41_tessif_AF2_3	E	281	648	1274	6	10
subj_41_tessif_AF2_35	E	258	627	1255	6	10
subj_41_tessif_AF2_43	E	266	767	1357	7	10
subj_41_tessif_MN1_18	E	309	880	1524	8	11
subj_41_tessif_MN1_2	E	319	935	1535	8	11
subj_41_tessif_MN1_22	E	326	938	1346	8	10
subj_41_tessif_Pre_0	E	262	773	1977	7	13
subj_41_tessif_Pre_3	E	279	744	2061	7	13
subj_41_tessif_Pre_4	E	265	767	1973	7	13
subj_42_keggif_28_Post	E	224	530	1835	5	12
subj_42_keggif_3_Post	E	178	536	2032	5	13
subj_42_keggif_51_Post	E	229	471	1886	5	13
subj_42_keggif_AF2_39	E	248	513	1504	5	11
subj_42_keggif_AF2_51	E	249	490	1608	5	11
subj_42_keggif_AF2_7	E	227	722	1571	7	11
subj_42_keggif_MN1_15	E	269	657	1478	6	11
subj_42_keggif_MN1_22	E	267	565	1438	6	11
subj_42_keggif_MN1_53	E	276	650	1441	6	11
subj_42_keggif_Pre_17	E	217	526	1949	5	13
subj_42_keggif_Pre_23	E	232	480	1758	5	12
subj_42_keggif_Pre_52	E	236	464	1935	5	13
subj_42_tessif_16_Post	E	207	524	1767	5	12
subj_42_tessif_30_Post	E	198	455	1688	5	12
subj_42_tessif_40_Post	E	215	514	1726	5	12
subj_42_tessif_AF2_1	E	241	686	1606	6	11
subj_42_tessif_AF2_32	E	242	587	1466	6	11
subj_42_tessif_AF2_49	E	254	506	1680	5	12
subj_42_tessif_MN1_43	E	270	698	1610	7	11
subj_42_tessif_MN1_45	E	279	851	1597	8	11
subj_42_tessif_MN1_52	E	280	628	1380	6	10
subj_42_tessif_Pre_21	E	217	511	1735	5	12
subj_42_tessif_Pre_36	E	223	554	1763	5	12
subj_42_tessif_Pre_48	E	218	525	1738	5	12
subj_44_keggif_20_Post	E	268	682	2147	6	13
subj_44_keggif_25_Post	E	248	637	2055	6	13
subj_44_keggif_43_Post	E	244	680	2006	6	13
subj_44_keggif_AF2_25	E	253	575	1261	6	10
subj_44_keggif_AF2_31	E	279	616	1370	6	10
subj_44_keggif_AF2_44	E	295	605	1441	6	11
subj_44_keggif_MN1_1	E	291	725	1688	7	12
subj_44_keggif_MN1_50	E	293	677	1451	6	11
subj_44_keggif_MN1_7	E	294	760	1758	7	12
subj_44_keggif_Pre_21	E	257	719	2037	7	13
subj_44_keggif_Pre_25	E	256	694	2069	7	13
subj_44_keggif_Pre_38	E	266	729	2231	7	14
subj_44_tessif_46_Post	E	256	627	1863	6	12
subj_44_tessif_9_Post	E	246	684	1884	6	12
subj_44_tessif_AF2_16	E	269	543	1324	5	10
subj_44_tessif_AF2_37	E	290	604	1442	6	11
subj_44_tessif_AF2_6	E	265	725	1565	7	11
subj_44_tessif_MN1_12	E	293	734	1531	7	11
subj_44_tessif_MN1_27	E	311	780	1379	7	10
subj_44_tessif_MN1_41	E	304	632	1558	6	11
subj_44_tessif_Pre_14	E	245	623	1923	6	13
subj_44_tessif_Pre_42	E	253	686	1956	6	13
subj_44_tessif_Pre_51	E	250	672	1886	6	13
subj_45_keggif_20_Post	E	258	668	1917	6	13
subj_45_keggif_48_Post	E	265	570	1900	6	13
subj_45_keggif_51_Post	E	246	631	1877	6	12
subj_45_keggif_AF2_13	E	242	719	1432	7	11
subj_45_keggif_AF2_19	E	248	721	1259	7	10
subj_45_keggif_AF2_23	E	256	762	1348	7	10
subj_45_keggif_MN1_21	E	250	758	1260	7	10
subj_45_keggif_MN1_25	E	232	696	1248	7	10
subj_45_keggif_MN1_53	E	264	744	1178	7	9
subj_45_keggif_Pre_21	E	232	547	1746	5	12
subj_45_keggif_Pre_23	E	251	621	1741	6	12
subj_45_keggif_Pre_44	E	246	555	1732	5	12
subj_45_tessif_36_Post	E	262	649	1820	6	12
subj_45_tessif_3_Post	E	264	698	1803	7	12
subj_45_tessif_9_Post	E	259	666	1765	6	12
subj_45_tessif_AF2_18	E	239	583	1313	6	10
subj_45_tessif_AF2_27	E	249	633	1272	6	10
subj_45_tessif_AF2_42	E	271	684	1333	6	10
subj_45_tessif_MN1_18	E	249	740	1250	7	10
subj_45_tessif_MN1_23	E	247	679	1349	6	10
subj_45_tessif_MN1_7	E	244	637	1224	6	10
subj_45_tessif_Pre_11	E	227	550	1724	5	12
subj_45_tessif_Pre_12	E	212	592	1671	6	12
subj_45_tessif_Pre_8	E	263	673	1751	6	12
subj_46_keggif_17_Post	E	192	599	2185	6	13
subj_46_keggif_19_Post	E	180	605	1969	6	13
subj_46_keggif_28_Post	E	175	503	2035	5	13
subj_46_keggif_AF2_16	E	197	576	1951	6	13
subj_46_keggif_AF2_18	E	192	550	1966	5	13
subj_46_keggif_AF2_40	E	188	576	1970	6	13
subj_46_keggif_MN1_27	E	232	634	2030	6	13
subj_46_keggif_MN1_45	E	227	590	2007	6	13
subj_46_keggif_MN1_7	E	240	681	1885	6	12
subj_46_keggif_Pre_37	E	186	555	2009	5	13
subj_46_keggif_Pre_42	E	182	543	1977	5	13
subj_46_keggif_Pre_7	E	194	570	1992	6	13
subj_46_tessif_21_Post	E	193	580	1915	6	13
subj_46_tessif_39_Post	E	194	575	1846	6	12
subj_46_tessif_52_Post	E	192	536	1916	5	13
subj_46_tessif_AF2_11	E	201	555	1990	5	13
subj_46_tessif_AF2_20	E	193	556	1951	5	13
subj_46_tessif_AF2_51	E	215	498	1879	5	12
subj_46_tessif_MN1_0	E	247	559	1949	5	13
subj_46_tessif_MN1_16	E	225	593	1764	6	12
subj_46_tessif_MN1_19	E	203	591	1915	6	13
subj_46_tessif_Pre_13	E	179	419	1896	4	13
subj_46_tessif_Pre_27	E	186	516	1875	5	12
subj_46_tessif_Pre_9	E	184	479	1880	5	12
subj_47_keggif_36_Post	E	217	602	2138	6	13
subj_47_keggif_40_Post	E	201	560	2073	5	13
subj_47_keggif_8_Post	E	213	641	2100	6	13
subj_47_keggif_AF2_13	E	202	587	2173	6	13
subj_47_keggif_AF2_40	E	206	575	2089	6	13
subj_47_keggif_AF2_51	E	214	606	1990	6	13
subj_47_keggif_MN1_28	E	224	653	1962	6	13
subj_47_keggif_MN1_29	E	219	565	2015	5	13
subj_47_keggif_MN1_41	E	236	690	1939	6	13
subj_47_keggif_Pre_24	E	204	550	2017	5	13
subj_47_keggif_Pre_46	E	212	624	2137	6	13
subj_47_keggif_Pre_50	E	198	554	2091	5	13
subj_47_tessif_18_Post	E	217	627	1940	6	13
subj_47_tessif_2_Post	E	200	527	2000	5	13
subj_47_tessif_49_Post	E	209	558	1888	5	13
subj_47_tessif_AF2_25	E	197	507	1904	5	13
subj_47_tessif_AF2_3	E	203	613	1836	6	12
subj_47_tessif_AF2_6	E	221	642	1873	6	12
subj_47_tessif_MN1_26	E	233	680	1887	6	13
subj_47_tessif_MN1_47	E	227	640	1949	6	13
subj_47_tessif_MN1_52	E	226	665	1863	6	12
subj_47_tessif_Pre_1	E	206	592	1927	6	13
subj_47_tessif_Pre_19	E	215	629	1893	6	13
subj_47_tessif_Pre_53	E	193	536	1925	5	13
subj_48_keggif_12_Post	E	216	561	2159	5	13
subj_48_keggif_37_Post	E	240	529	2061	5	13
subj_48_keggif_42_Post	E	263	702	2113	7	13
subj_48_keggif_AF2_21	E	243	527	1687	5	12
subj_48_keggif_AF2_47	E	246	516	1624	5	12
subj_48_keggif_AF2_8	E	270	693	1383	6	10
subj_48_keggif_MN1_26	E	267	742	1606	7	11
subj_48_keggif_MN1_30	E	261	670	1609	6	11
subj_48_keggif_MN1_46	E	278	801	1697	7	12
subj_48_keggif_Pre_19	E	226	465	2068	5	13
subj_48_keggif_Pre_22	E	215	562	2081	5	13
subj_48_keggif_Pre_49	E	217	529	2136	5	13
subj_48_tessif_35_Post	E	211	566	1898	6	13
subj_48_tessif_3_Post	E	237	585	1896	6	13
subj_48_tessif_44_Post	E	95	639	1867	6	12
subj_48_tessif_AF2_24	E	255	703	1714	7	12
subj_48_tessif_AF2_3	E	256	634	1524	6	11
subj_48_tessif_AF2_34	E	238	701	1358	7	10
subj_48_tessif_MN1_31	E	263	712	1568	7	11
subj_48_tessif_MN1_33	E	254	607	1555	6	11
subj_48_tessif_MN1_40	E	284	850	1657	8	12
subj_48_tessif_Pre_14	E	235	589	1969	6	13
subj_48_tessif_Pre_25	E	208	577	1920	6	13
subj_48_tessif_Pre_44	E	254	496	1787	5	12
subj_49_keggif_11_Post	E	207	658	1977	6	13
subj_49_keggif_25_Post	E	198	583	2097	6	13
subj_49_keggif_40_Post	E	192	668	1917	6	13
subj_49_keggif_AF2_13	E	205	751	2228	7	14
subj_49_keggif_AF2_16	E	196	658	2097	6	13
subj_49_keggif_AF2_18	E	191	634	2063	6	13
subj_49_keggif_MN1_27	E	235	755	1906	7	13
subj_49_keggif_MN1_28	E	238	734	1975	7	13
subj_49_keggif_MN1_43	E	223	771	1977	7	13
subj_49_keggif_Pre_28	E	204	612	2052	6	13
subj_49_keggif_Pre_35	E	193	699	1977	7	13
subj_49_keggif_Pre_46	E	188	622	2002	6	13
subj_49_tessif_21_Post	E	186	673	1873	6	12
subj_49_tessif_4_Post	E	224	610	1869	6	12
subj_49_tessif_9_Post	E	207	640	1845	6	12
subj_49_tessif_AF2_14	E	200	699	1792	7	12
subj_49_tessif_AF2_36	E	194	688	1885	6	13
subj_49_tessif_AF2_8	E	205	668	1816	6	12
subj_49_tessif_MN1_15	E	234	737	1850	7	12
subj_49_tessif_MN1_18	E	251	762	1812	7	12
subj_49_tessif_MN1_32	E	209	722	1852	7	12
subj_49_tessif_Pre_10	E	205	700	1854	7	12
subj_49_tessif_Pre_21	E	183	675	1870	6	12
subj_49_tessif_Pre_48	E	191	715	1876	7	12
subj_4_keggif_16_Post	E	234	474	1866	5	12
subj_4_keggif_47_Post	E	231	466	1845	5	12
subj_4_keggif_8_Post	E	233	534	1936	5	13
subj_4_keggif_AF2_19	E	240	587	1473	6	11
subj_4_keggif_AF2_36	E	234	637	1673	6	12
subj_4_keggif_AF2_40	E	230	579	1647	6	12
subj_4_keggif_MN1_25	E	235	657	1594	6	11
subj_4_keggif_MN1_27	E	245	576	1432	6	11
subj_4_keggif_MN1_4	E	247	643	1580	6	11
subj_4_keggif_Pre_23	E	232	519	1954	5	13
subj_4_keggif_Pre_38	E	225	472	1950	5	13
subj_4_keggif_Pre_42	E	226	474	1931	5	13
subj_4_tessif_18_Post	E	228	462	1787	5	12
subj_4_tessif_24_Post	E	237	477	1686	5	12
subj_4_tessif_7_Post	E	231	484	1747	5	12
subj_4_tessif_AF2_23	E	239	565	1461	5	11
subj_4_tessif_AF2_45	E	226	595	1327	6	10
subj_4_tessif_AF2_47	E	234	517	1869	5	12
subj_4_tessif_MN1_31	E	235	676	1484	6	11
subj_4_tessif_MN1_6	E	239	657	1544	6	11
subj_4_tessif_MN1_8	E	239	619	1508	6	11
subj_4_tessif_Pre_22	E	224	475	1837	5	12
subj_4_tessif_Pre_5	E	229	489	1802	5	12
subj_4_tessif_Pre_53	E	230	470	1823	5	12
subj_50_keggif_23_Post	E	211	620	2018	6	13
subj_50_keggif_46_Post	E	206	612	1898	6	13
subj_50_keggif_50_Post	E	206	561	1923	5	13
subj_50_keggif_AF2_10	E	213	586	1956	6	13
subj_50_keggif_AF2_41	E	213	578	1899	6	13
subj_50_keggif_AF2_42	E	206	525	1980	5	13
subj_50_keggif_MN1_0	E	228	629	1818	6	12
subj_50_keggif_MN1_16	E	225	687	1829	6	12
subj_50_keggif_MN1_18	E	215	667	1744	6	12
subj_50_keggif_Pre_28	E	217	494	2024	5	13
subj_50_keggif_Pre_32	E	213	544	2170	5	13
subj_50_keggif_Pre_48	E	220	521	1971	5	13
subj_50_tessif_11_Post	E	209	582	1888	6	13
subj_50_tessif_14_Post	E	223	554	1932	5	13
subj_50_tessif_32_Post	E	207	596	1898	6	13
subj_50_tessif_AF2_12	E	209	592	1889	6	13
subj_50_tessif_AF2_24	E	215	569	1884	6	12
subj_50_tessif_AF2_43	E	213	607	1814	6	12
subj_50_tessif_MN1_23	E	247	700	1839	7	12
subj_50_tessif_MN1_25	E	212	655	1785	6	12
subj_50_tessif_MN1_41	E	212	669	1694	6	12
subj_50_tessif_Pre_11	E	200	551	2025	5	13
subj_50_tessif_Pre_23	E	210	466	1914	5	13
subj_50_tessif_Pre_29	E	111	510	1856	5	12
subj_51_keggif_15_Post	E	214	489	2002	5	13
subj_51_keggif_6_Post	E	215	554	1899	5	13
subj_51_keggif_7_Post	E	220	485	1875	5	12
subj_51_keggif_AF2_15	E	198	623	1782	6	12
subj_51_keggif_AF2_22	E	203	536	1951	5	13
subj_51_keggif_AF2_52	E	202	552	2003	5	13
subj_51_keggif_MN1_17	E	241	627	2033	6	13
subj_51_keggif_MN1_39	E	231	674	2034	6	13
subj_51_keggif_MN1_46	E	231	622	1994	6	13
subj_51_keggif_Pre_18	E	210	571	1926	6	13
subj_51_keggif_Pre_41	E	214	618	1961	6	13
subj_51_keggif_Pre_9	E	207	573	2010	6	13
subj_51_tessif_36_Post	E	207	545	1796	5	12
subj_51_tessif_47_Post	E	215	470	1827	5	12
subj_51_tessif_51_Post	E	217	423	1840	4	12
subj_51_tessif_AF2_27	E	194	539	1807	5	12
subj_51_tessif_AF2_42	E	204	543	1725	5	12
subj_51_tessif_AF2_43	E	209	497	1766	5	12
subj_51_tessif_MN1_15	E	234	656	1857	6	12
subj_51_tessif_MN1_28	E	243	628	1839	6	12
subj_51_tessif_MN1_45	E	234	645	1843	6	12
subj_51_tessif_Pre_19	E	212	490	1891	5	13
subj_51_tessif_Pre_26	E	208	552	1818	5	12
subj_51_tessif_Pre_34	E	215	540	1866	5	12
subj_52_keggif_15_Post	E	246	541	1973	5	13
subj_52_keggif_17_Post	E	261	482	2325	5	14
subj_52_keggif_6_Post	E	245	585	1998	6	13
subj_52_keggif_AF2_34	E	255	576	1464	6	11
subj_52_keggif_AF2_41	E	245	645	1473	6	11
subj_52_keggif_AF2_46	E	258	742	1540	7	11
subj_52_keggif_MN1_1	E	275	882	1613	8	11
subj_52_keggif_MN1_28	E	290	656	1406	6	11
subj_52_keggif_MN1_42	E	285	579	1425	6	11
subj_52_keggif_Pre_19	E	253	1360	2719	10	15
subj_52_keggif_Pre_37	E	243	661	2097	6	13
subj_52_keggif_Pre_7	E	255	629	1963	6	13
subj_52_tessif_18_Post	E	238	595	1806	6	12
subj_52_tessif_40_Post	E	239	565	1762	6	12
subj_52_tessif_43_Post	E	232	578	1832	6	12
subj_52_tessif_AF2_18	E	257	639	1424	6	11
subj_52_tessif_AF2_3	E	265	723	1353	7	10
subj_52_tessif_AF2_37	E	259	693	1504	6	11
subj_52_tessif_MN1_13	E	288	673	1415	6	11
subj_52_tessif_MN1_32	E	302	600	1553	6	11
subj_52_tessif_MN1_4	E	290	865	1505	8	11
subj_52_tessif_Pre_18	E	225	662	1773	6	12
subj_52_tessif_Pre_3	E	235	704	1865	7	12
subj_52_tessif_Pre_41	E	243	691	1758	6	12
subj_53_keggif_10_Post	E	226	531	2321	5	14
subj_53_keggif_22_Post	E	113	434	2038	4	13
subj_53_keggif_40_Post	E	118	476	2298	5	14
subj_53_keggif_AF2_1	E	221	570	1546	6	11
subj_53_keggif_AF2_16	E	210	660	1342	6	10
subj_53_keggif_AF2_51	E	208	577	1375	6	10
subj_53_keggif_MN1_25	E	236	682	1575	6	11
subj_53_keggif_MN1_49	E	228	626	1511	6	11
subj_53_keggif_MN1_53	E	235	587	1249	6	10
subj_53_keggif_Pre_15	E	228	464	2021	5	13
subj_53_keggif_Pre_2	E	208	573	1846	6	12
subj_53_keggif_Pre_29	E	236	442	2093	4	13
subj_53_tessif_0_Post	E	196	553	1804	5	12
subj_53_tessif_16_Post	E	112	480	1774	5	12
subj_53_tessif_4_Post	E	203	599	1701	6	12
subj_53_tessif_AF2_21	E	233	452	1293	5	10
subj_53_tessif_AF2_44	E	124	451	1304	5	10
subj_53_tessif_AF2_49	E	231	510	1437	5	11
subj_53_tessif_MN1_15	E	248	705	1331	7	10
subj_53_tessif_MN1_23	E	243	532	1265	5	10
subj_53_tessif_MN1_6	E	253	673	1400	6	11
subj_53_tessif_Pre_23	E	120	531	2022	5	13
subj_53_tessif_Pre_35	E	237	529	2123	5	13
subj_53_tessif_Pre_47	E	227	480	2083	5	13
subj_54_keggif_30_Post	E	264	628	2064	6	13
subj_54_keggif_32_Post	E	229	558	2057	5	13
subj_54_keggif_35_Post	E	196	558	2022	5	13
subj_54_keggif_AF2_1	E	212	530	1995	5	13
subj_54_keggif_AF2_38	E	250	535	2036	5	13
subj_54_keggif_AF2_4	E	235	528	1947	5	13
subj_54_keggif_MN1_13	E	275	731	1950	7	13
subj_54_keggif_MN1_17	E	294	810	2016	7	13
subj_54_keggif_MN1_28	E	286	768	2003	7	13
subj_54_keggif_Pre_1	E	224	475	2068	5	13
subj_54_keggif_Pre_2	E	218	535	2003	5	13
subj_54_keggif_Pre_37	E	246	523	2040	5	13
subj_54_tessif_12_Post	E	233	465	1928	5	13
subj_54_tessif_29_Post	E	215	590	1977	6	13
subj_54_tessif_45_Post	E	232	551	1886	5	13
subj_54_tessif_AF2_25	E	226	485	1948	5	13
subj_54_tessif_AF2_6	E	229	499	1765	5	12
subj_54_tessif_AF2_8	E	230	479	1772	5	12
subj_54_tessif_MN1_11	E	287	688	1879	6	12
subj_54_tessif_MN1_44	E	260	565	1834	5	12
subj_54_tessif_MN1_53	E	281	780	1799	7	12
subj_54_tessif_Pre_20	E	225	525	1822	5	12
subj_54_tessif_Pre_28	E	205	574	1979	6	13
subj_54_tessif_Pre_39	E	238	516	1901	5	13
subj_55_keggif_0_Post	E	277	509	2236	5	14
subj_55_keggif_10_Post	E	230	488	2277	5	14
subj_55_keggif_41_Post	E	243	516	2210	5	14
subj_55_keggif_AF2_0	E	252	644	1705	6	12
subj_55_keggif_AF2_2	E	120	680	1664	6	12
subj_55_keggif_AF2_21	E	236	660	1625	6	12
subj_55_keggif_MN1_25	E	272	691	1513	6	11
subj_55_keggif_MN1_27	E	272	735	1564	7	11
subj_55_keggif_MN1_48	E	274	577	1375	6	10
subj_55_keggif_Pre_13	E	225	516	2243	5	14
subj_55_keggif_Pre_34	E	114	492	2204	5	14
subj_55_keggif_Pre_52	E	174	478	2185	5	13
subj_55_tessif_23_Post	E	237	685	2092	6	13
subj_55_tessif_27_Post	E	227	482	2001	5	13
subj_55_tessif_30_Post	E	244	515	2083	5	13
subj_55_tessif_AF2_25	E	267	765	1613	7	11
subj_55_tessif_AF2_26	E	236	674	1539	6	11
subj_55_tessif_AF2_50	E	241	515	1268	5	10
subj_55_tessif_MN1_17	E	266	793	1550	7	11
subj_55_tessif_MN1_26	E	265	767	1422	7	11
subj_55_tessif_MN1_53	E	260	668	1558	6	11
subj_55_tessif_Pre_2	E	227	563	2008	5	13
subj_55_tessif_Pre_38	E	226	450	2106	5	13
subj_55_tessif_Pre_43	E	221	409	2139	4	13
subj_56_keggif_19_Post	E	221	594	2070	6	13
subj_56_keggif_2_Post	E	221	524	2188	5	13
subj_56_keggif_32_Post	E	237	517	2138	5	13
subj_56_keggif_AF2_33	E	222	433	2310	4	14
subj_56_keggif_AF2_39	E	196	547	2134	5	13
subj_56_keggif_AF2_8	E	230	442	2513	4	14
subj_56_keggif_MN1_11	E	195	668	1951	6	13
subj_56_keggif_MN1_42	E	198	630	1985	6	13
subj_56_keggif_MN1_51	E	209	696	2029	7	13
subj_56_keggif_Pre_0	E	234	508	2179	5	13
subj_56_keggif_Pre_12	E	217	627	2072	6	13
subj_56_keggif_Pre_53	E	208	554	2045	5	13
subj_56_tessif_17_Post	E	225	506	1914	5	13
subj_56_tessif_39_Post	E	212	553	2062	5	13
subj_56_tessif_41_Post	E	225	517	1909	5	13
subj_56_tessif_AF2_11	E	217	619	1992	6	13
subj_56_tessif_AF2_32	E	207	591	1873	6	12
subj_56_tessif_AF2_5	E	210	590	1916	6	13
subj_56_tessif_MN1_27	E	206	603	1925	6	13
subj_56_tessif_MN1_40	E	201	616	1891	6	13
subj_56_tessif_MN1_9	E	206	658	1836	6	12
subj_56_tessif_Pre_16	E	208	592	2044	6	13
subj_56_tessif_Pre_33	E	200	620	1954	6	13
subj_56_tessif_Pre_51	E	215	644	1977	6	13
subj_57_keggif_10_Post	E	207	540	1788	5	12
subj_57_keggif_23_Post	E	204	591	1762	6	12
subj_57_keggif_8_Post	E	215	564	1681	5	12
subj_57_keggif_AF2_21	E	220	448	1737	5	12
subj_57_keggif_AF2_50	E	214	538	1705	5	12
subj_57_keggif_AF2_7	E	225	516	1787	5	12
subj_57_keggif_MN1_20	E	238	631	1826	6	12
subj_57_keggif_MN1_26	E	227	682	1782	6	12
subj_57_keggif_MN1_7	E	234	647	1847	6	12
subj_57_keggif_Pre_37	E	200	593	1915	6	13
subj_57_keggif_Pre_52	E	212	565	1623	5	12
subj_57_keggif_Pre_8	E	193	577	1718	6	12
subj_57_tessif_19_Post	E	200	534	1638	5	12
subj_57_tessif_39_Post	E	198	495	1632	5	12
subj_57_tessif_46_Post	E	209	455	1618	5	11
subj_57_tessif_AF2_23	E	215	433	1605	4	11
subj_57_tessif_AF2_24	E	209	415	1652	4	12
subj_57_tessif_AF2_28	E	164	496	1659	5	12
subj_57_tessif_MN1_36	E	225	634	1640	6	12
subj_57_tessif_MN1_49	E	241	543	1668	5	12
subj_57_tessif_MN1_8	E	228	630	1618	6	12
subj_57_tessif_Pre_28	E	209	554	1603	5	11
subj_57_tessif_Pre_3	E	201	499	1669	5	12
subj_57_tessif_Pre_51	E	213	452	1589	5	11
subj_58_keggif_12_Post	E	242	540	2137	5	13
subj_58_keggif_14_Post	E	237	560	2073	5	13
subj_58_keggif_6_Post	E	236	565	2131	5	13
subj_58_keggif_AF2_20	E	233	460	1384	5	11
subj_58_keggif_AF2_26	E	227	428	1245	4	10
subj_58_keggif_AF2_37	E	248	483	1224	5	10
subj_58_keggif_MN1_11	E	280	616	1192	6	10
subj_58_keggif_MN1_24	E	283	669	1333	6	10
subj_58_keggif_MN1_42	E	300	636	1291	6	10
subj_58_keggif_Pre_24	E	235	494	2136	5	13
subj_58_keggif_Pre_8	E	227	540	2267	5	14
subj_58_tessif_19_Post	E	235	548	1880	5	12
subj_58_tessif_20_Post	E	233	610	2010	6	13
subj_58_tessif_29_Post	E	212	609	1851	6	12
subj_58_tessif_AF2_18	E	239	476	1362	5	10
subj_58_tessif_AF2_23	E	240	478	1463	5	11
subj_58_tessif_AF2_40	E	237	466	1401	5	11
subj_58_tessif_MN1_33	E	298	574	1279	6	10
subj_58_tessif_MN1_47	E	292	685	1295	6	10
subj_58_tessif_MN1_49	E	308	624	1296	6	10
subj_58_tessif_Pre_38	E	232	535	1894	5	13
subj_58_tessif_Pre_40	E	231	420	1917	4	13
subj_58_tessif_Pre_43	E	209	674	1931	6	13
subj_59_keggif_28_Post	E	241	496	2116	5	13
subj_59_keggif_3_Post	E	241	490	2147	5	13
subj_59_keggif_43_Post	E	243	523	2176	5	13
subj_59_keggif_AF2_34	E	301	630	1562	6	11
subj_59_keggif_AF2_45	E	298	674	1353	6	10
subj_59_keggif_AF2_53	E	282	591	1482	6	11
subj_59_keggif_MN1_20	E	323	898	1648	8	12
subj_59_keggif_MN1_21	E	307	628	1576	6	11
subj_59_keggif_MN1_8	E	364	855	1739	8	12
subj_59_keggif_Pre_20	E	227	519	2080	5	13
subj_59_keggif_Pre_49	E	245	493	2126	5	13
subj_59_keggif_Pre_9	E	183	569	2045	6	13
subj_59_tessif_25_Post	E	239	524	1964	5	13
subj_59_tessif_30_Post	E	218	447	1958	4	13
subj_59_tessif_AF2_17	E	279	503	1668	5	12
subj_59_tessif_AF2_18	E	323	777	1576	7	11
subj_59_tessif_MN1_1	E	361	762	1528	7	11
subj_59_tessif_MN1_19	E	364	755	1558	7	11
subj_59_tessif_Pre_10	E	247	518	1811	5	12
subj_59_tessif_Pre_4	E	299	692	1928	6	13
subj_59_tessif_Pre_47	E	226	438	2026	4	13
subj_5_keggif_27_Post	E	230	519	1866	5	12
subj_5_keggif_7_Post	E	125	562	1848	5	12
subj_5_keggif_8_Post	E	221	550	1953	5	13
