"ooTextFile"
"TableOfReal" 

4	 "Label","F1Hz","F2Hz","gender"

952

"I"	409	2309	"F"
"I"	407	2172	"F"
"I"	388	2247	"F"
"I"	412	2057	"F"
"I"	416	2340	"F"
"I"	253	2248	"F"
"I"	393	2153	"F"
"I"	345	2745	"F"
"I"	415	2058	"F"
"I"	416	2569	"F"
"I"	419	2593	"F"
"I"	392	2613	"F"
"I"	347	2585	"F"
"I"	378	2352	"F"
"I"	408	2275	"F"
"I"	419	2386	"F"
"I"	426	2426	"F"
"I"	385	2490	"F"
"I"	464	2497	"F"
"I"	321	2578	"F"
"I"	425	2679	"F"
"I"	476	2273	"F"
"I"	491	2400	"F"
"I"	478	2312	"F"
"I"	450	2324	"F"
"I"	477	2279	"F"
"I"	353	2179	"F"
"I"	442	2385	"F"
"I"	543	2398	"F"
"I"	600	2349	"F"
"I"	584	2143	"F"
"I"	495	1964	"F"
"I"	522	1902	"F"
"I"	548	2018	"F"
"I"	603	2180	"F"
"I"	531	2081	"F"
"I"	449	2210	"F"
"I"	451	2144	"F"
"I"	450	2205	"F"
"I"	485	1840	"F"
"I"	481	1948	"F"
"I"	474	1991	"F"
"I"	451	1853	"F"
"I"	469	1966	"F"
"I"	459	1867	"F"
"I"	433	2409	"F"
"I"	363	2594	"F"
"I"	353	2235	"F"
"I"	290	2416	"F"
"I"	347	2385	"F"
"I"	400	2217	"F"
"I"	325	2353	"F"
"I"	305	2393	"F"
"I"	313	2564	"F"
"I"	368	2389	"F"
"I"	425	2360	"F"
"I"	423	2426	"F"
"I"	427	2071	"F"
"I"	423	2076	"F"
"I"	429	2170	"F"
"I"	416	2040	"F"
"I"	437	1999	"F"
"I"	430	2035	"F"
"I"	468	2436	"F"
"I"	360	2371	"F"
"I"	441	2424	"F"
"I"	479	1974	"F"
"I"	476	2039	"F"
"I"	492	1983	"F"
"I"	464	2071	"F"
"I"	486	2049	"F"
"I"	467	2368	"F"
"I"	391	2482	"F"
"I"	348	2549	"F"
"I"	476	2221	"F"
"I"	475	2168	"F"
"I"	459	2192	"F"
"I"	464	2252	"F"
"I"	481	2200	"F"
"I"	440	2224	"F"
"I"	479	2271	"F"
"I"	466	2165	"F"
"I"	358	2372	"F"
"I"	413	2202	"F"
"I"	493	1984	"F"
"I"	355	1993	"F"
"I"	468	1996	"F"
"I"	382	2133	"F"
"I"	373	2594	"F"
"I"	436	2596	"F"
"I"	401	2604	"F"
"I"	418	2418	"F"
"I"	377	2561	"F"
"I"	346	2560	"F"
"I"	495	2266	"F"
"I"	467	2302	"F"
"I"	387	2671	"F"
"I"	511	2469	"F"
"I"	521	2454	"F"
"I"	525	2403	"F"
"I"	563	2071	"F"
"I"	520	1984	"F"
"I"	570	2061	"F"
"I"	557	2155	"F"
"I"	484	2139	"F"
"I"	479	2579	"F"
"I"	487	2211	"F"
"I"	488	2326	"F"
"I"	502	1966	"F"
"I"	514	2056	"F"
"I"	499	1991	"F"
"I"	484	1888	"F"
"I"	497	1937	"F"
"I"	495	1993	"F"
"I"	536	2104	"F"
"I"	343	2217	"F"
"I"	371	2237	"F"
"I"	385	1884	"F"
"I"	431	2001	"F"
"I"	408	2052	"F"
"I"	318	2140	"F"
"I"	372	2110	"F"
"I"	314	2106	"F"
"I"	373	2550	"F"
"I"	373	2504	"F"
"I"	382	2539	"F"
"I"	353	2538	"F"
"I"	398	1898	"F"
"I"	418	2238	"F"
"I"	380	2260	"F"
"I"	367	2308	"F"
"I"	386	2295	"F"
"I"	398	2122	"F"
"I"	478	2193	"F"
"I"	441	2252	"F"
"I"	503	1972	"F"
"I"	485	1953	"F"
"I"	459	1866	"F"
"I"	416	1978	"F"
"I"	467	2028	"F"
"I"	424	2090	"F"
"I"	549	2537	"F"
"I"	521	2612	"F"
"I"	525	2467	"F"
"I"	537	2215	"F"
"I"	522	2292	"F"
"I"	549	2233	"F"
"I"	494	2043	"F"
"I"	571	2143	"F"
"I"	523	2220	"F"
"I"	457	2312	"F"
"I"	446	2324	"F"
"I"	433	2287	"F"
"I"	440	2077	"F"
"I"	460	2142	"F"
"I"	456	2116	"F"
"I"	444	2117	"F"
"I"	450	2122	"F"
"I"	517	2158	"F"
"I"	415	2212	"F"
"I"	430	2272	"F"
"I"	477	1945	"F"
"I"	463	1907	"F"
"I"	450	1885	"F"
"I"	425	1937	"F"
"I"	450	1949	"F"
"I"	425	1921	"F"
"I"	394	2374	"F"
"I"	422	2528	"F"
"I"	445	2417	"F"
"I"	505	2168	"F"
"I"	513	2155	"F"
"I"	516	2071	"F"
"I"	399	2154	"F"
"I"	477	2197	"F"
"I"	478	2144	"F"
"I"	457	2191	"F"
"I"	363	2169	"F"
"I"	443	2225	"F"
"I"	439	1879	"F"
"I"	480	2001	"F"
"I"	468	1897	"F"
"I"	435	1887	"F"
"I"	437	1854	"F"
"I"	440	1870	"F"
"I"	436	2538	"F"
"I"	364	2394	"F"
"I"	415	2266	"F"
"I"	431	2147	"F"
"I"	454	2743	"F"
"I"	391	2136	"F"
"I"	454	2035	"F"
"I"	399	2190	"F"
"I"	411	2000	"F"
"I"	458	2435	"F"
"I"	438	2533	"F"
"I"	418	2671	"F"
"I"	401	2111	"F"
"I"	408	2200	"F"
"I"	454	2148	"F"
"I"	425	2327	"F"
"I"	404	2273	"F"
"I"	438	2252	"F"
"I"	377	2489	"F"
"I"	357	2381	"F"
"I"	326	2386	"F"
"I"	533	2362	"F"
"I"	360	2197	"F"
"I"	435	2222	"F"
"I"	483	2260	"F"
"I"	327	2133	"F"
"I"	406	2210	"F"
"I"	420	2054	"F"
"I"	451	1985	"F"
"I"	420	2155	"F"
"I"	455	1936	"F"
"I"	469	1865	"F"
"I"	412	1863	"F"
"I"	403	1721	"F"
"I"	450	1977	"F"
"I"	430	1816	"F"
"I"	401	2580	"F"
"I"	545	2330	"F"
"I"	383	2038	"F"
"I"	467	2184	"F"
"I"	467	2184	"F"
"I"	485	2123	"F"
"I"	478	2164	"F"
"I"	331	2132	"F"
"I"	526	2126	"F"
"I"	468	2317	"F"
"I"	475	2202	"F"
"I"	380	2283	"F"
"I"	478	1931	"F"
"I"	309	2272	"F"
"I"	465	1934	"F"
"I"	370	1811	"F"
"I"	456	1820	"F"
"I"	391	2073	"F"
"I"	413	2255	"F"
"I"	397	2358	"F"
"I"	397	2374	"F"
"I"	388	2014	"F"
"I"	390	2079	"F"
"I"	401	2130	"F"
"I"	405	2122	"F"
"I"	397	2078	"F"
"I"	418	2525	"F"
"I"	367	2602	"F"
"I"	420	2371	"F"
"I"	404	2213	"F"
"I"	410	2004	"F"
"I"	449	2135	"F"
"I"	430	2096	"F"
"I"	419	2075	"F"
"I"	417	2062	"F"
"I"	444	2320	"F"
"I"	398	2336	"F"
"I"	437	2279	"F"
"I"	490	2104	"F"
"I"	443	2068	"F"
"I"	423	2139	"F"
"I"	419	2052	"F"
"I"	435	2075	"F"
"I"	434	2279	"F"
"I"	366	2543	"F"
"I"	370	2483	"F"
"I"	473	1978	"F"
"I"	485	1922	"F"
"I"	475	1948	"F"
"I"	693	1828	"F"
"I"	453	1992	"F"
"I"	464	1872	"F"
"I"	459	2081	"F"
"I"	460	2075	"F"
"I"	472	2131	"F"
"I"	465	1932	"F"
"I"	457	1829	"F"
"I"	466	1933	"F"
"I"	477	1948	"F"
"I"	469	1898	"F"
"I"	459	1907	"F"
"I"	339	2585	"F"
