"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F3Hz","F4.Hz.","F1Bark","F2Bark","F3Bark","F4Bark","gender","BB"
"3008","subj_58_keggif_12_Post",58,"keggif","Post","12","E","242",540,2137,2767,4051,5,13,15,18,"F","BB"
"3009","subj_58_keggif_14_Post",58,"keggif","Post","14","E","237",560,2073,2813,4104,5,13,15,18,"F","BB"
"3010","subj_58_keggif_6_Post",58,"keggif","Post","6","E","236",565,2131,2830,4323,5,13,15,18,"F","BB"
"3011","subj_58_keggif_AF2_20",58,"keggif","AF1","20","E","233",460,1384,2627,3419,5,11,15,17,"F","BB"
"3012","subj_58_keggif_AF2_26",58,"keggif","AF1","26","E","227",428,1245,2836,3746,4,10,15,17,"F","BB"
"3013","subj_58_keggif_AF2_37",58,"keggif","AF1","37","E","248",483,1224,2525,3812,5,10,14,17,"F","BB"
"3014","subj_58_keggif_MN1_11",58,"keggif","MN2","11","E","280",616,1192,2805,3520,6,10,15,17,"F","BB"
"3015","subj_58_keggif_MN1_24",58,"keggif","MN2","24","E","283",669,1333,2790,3840,6,10,15,17,"F","BB"
"3016","subj_58_keggif_MN1_42",58,"keggif","MN2","42","E","300",636,1291,2551,3835,6,10,15,17,"F","BB"
"3017","subj_58_keggif_Pre_24",58,"keggif","Pre","24","E","235",494,2136,2806,4295,5,13,15,18,"F","BB"
"3018","subj_58_keggif_Pre_8",58,"keggif","Pre","8","E","227",540,2267,2919,4155,5,14,15,18,"F","BB"
"3019","subj_58_peffif_35_Post",58,"peffif","Post","35","E","176",511,1785,2815,4256,5,12,15,18,"F","BB"
"3020","subj_58_peffif_40_Post",58,"peffif","Post","40","E","194",602,1867,2945,4306,6,12,16,18,"F","BB"
"3021","subj_58_peffif_53_Post",58,"peffif","Post","53","E","206",631,1823,2892,4026,6,12,15,18,"F","BB"
"3022","subj_58_peffif_AF2_0",58,"peffif","AF1","0","E","236",656,1230,1766,3116,6,9,12,16,"F","BB"
"3023","subj_58_peffif_AF2_17",58,"peffif","AF1","17","E","238",494,1497,2229,3136,5,11,14,16,"F","BB"
"3024","subj_58_peffif_AF2_46",58,"peffif","AF1","46","E","244",476,1299,2652,3380,5,10,15,16,"F","BB"
"3025","subj_58_peffif_MN1_27",58,"peffif","MN2","27","E","292",601,1383,2660,3499,6,10,15,17,"F","BB"
"3026","subj_58_peffif_MN1_43",58,"peffif","MN2","43","E","295",632,1331,2860,3396,6,10,15,16,"F","BB"
"3027","subj_58_peffif_MN1_48",58,"peffif","MN2","48","E","299",622,1452,2585,3661,6,11,15,17,"F","BB"
"3028","subj_58_peffif_Pre_26",58,"peffif","Pre","26","E","230",534,1847,2827,4269,5,12,15,18,"F","BB"
"3029","subj_58_peffif_Pre_42",58,"peffif","Pre","42","E","215",634,1786,3000,4307,6,12,16,18,"F","BB"
"3030","subj_58_peffif_Pre_53",58,"peffif","Pre","53","E","155",644,1828,2945,4221,6,12,16,18,"F","BB"
"3031","subj_58_tessif_19_Post",58,"tessif","Post","19","E","235",548,1880,2957,4445,5,12,16,18,"F","BB"
"3032","subj_58_tessif_20_Post",58,"tessif","Post","20","E","233",610,2010,2993,4372,6,13,16,18,"F","BB"
"3033","subj_58_tessif_29_Post",58,"tessif","Post","29","E","212",609,1851,3003,4346,6,12,16,18,"F","BB"
"3034","subj_58_tessif_AF2_18",58,"tessif","AF1","18","E","239",476,1362,2510,3187,5,10,14,16,"F","BB"
"3035","subj_58_tessif_AF2_23",58,"tessif","AF1","23","E","240",478,1463,2927,3414,5,11,15,16,"F","BB"
"3036","subj_58_tessif_AF2_40",58,"tessif","AF1","40","E","237",466,1401,2563,3351,5,11,15,16,"F","BB"
"3037","subj_58_tessif_MN1_33",58,"tessif","MN2","33","E","298",574,1279,2787,3697,6,10,15,17,"F","BB"
"3038","subj_58_tessif_MN1_47",58,"tessif","MN2","47","E","292",685,1295,2750,3707,6,10,15,17,"F","BB"
"3039","subj_58_tessif_MN1_49",58,"tessif","MN2","49","E","308",624,1296,3002,3705,6,10,16,17,"F","BB"
"3040","subj_58_tessif_Pre_38",58,"tessif","Pre","38","E","232",535,1894,2993,4292,5,13,16,18,"F","BB"
"3041","subj_58_tessif_Pre_40",58,"tessif","Pre","40","E","231",420,1917,3012,4388,4,13,16,18,"F","BB"
"3042","subj_58_tessif_Pre_43",58,"tessif","Pre","43","E","209",674,1931,3138,4402,6,13,16,18,"F","BB"
"3043","subj_59_keggif_28_Post",59,"keggif","Post","28","E","241",496,2116,2682,3866,5,13,15,17,"F","BB"
"3044","subj_59_keggif_3_Post",59,"keggif","Post","3","E","241",490,2147,2650,3783,5,13,15,17,"F","BB"
"3045","subj_59_keggif_43_Post",59,"keggif","Post","43","E","243",523,2176,2975,3602,5,13,16,17,"F","BB"
"3046","subj_59_keggif_AF2_34",59,"keggif","AF2","34","E","301",630,1562,2670,3112,6,11,15,16,"F","BB"
"3047","subj_59_keggif_AF2_45",59,"keggif","AF2","45","E","298",674,1353,2523,3551,6,10,14,17,"F","BB"
"3048","subj_59_keggif_AF2_53",59,"keggif","AF2","53","E","282",591,1482,2480,2825,6,11,14,15,"F","BB"
"3049","subj_59_keggif_MN1_20",59,"keggif","MN1","20","E","323",898,1648,2329,3593,8,12,14,17,"F","BB"
"3050","subj_59_keggif_MN1_21",59,"keggif","MN1","21","E","307",628,1576,2322,3450,6,11,14,17,"F","BB"
"3051","subj_59_keggif_MN1_8",59,"keggif","MN1","8","E","364",855,1739,2516,3709,8,12,14,17,"F","BB"
"3052","subj_59_keggif_Pre_20",59,"keggif","Pre","20","E","227",519,2080,2713,3711,5,13,15,17,"F","BB"
"3053","subj_59_keggif_Pre_49",59,"keggif","Pre","49","E","245",493,2126,3016,3478,5,13,16,17,"F","BB"
"3054","subj_59_keggif_Pre_9",59,"keggif","Pre","9","E","183",569,2045,2518,3265,6,13,14,16,"F","BB"
"3055","subj_59_peffif_14_Post",59,"peffif","Post","14","E","217",552,1873,2563,3702,5,12,15,17,"F","BB"
"3056","subj_59_peffif_31_Post",59,"peffif","Post","31","E","211",555,1886,2631,3589,5,13,15,17,"F","BB"
"3057","subj_59_peffif_45_Post",59,"peffif","Post","45","E","245",512,1918,2641,3715,5,13,15,17,"F","BB"
"3058","subj_59_peffif_AF2_37",59,"peffif","AF2","37","E","220",642,1471,2636,3865,6,11,15,17,"F","BB"
"3059","subj_59_peffif_AF2_51",59,"peffif","AF2","51","E","297",622,1391,2451,3725,6,11,14,17,"F","BB"
"3060","subj_59_peffif_AF2_6",59,"peffif","AF2","6","E","286",570,1644,2536,2999,6,12,14,16,"F","BB"
"3061","subj_59_peffif_MN1_10",59,"peffif","MN1","10","E","341",789,1672,2520,3763,7,12,14,17,"F","BB"
"3062","subj_59_peffif_MN1_11",59,"peffif","MN1","11","E","347",813,1708,2525,3581,7,12,14,17,"F","BB"
"3063","subj_59_peffif_MN1_46",59,"peffif","MN1","46","E","357",767,1386,2445,3752,7,11,14,17,"F","BB"
"3064","subj_59_peffif_Pre_11",59,"peffif","Pre","11","E","324",819,1795,2229,3119,7,12,14,16,"F","BB"
"3065","subj_59_peffif_Pre_26",59,"peffif","Pre","26","E","278",645,1876,2793,3816,6,12,15,17,"F","BB"
"3066","subj_59_peffif_Pre_45",59,"peffif","Pre","45","E","251",634,1917,2715,4061,6,13,15,18,"F","BB"
"3067","subj_59_tessif_25_Post",59,"tessif","Post","25","E","239",524,1964,2827,4086,5,13,15,18,"F","BB"
"3068","subj_59_tessif_30_Post",59,"tessif","Post","30","E","218",447,1958,2873,3031,4,13,15,16,"F","BB"
"3069","subj_59_tessif_AF2_17",59,"tessif","AF2","17","E","279",503,1668,2652,3451,5,12,15,17,"F","BB"
"3070","subj_59_tessif_AF2_18",59,"tessif","AF2","18","E","323",777,1576,2352,3306,7,11,14,16,"F","BB"
"3071","subj_59_tessif_MN1_1",59,"tessif","MN1","1","E","361",762,1528,2496,3907,7,11,14,17,"F","BB"
"3072","subj_59_tessif_MN1_19",59,"tessif","MN1","19","E","364",755,1558,2360,3539,7,11,14,17,"F","BB"
"3073","subj_59_tessif_Pre_10",59,"tessif","Pre","10","E","247",518,1811,2416,3458,5,12,14,17,"F","BB"
"3074","subj_59_tessif_Pre_4",59,"tessif","Pre","4","E","299",692,1928,2589,3442,6,13,15,17,"F","BB"
"3075","subj_59_tessif_Pre_47",59,"tessif","Pre","47","E","226",438,2026,2667,3049,4,13,15,16,"F","BB"
"3076","subj_5_keggif_27_Post",5,"keggif","Post","27","E","230",519,1866,2316,3474,5,12,14,17,"F","BB"
"3077","subj_5_keggif_7_Post",5,"keggif","Post","7","E","125",562,1848,2726,3491,5,12,15,17,"F","BB"
"3078","subj_5_keggif_8_Post",5,"keggif","Post","8","E","221",550,1953,2512,3507,5,13,14,17,"F","BB"
"3079","subj_5_keggif_AF2_1",5,"keggif","AF1","1","E","236",631,1552,2331,3840,6,11,14,17,"F","BB"
"3080","subj_5_keggif_AF2_28",5,"keggif","AF1","28","E","267",626,1534,2299,3557,6,11,14,17,"F","BB"
"3081","subj_5_keggif_AF2_3",5,"keggif","AF1","3","E","262",612,1513,2273,3861,6,11,14,17,"F","BB"
"3082","subj_5_keggif_MN1_13",5,"keggif","MN2","13","E","356",730,1523,2100,3690,7,11,13,17,"F","BB"
"3083","subj_5_keggif_MN1_22",5,"keggif","MN2","22","E","336",739,1555,2487,3428,7,11,14,17,"F","BB"
"3084","subj_5_keggif_MN1_33",5,"keggif","MN2","33","E","310",734,1523,2448,3656,7,11,14,17,"F","BB"
"3085","subj_5_keggif_Pre_35",5,"keggif","Pre","35","E","240",494,1875,2485,3602,5,12,14,17,"F","BB"
"3086","subj_5_keggif_Pre_39",5,"keggif","Pre","39","E","231",483,1869,2341,3448,5,12,14,17,"F","BB"
"3087","subj_5_keggif_Pre_43",5,"keggif","Pre","43","E","153",484,1831,1937,3619,5,12,13,17,"F","BB"
"3088","subj_5_peffif_18_Post",5,"peffif","Post","18","E","119",545,1700,2497,3717,5,12,14,17,"F","BB"
"3089","subj_5_peffif_26_Post",5,"peffif","Post","26","E","262",613,1673,2447,3694,6,12,14,17,"F","BB"
"3090","subj_5_peffif_51_Post",5,"peffif","Post","51","E","257",528,1751,2574,3831,5,12,15,17,"F","BB"
"3091","subj_5_peffif_AF2_14",5,"peffif","AF1","14","E","282",567,1339,2842,3929,6,10,15,17,"F","BB"
"3092","subj_5_peffif_AF2_21",5,"peffif","AF1","21","E","255",567,1431,2513,3843,6,11,14,17,"F","BB"
"3093","subj_5_peffif_AF2_31",5,"peffif","AF1","31","E","262",621,1426,2464,3739,6,11,14,17,"F","BB"
"3094","subj_5_peffif_MN1_25",5,"peffif","MN2","25","E","318",727,1460,2067,3746,7,11,13,17,"F","BB"
"3095","subj_5_peffif_MN1_49",5,"peffif","MN2","49","E","263",774,1543,2608,3892,7,11,15,17,"F","BB"
"3096","subj_5_peffif_MN1_5",5,"peffif","MN2","5","E","303",777,1465,2581,3707,7,11,15,17,"F","BB"
"3097","subj_5_peffif_Pre_13",5,"peffif","Pre","13","E","253",544,1716,2740,3975,5,12,15,18,"F","BB"
"3098","subj_5_peffif_Pre_24",5,"peffif","Pre","24","E","233",545,1725,2512,3652,5,12,14,17,"F","BB"
"3099","subj_5_peffif_Pre_6",5,"peffif","Pre","6","E","239",564,1650,2604,3783,5,12,15,17,"F","BB"
"3100","subj_5_tessif_31_Post",5,"tessif","Post","31","E","261",542,1676,2531,3926,5,12,14,17,"F","BB"
"3101","subj_5_tessif_46_Post",5,"tessif","Post","46","E","226",566,1747,2664,3998,5,12,15,18,"F","BB"
"3102","subj_5_tessif_AF2_12",5,"tessif","AF1","12","E","262",625,1351,2314,3830,6,10,14,17,"F","BB"
"3103","subj_5_tessif_AF2_32",5,"tessif","AF1","32","E","257",577,1348,2554,3816,6,10,15,17,"F","BB"
"3104","subj_5_tessif_AF2_44",5,"tessif","AF1","44","E","251",529,1389,2551,3819,5,11,15,17,"F","BB"
"3105","subj_5_tessif_MN1_0",5,"tessif","MN2","0","E","282",721,1553,2402,3743,7,11,14,17,"F","BB"
"3106","subj_5_tessif_MN1_38",5,"tessif","MN2","38","E","309",761,1458,2396,3554,7,11,14,17,"F","BB"
"3107","subj_5_tessif_MN1_7",5,"tessif","MN2","7","E","307",827,1368,2461,3953,7,10,14,18,"F","BB"
"3108","subj_5_tessif_Pre_26",5,"tessif","Pre","26","E","252",499,1735,2733,4008,5,12,15,18,"F","BB"
"3109","subj_5_tessif_Pre_4",5,"tessif","Pre","4","E","234",461,1696,2769,3977,5,12,15,18,"F","BB"
"3110","subj_5_tessif_Pre_44",5,"tessif","Pre","44","E","240",489,1645,2548,3867,5,12,15,17,"F","BB"
"3111","subj_7_keggif_27_Post",7,"keggif","Post","27","E","207",507,2135,2932,4333,5,13,15,18,"F","NB"
"3112","subj_7_keggif_39_Post",7,"keggif","Post","39","E","212",522,2204,3282,4353,5,14,16,18,"F","NB"
"3113","subj_7_keggif_47_Post",7,"keggif","Post","47","E","202",585,2337,3053,4451,6,14,16,18,"F","NB"
"3114","subj_7_keggif_AF2_13",7,"keggif","AF2","13","E","215",521,1818,2334,3760,5,12,14,17,"F","NB"
"3115","subj_7_keggif_AF2_29",7,"keggif","AF2","29","E","219",413,2454,3226,4378,4,14,16,18,"F","NB"
"3116","subj_7_keggif_AF2_8",7,"keggif","AF2","8","E","214",542,2047,2509,4038,5,13,14,18,"F","NB"
"3117","subj_7_keggif_MN1_27",7,"keggif","MN1","27","E","240",571,2094,2558,3328,6,13,15,16,"F","NB"
"3118","subj_7_keggif_MN1_34",7,"keggif","MN1","34","E","227",651,1932,2648,2885,6,13,15,15,"F","NB"
"3119","subj_7_keggif_MN1_6",7,"keggif","MN1","6","E","228",709,2002,2545,3529,7,13,15,17,"F","NB"
"3120","subj_7_keggif_Pre_18",7,"keggif","Pre","18","E","229",600,2165,2955,4314,6,13,16,18,"F","NB"
"3121","subj_7_keggif_Pre_36",7,"keggif","Pre","36","E","227",558,2159,2829,4217,5,13,15,18,"F","NB"
"3122","subj_7_keggif_Pre_7",7,"keggif","Pre","7","E","225",528,2311,2882,4382,5,14,15,18,"F","NB"
"3123","subj_7_peffif_19_Post",7,"peffif","Post","19","E","198",616,2010,3058,4409,6,13,16,18,"F","NB"
"3124","subj_7_peffif_44_Post",7,"peffif","Post","44","E","205",542,1958,2903,4310,5,13,15,18,"F","NB"
"3125","subj_7_peffif_4_Post",7,"peffif","Post","4","E","210",566,1949,2906,4220,6,13,15,18,"F","NB"
"3126","subj_7_peffif_AF2_20",7,"peffif","AF2","20","E","215",483,1948,3179,4321,5,13,16,18,"F","NB"
"3127","subj_7_peffif_AF2_21",7,"peffif","AF2","21","E","215",504,1959,3068,4158,5,13,16,18,"F","NB"
"3128","subj_7_peffif_AF2_41",7,"peffif","AF2","41","E","209",561,2039,2947,4319,5,13,16,18,"F","NB"
"3129","subj_7_peffif_MN1_24",7,"peffif","MN1","24","E","240",632,1933,2882,4157,6,13,15,18,"F","NB"
"3130","subj_7_peffif_MN1_31",7,"peffif","MN1","31","E","227",667,1847,2766,3538,6,12,15,17,"F","NB"
"3131","subj_7_peffif_MN1_39",7,"peffif","MN1","39","E","224",502,1859,2735,4010,5,12,15,18,"F","NB"
"3132","subj_7_peffif_Pre_35",7,"peffif","Pre","35","E","233",545,2005,3055,4279,5,13,16,18,"F","NB"
"3133","subj_7_peffif_Pre_37",7,"peffif","Pre","37","E","231",613,2088,2962,4289,6,13,16,18,"F","NB"
"3134","subj_7_peffif_Pre_40",7,"peffif","Pre","40","E","213",594,2143,3137,4365,6,13,16,18,"F","NB"
"3135","subj_7_tessif_40_Post",7,"tessif","Post","40","E","202",463,2003,3077,4354,5,13,16,18,"F","NB"
"3136","subj_7_tessif_41_Post",7,"tessif","Post","41","E","199",461,2023,3024,4340,5,13,16,18,"F","NB"
"3137","subj_7_tessif_42_Post",7,"tessif","Post","42","E","190",454,2015,3005,4422,5,13,16,18,"F","NB"
"3138","subj_7_tessif_AF2_12",7,"tessif","AF2","12","E","200",555,2168,3012,4357,5,13,16,18,"F","NB"
"3139","subj_7_tessif_AF2_32",7,"tessif","AF2","32","E","220",416,2138,2994,4423,4,13,16,18,"F","NB"
"3140","subj_7_tessif_AF2_39",7,"tessif","AF2","39","E","196",505,2054,2991,4385,5,13,16,18,"F","NB"
"3141","subj_7_tessif_MN1_38",7,"tessif","MN1","38","E","233",513,1876,2918,4386,5,12,15,18,"F","NB"
"3142","subj_7_tessif_MN1_40",7,"tessif","MN1","40","E","236",608,1914,2894,4377,6,13,15,18,"F","NB"
"3143","subj_7_tessif_MN1_5",7,"tessif","MN1","5","E","248",564,1995,2957,3571,5,13,16,17,"F","NB"
"3144","subj_7_tessif_Pre_11",7,"tessif","Pre","11","E","234",482,1997,3137,4361,5,13,16,18,"F","NB"
"3145","subj_7_tessif_Pre_19",7,"tessif","Pre","19","E","229",569,2004,3002,4365,6,13,16,18,"F","NB"
"3146","subj_7_tessif_Pre_31",7,"tessif","Pre","31","E","222",497,2178,3057,4359,5,13,16,18,"F","NB"
"3147","subj_9_keggif_1_Post",9,"keggif","Post","1","E","255",904,2151,3120,4435,8,13,16,18,"F","BB"
"3148","subj_9_keggif_46_Post",9,"keggif","Post","46","E","263",874,2096,3833,4930,8,13,17,19,"F","BB"
"3149","subj_9_keggif_48_Post",9,"keggif","Post","48","E","260",829,2089,3233,4344,7,13,16,18,"F","BB"
"3150","subj_9_keggif_AF2_19",9,"keggif","AF1","19","E","239",859,1873,2948,4704,8,12,16,19,"F","BB"
"3151","subj_9_keggif_AF2_47",9,"keggif","AF1","47","E","272",560,1049,1965,3165,5,9,13,16,"F","BB"
"3152","subj_9_keggif_AF2_6",9,"keggif","AF1","6","E","272",850,1855,3104,4907,8,12,16,19,"F","BB"
"3153","subj_9_keggif_MN1_35",9,"keggif","MN2","35","E","279",992,1809,3107,4435,8,12,16,18,"F","BB"
"3154","subj_9_keggif_MN1_5",9,"keggif","MN2","5","E","288",921,1737,3206,4263,8,12,16,18,"F","BB"
"3155","subj_9_keggif_MN1_52",9,"keggif","MN2","52","E","276",879,1717,3143,4538,8,12,16,18,"F","BB"
"3156","subj_9_keggif_Pre_27",9,"keggif","Pre","27","E","260",841,2169,3149,4385,8,13,16,18,"F","BB"
"3157","subj_9_keggif_Pre_37",9,"keggif","Pre","37","E","273",726,2192,3260,4295,7,14,16,18,"F","BB"
"3158","subj_9_keggif_Pre_41",9,"keggif","Pre","41","E","261",708,2221,3012,4274,7,14,16,18,"F","BB"
"3159","subj_9_peffif_14_Post",9,"peffif","Post","14","E","268",791,2006,2978,4974,7,13,16,19,"F","BB"
"3160","subj_9_peffif_37_Post",9,"peffif","Post","37","E","244",639,1954,3182,4481,6,13,16,18,"F","BB"
"3161","subj_9_peffif_40_Post",9,"peffif","Post","40","E","248",705,1998,3108,4197,7,13,16,18,"F","BB"
"3162","subj_9_peffif_AF2_13",9,"peffif","AF1","13","E","273",764,1728,3061,4759,7,12,16,19,"F","BB"
"3163","subj_9_peffif_AF2_20",9,"peffif","AF1","20","E","259",980,1818,2710,4896,8,12,15,19,"F","BB"
"3164","subj_9_peffif_AF2_39",9,"peffif","AF1","39","E","270",849,1907,2985,3569,8,13,16,17,"F","BB"
"3165","subj_9_peffif_MN1_23",9,"peffif","MN2","23","E","290",954,1734,2410,3437,8,12,14,17,"F","BB"
"3166","subj_9_peffif_MN1_49",9,"peffif","MN2","49","E","282",1010,1064,1791,3113,9,9,12,16,"F","BB"
"3167","subj_9_peffif_Pre_15",9,"peffif","Pre","15","E","251",709,2028,3065,4458,7,13,16,18,"F","BB"
"3168","subj_9_peffif_Pre_25",9,"peffif","Pre","25","E","277",647,1990,2994,4529,6,13,16,18,"F","BB"
"3169","subj_9_peffif_Pre_51",9,"peffif","Pre","51","E","259",728,2058,3086,4249,7,13,16,18,"F","BB"
"3170","subj_9_tessif_13_Post",9,"tessif","Post","13","E","248",783,1991,3109,5099,7,13,16,19,"F","BB"
"3171","subj_9_tessif_36_Post",9,"tessif","Post","36","E","246",574,1982,2677,3760,6,13,15,17,"F","BB"
"3172","subj_9_tessif_51_Post",9,"tessif","Post","51","E","251",611,2016,3419,4780,6,13,17,19,"F","BB"
"3173","subj_9_tessif_AF2_21",9,"tessif","AF1","21","E","269",616,1332,2409,3903,6,10,14,17,"F","BB"
"3174","subj_9_tessif_AF2_48",9,"tessif","AF1","48","E","273",846,1533,1938,3276,8,11,13,16,"F","BB"
"3175","subj_9_tessif_AF2_52",9,"tessif","AF1","52","E","273",800,1102,1881,3269,7,9,12,16,"F","BB"
"3176","subj_9_tessif_MN1_17",9,"tessif","MN2","17","E","300",721,1645,2041,3164,7,12,13,16,"F","BB"
"3177","subj_9_tessif_MN1_29",9,"tessif","MN2","29","E","284",866,1555,2401,3901,8,11,14,17,"F","BB"
"3178","subj_9_tessif_MN1_40",9,"tessif","MN2","40","E","279",939,1818,2902,4429,8,12,15,18,"F","BB"
"3179","subj_9_tessif_Pre_19",9,"tessif","Pre","19","E","258",771,2070,3245,4339,7,13,16,18,"F","BB"
"3180","subj_9_tessif_Pre_5",9,"tessif","Pre","5","E","257",730,2054,3211,4540,7,13,16,18,"F","BB"
"3181","subj_9_tessif_Pre_9",9,"tessif","Pre","9","E","260",717,2064,3177,4611,7,13,16,19,"F","BB"
"3182","subj_12_kiggif_10_Post",12,"kiggif","Post","10","I","102",353,1955,2124,3545,4,13,13,17,"M","BB"
"3183","subj_12_kiggif_38_Post",12,"kiggif","Post","38","I","110",370,1857,2150,3365,4,12,13,16,"M","BB"
"3184","subj_12_kiggif_50_Post",12,"kiggif","Post","50","I","101",364,1849,2158,3235,4,12,13,16,"M","BB"
"3185","subj_12_kiggif_AF2_30",12,"kiggif","AF1","30","I","133",380,873,2233,2971,4,8,14,16,"M","BB"
"3186","subj_12_kiggif_AF2_35",12,"kiggif","AF1","35","I","118",449,950,2592,2912,5,8,15,15,"M","BB"
"3187","subj_12_kiggif_AF2_49",12,"kiggif","AF1","49","I","130",341,1039,2512,3220,4,9,14,16,"M","BB"
"3188","subj_12_kiggif_MN1_23",12,"kiggif","MN2","23","I","132",273,958,2535,3693,3,8,14,17,"M","BB"
"3189","subj_12_kiggif_MN1_32",12,"kiggif","MN2","32","I","141",432,963,2398,2773,4,8,14,15,"M","BB"
"3190","subj_12_kiggif_MN1_45",12,"kiggif","MN2","45","I","119",425,748,2618,3928,4,7,15,17,"M","BB"
"3191","subj_12_kiggif_Pre_10",12,"kiggif","Pre","10","I","115",298,2100,2942,3448,3,13,16,17,"M","BB"
"3192","subj_12_kiggif_Pre_15",12,"kiggif","Pre","15","I","105",282,2074,2405,3208,3,13,14,16,"M","BB"
"3193","subj_12_kiggif_Pre_34",12,"kiggif","Pre","34","I","105",385,1991,2047,3408,4,13,13,17,"M","BB"
"3194","subj_12_piffif_22_Post",12,"piffif","Post","22","I","--undefined--",405,1628,2510,3603,4,12,14,17,"M","BB"
"3195","subj_12_piffif_25_Post",12,"piffif","Post","25","I","105",422,1579,2405,3359,4,11,14,16,"M","BB"
"3196","subj_12_piffif_6_Post",12,"piffif","Post","6","I","112",420,1641,2481,3376,4,12,14,16,"M","BB"
"3197","subj_12_piffif_AF2_19",12,"piffif","AF1","19","I","137",370,1239,2316,3110,4,10,14,16,"M","BB"
"3198","subj_12_piffif_AF2_26",12,"piffif","AF1","26","I","120",373,1277,2652,3380,4,10,15,16,"M","BB"
"3199","subj_12_piffif_AF2_43",12,"piffif","AF1","43","I","119",391,1264,2525,3293,4,10,14,16,"M","BB"
"3200","subj_12_piffif_MN1_19",12,"piffif","MN2","19","I","119",434,1357,2705,3326,4,10,15,16,"M","BB"
"3201","subj_12_piffif_MN1_27",12,"piffif","MN2","27","I","128",452,1223,2527,3335,5,10,14,16,"M","BB"
"3202","subj_12_piffif_MN1_46",12,"piffif","MN2","46","I","123",359,1095,2498,3692,4,9,14,17,"M","BB"
"3203","subj_12_piffif_Pre_28",12,"piffif","Pre","28","I","103",415,1671,2448,3306,4,12,14,16,"M","BB"
"3204","subj_12_piffif_Pre_48",12,"piffif","Pre","48","I","103",422,1677,2416,3227,4,12,14,16,"M","BB"
"3205","subj_12_piffif_Pre_52",12,"piffif","Pre","52","I","--undefined--",375,1641,2481,3259,4,12,14,16,"M","BB"
"3206","subj_12_tissif_3_Post",12,"tissif","Post","3","I","105",371,1684,2552,3664,4,12,15,17,"M","BB"
"3207","subj_12_tissif_53_Post",12,"tissif","Post","53","I","97",340,1691,2639,3801,4,12,15,17,"M","BB"
"3208","subj_12_tissif_7_Post",12,"tissif","Post","7","I","103",406,1672,2588,3612,4,12,15,17,"M","BB"
"3209","subj_12_tissif_AF2_13",12,"tissif","AF1","13","I","121",406,1419,2509,3257,4,11,14,16,"M","BB"
"3210","subj_12_tissif_AF2_42",12,"tissif","AF1","42","I","113",234,1206,2451,3701,2,10,14,17,"M","BB"
"3211","subj_12_tissif_AF2_6",12,"tissif","AF1","6","I","130",304,1276,2549,3486,3,10,15,17,"M","BB"
"3212","subj_12_tissif_MN1_29",12,"tissif","MN2","29","I","131",340,1141,2615,3187,4,9,15,16,"M","BB"
"3213","subj_12_tissif_MN1_33",12,"tissif","MN2","33","I","128",395,1200,2562,2998,4,10,15,16,"M","BB"
"3214","subj_12_tissif_MN1_37",12,"tissif","MN2","37","I","--undefined--",242,1150,2396,3465,3,9,14,17,"M","BB"
"3215","subj_12_tissif_Pre_14",12,"tissif","Pre","14","I","98",371,1681,2568,3981,4,12,15,18,"M","BB"
"3216","subj_12_tissif_Pre_22",12,"tissif","Pre","22","I","100",377,1716,2649,3801,4,12,15,17,"M","BB"
"3217","subj_12_tissif_Pre_27",12,"tissif","Pre","27","I","96",378,1695,2589,3762,4,12,15,17,"M","BB"
"3218","subj_13_kiggif_11_Post",13,"kiggif","Post","11","I","130",370,2064,2498,3332,4,13,14,16,"M","BB"
"3219","subj_13_kiggif_33_Post",13,"kiggif","Post","33","I","131",389,2054,2567,3360,4,13,15,16,"M","BB"
"3220","subj_13_kiggif_7_Post",13,"kiggif","Post","7","I","129",426,2007,2499,3359,4,13,14,16,"M","BB"
"3221","subj_13_kiggif_AF2_10",13,"kiggif","AF2","10","I","137",465,956,2411,2840,5,8,14,15,"M","BB"
"3222","subj_13_kiggif_AF2_33",13,"kiggif","AF2","33","I","137",378,953,2475,2777,4,8,14,15,"M","BB"
"3223","subj_13_kiggif_AF2_53",13,"kiggif","AF2","53","I","141",437,978,2517,3459,4,8,14,17,"M","BB"
"3224","subj_13_kiggif_MN1_16",13,"kiggif","MN1","16","I","149",328,824,2420,3041,3,7,14,16,"M","BB"
"3225","subj_13_kiggif_MN1_50",13,"kiggif","MN1","50","I","152",299,1028,2338,2772,3,9,14,15,"M","BB"
"3226","subj_13_kiggif_Pre_10",13,"kiggif","Pre","10","I","130",380,2046,2541,3202,4,13,15,16,"M","BB"
"3227","subj_13_kiggif_Pre_17",13,"kiggif","Pre","17","I","130",359,2095,2584,3198,4,13,15,16,"M","BB"
"3228","subj_13_kiggif_Pre_40",13,"kiggif","Pre","40","I","127",406,2101,2709,3279,4,13,15,16,"M","BB"
"3229","subj_13_piffif_14_Post",13,"piffif","Post","14","I","135",373,1984,2579,3411,4,13,15,17,"M","BB"
"3230","subj_13_piffif_1_Post",13,"piffif","Post","1","I","138",396,1876,2515,3393,4,12,14,16,"M","BB"
"3231","subj_13_piffif_38_Post",13,"piffif","Post","38","I","127",412,1990,2537,3328,4,13,14,16,"M","BB"
"3232","subj_13_piffif_AF2_13",13,"piffif","AF2","13","I","142",378,1161,2446,3950,4,9,14,17,"M","BB"
