"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F3Hz","F4.Hz.","F1Bark","F2Bark","F3Bark","F4Bark","gender","BB"
"693","subj_35_tissif_28_Post",35,"tissif","Post","28","I","213",413,2154,3015,4481,4,13,16,18,"F","NB"
"694","subj_35_tissif_35_Post",35,"tissif","Post","35","I","217",425,2166,2987,4481,4,13,16,18,"F","NB"
"695","subj_35_tissif_AF2_18",35,"tissif","AF1","18","I","227",436,2155,2971,4485,4,13,16,18,"F","NB"
"696","subj_35_tissif_AF2_5",35,"tissif","AF1","5","I","233",449,2292,3014,4502,5,14,16,18,"F","NB"
"697","subj_35_tissif_AF2_50",35,"tissif","AF1","50","I","216",423,2157,3084,4574,4,13,16,19,"F","NB"
"698","subj_35_tissif_MN1_18",35,"tissif","MN2","18","I","206",411,2053,2943,4196,4,13,16,18,"F","NB"
"699","subj_35_tissif_MN1_23",35,"tissif","MN2","23","I","198",421,2096,2898,4301,4,13,15,18,"F","NB"
"700","subj_35_tissif_MN1_45",35,"tissif","MN2","45","I","202",416,2023,3011,4419,4,13,16,18,"F","NB"
"701","subj_35_tissif_Pre_19",35,"tissif","Pre","19","I","257",399,2154,3035,4528,4,13,16,18,"F","NB"
"702","subj_35_tissif_Pre_25",35,"tissif","Pre","25","I","284",477,2197,3157,4542,5,14,16,18,"F","NB"
"703","subj_35_tissif_Pre_36",35,"tissif","Pre","36","I","137",478,2144,3032,4457,5,13,16,18,"F","NB"
"704","subj_36_kiggif_51_Post",36,"kiggif","Post","51","I","234",421,2240,2571,3659,4,14,15,17,"F","NB"
"705","subj_36_kiggif_53_Post",36,"kiggif","Post","53","I","209",378,2149,2725,3855,4,13,15,17,"F","NB"
"706","subj_36_kiggif_7_Post",36,"kiggif","Post","7","I","98",402,2220,2594,3777,4,14,15,17,"F","NB"
"707","subj_36_kiggif_AF2_13",36,"kiggif","AF2","13","I","193",281,2345,2780,3884,3,14,15,17,"F","NB"
"708","subj_36_kiggif_AF2_43",36,"kiggif","AF2","43","I","240",440,2187,2615,3973,4,13,15,18,"F","NB"
"709","subj_36_kiggif_AF2_48",36,"kiggif","AF2","48","I","249",419,2286,2953,3538,4,14,16,17,"F","NB"
"710","subj_36_kiggif_MN1_28",36,"kiggif","MN1","28","I","248",483,2194,2684,3847,5,14,15,17,"F","NB"
"711","subj_36_kiggif_MN1_49",36,"kiggif","MN1","49","I","241",465,2174,2671,3929,5,13,15,17,"F","NB"
"712","subj_36_kiggif_Pre_15",36,"kiggif","Pre","15","I","241",457,2191,2818,3826,5,14,15,17,"F","NB"
"713","subj_36_kiggif_Pre_17",36,"kiggif","Pre","17","I","187",363,2169,2656,3785,4,13,15,17,"F","NB"
"714","subj_36_kiggif_Pre_39",36,"kiggif","Pre","39","I","254",443,2225,2759,3799,4,14,15,17,"F","NB"
"715","subj_36_piffif_1_Post",36,"piffif","Post","1","I","215",444,1926,2769,3641,4,13,15,17,"F","NB"
"716","subj_36_piffif_35_Post",36,"piffif","Post","35","I","200",443,1875,2506,3516,4,12,14,17,"F","NB"
"717","subj_36_piffif_42_Post",36,"piffif","Post","42","I","242",479,1866,2902,3771,5,12,15,17,"F","NB"
"718","subj_36_piffif_AF2_30",36,"piffif","AF2","30","I","224",433,1886,2667,3568,4,13,15,17,"F","NB"
"719","subj_36_piffif_AF2_39",36,"piffif","AF2","39","I","235",453,1875,2778,4127,5,12,15,18,"F","NB"
"720","subj_36_piffif_AF2_41",36,"piffif","AF2","41","I","194",418,1841,2689,3697,4,12,15,17,"F","NB"
"721","subj_36_piffif_MN1_24",36,"piffif","MN1","24","I","222",461,1700,2567,3623,5,12,15,17,"F","NB"
"722","subj_36_piffif_MN1_26",36,"piffif","MN1","26","I","232",459,1815,2650,3698,5,12,15,17,"F","NB"
"723","subj_36_piffif_MN1_42",36,"piffif","MN1","42","I","229",460,1786,2737,3876,5,12,15,17,"F","NB"
"724","subj_36_piffif_Pre_20",36,"piffif","Pre","20","I","214",439,1879,2657,3658,4,12,15,17,"F","NB"
"725","subj_36_piffif_Pre_3",36,"piffif","Pre","3","I","252",480,2001,2768,3709,5,13,15,17,"F","NB"
"726","subj_36_piffif_Pre_47",36,"piffif","Pre","47","I","244",468,1897,2581,3766,5,13,15,17,"F","NB"
"727","subj_36_tissif_22_Post",36,"tissif","Post","22","I","280",339,1908,2855,4180,4,13,15,18,"F","NB"
"728","subj_36_tissif_25_Post",36,"tissif","Post","25","I","228",412,1824,2813,3681,4,12,15,17,"F","NB"
"729","subj_36_tissif_48_Post",36,"tissif","Post","48","I","105",410,1809,2934,4252,4,12,15,18,"F","NB"
"730","subj_36_tissif_AF2_20",36,"tissif","AF2","20","I","109",467,1821,2896,3682,5,12,15,17,"F","NB"
"731","subj_36_tissif_AF2_46",36,"tissif","AF2","46","I","219",421,1893,2866,3963,4,13,15,18,"F","NB"
"732","subj_36_tissif_AF2_52",36,"tissif","AF2","52","I","198",383,1925,2919,4225,4,13,15,18,"F","NB"
"733","subj_36_tissif_MN1_16",36,"tissif","MN1","16","I","244",476,1766,2880,4155,5,12,15,18,"F","NB"
"734","subj_36_tissif_MN1_31",36,"tissif","MN1","31","I","254",496,1807,2871,3880,5,12,15,17,"F","NB"
"735","subj_36_tissif_MN1_35",36,"tissif","MN1","35","I","244",485,1803,2805,3860,5,12,15,17,"F","NB"
"736","subj_36_tissif_Pre_14",36,"tissif","Pre","14","I","230",435,1887,2957,3785,4,13,16,17,"F","NB"
"737","subj_36_tissif_Pre_42",36,"tissif","Pre","42","I","233",437,1854,3005,4277,4,12,16,18,"F","NB"
"738","subj_36_tissif_Pre_48",36,"tissif","Pre","48","I","240",440,1870,2785,4091,4,12,15,18,"F","NB"
"739","subj_37_kiggif_27_Post",37,"kiggif","Post","27","I","230",417,2437,3028,4220,4,14,16,18,"F","BB"
"740","subj_37_kiggif_45_Post",37,"kiggif","Post","45","I","243",441,2255,2598,4187,4,14,15,18,"F","BB"
"741","subj_37_kiggif_50_Post",37,"kiggif","Post","50","I","241",424,2454,2918,4048,4,14,15,18,"F","BB"
"742","subj_37_kiggif_AF2_32",37,"kiggif","AF2","32","I","230",372,1293,2347,3320,4,10,14,16,"F","BB"
"743","subj_37_kiggif_AF2_33",37,"kiggif","AF2","33","I","193",860,2145,3181,4063,7,13,16,18,"F","BB"
"744","subj_37_kiggif_AF2_9",37,"kiggif","AF2","9","I","235",409,1655,2789,3530,4,12,15,17,"F","BB"
"745","subj_37_kiggif_MN1_15",37,"kiggif","MN1","15","I","272",510,1186,2499,4076,5,10,14,18,"F","BB"
"746","subj_37_kiggif_MN1_4",37,"kiggif","MN1","4","I","263",505,1286,2654,3500,5,10,15,17,"F","BB"
"747","subj_37_kiggif_MN1_7",37,"kiggif","MN1","7","I","259",459,1416,2318,3868,5,11,14,17,"F","BB"
"748","subj_37_kiggif_Pre_14",37,"kiggif","Pre","14","I","233",436,2538,3139,4119,4,14,16,18,"F","BB"
"749","subj_37_kiggif_Pre_38",37,"kiggif","Pre","38","I","198",364,2394,2923,4200,4,14,15,18,"F","BB"
"750","subj_37_kiggif_Pre_42",37,"kiggif","Pre","42","I","228",415,2266,2918,4085,4,14,15,18,"F","BB"
"751","subj_37_piffif_30_Post",37,"piffif","Post","30","I","242",451,2238,3112,4407,5,14,16,18,"F","BB"
"752","subj_37_piffif_49_Post",37,"piffif","Post","49","I","246",458,2101,2959,4012,5,13,16,18,"F","BB"
"753","subj_37_piffif_8_Post",37,"piffif","Post","8","I","227",425,2040,2878,4116,4,13,15,18,"F","BB"
"754","subj_37_piffif_AF2_0",37,"piffif","AF2","0","I","234",309,1659,2839,3852,3,12,15,17,"F","BB"
"755","subj_37_piffif_AF2_18",37,"piffif","AF2","18","I","226",328,1584,2342,4359,3,11,14,18,"F","BB"
"756","subj_37_piffif_AF2_42",37,"piffif","AF2","42","I","215",400,1661,2388,3201,4,12,14,16,"F","BB"
"757","subj_37_piffif_MN1_28",37,"piffif","MN1","28","I","247",261,1291,2867,3716,3,10,15,17,"F","BB"
"758","subj_37_piffif_MN1_36",37,"piffif","MN1","36","I","254",268,1306,2832,3111,3,10,15,16,"F","BB"
"759","subj_37_piffif_MN1_49",37,"piffif","MN1","49","I","258",356,1474,2189,3490,4,11,13,17,"F","BB"
"760","subj_37_piffif_Pre_13",37,"piffif","Pre","13","I","241",431,2147,2886,3980,4,13,15,18,"F","BB"
"761","subj_37_piffif_Pre_31",37,"piffif","Pre","31","I","235",454,2743,3339,4115,5,15,16,18,"F","BB"
"762","subj_37_piffif_Pre_46",37,"piffif","Pre","46","I","211",391,2136,2968,4167,4,13,16,18,"F","BB"
"763","subj_37_tissif_31_Post",37,"tissif","Post","31","I","236",445,1945,3118,4220,4,13,16,18,"F","BB"
"764","subj_37_tissif_47_Post",37,"tissif","Post","47","I","248",344,1994,3092,4112,4,13,16,18,"F","BB"
"765","subj_37_tissif_6_Post",37,"tissif","Post","6","I","226",424,2047,3100,4263,4,13,16,18,"F","BB"
"766","subj_37_tissif_AF2_12",37,"tissif","AF2","12","I","231",444,1604,2878,4106,4,11,15,18,"F","BB"
"767","subj_37_tissif_AF2_30",37,"tissif","AF2","30","I","224",644,1589,2936,4272,6,11,15,18,"F","BB"
"768","subj_37_tissif_AF2_41",37,"tissif","AF2","41","I","230",671,1798,2854,4403,6,12,15,18,"F","BB"
"769","subj_37_tissif_MN1_20",37,"tissif","MN1","20","I","251",262,1541,2781,3195,3,11,15,16,"F","BB"
"770","subj_37_tissif_MN1_45",37,"tissif","MN1","45","I","253",315,1444,2094,3476,3,11,13,17,"F","BB"
"771","subj_37_tissif_MN1_50",37,"tissif","MN1","50","I","260",358,1429,2206,3840,4,11,14,17,"F","BB"
"772","subj_37_tissif_Pre_22",37,"tissif","Pre","22","I","235",454,2035,2953,4044,5,13,16,18,"F","BB"
"773","subj_37_tissif_Pre_39",37,"tissif","Pre","39","I","206",399,2190,3009,4250,4,13,16,18,"F","BB"
"774","subj_37_tissif_Pre_43",37,"tissif","Pre","43","I","219",411,2000,3020,4282,4,13,16,18,"F","BB"
"775","subj_38_kiggif_22_Post",38,"kiggif","Post","22","I","232",450,2561,3233,4378,5,15,16,18,"F","NB"
"776","subj_38_kiggif_46_Post",38,"kiggif","Post","46","I","568",1674,3209,3567,4690,12,16,17,19,"F","NB"
"777","subj_38_kiggif_8_Post",38,"kiggif","Post","8","I","224",418,2411,3268,4217,4,14,16,18,"F","NB"
"778","subj_38_kiggif_AF2_13",38,"kiggif","AF1","13","I","240",471,2619,3300,4300,5,15,16,18,"F","NB"
"779","subj_38_kiggif_AF2_18",38,"kiggif","AF1","18","I","236",459,2641,3113,4191,5,15,16,18,"F","NB"
"780","subj_38_kiggif_AF2_30",38,"kiggif","AF1","30","I","241",475,2709,3179,4191,5,15,16,18,"F","NB"
"781","subj_38_kiggif_MN1_12",38,"kiggif","MN2","12","I","242",475,2445,3250,4272,5,14,16,18,"F","NB"
"782","subj_38_kiggif_MN1_42",38,"kiggif","MN2","42","I","280",547,2530,3405,4410,5,14,17,18,"F","NB"
"783","subj_38_kiggif_MN1_47",38,"kiggif","MN2","47","I","258",497,2596,3036,4373,5,15,16,18,"F","NB"
"784","subj_38_kiggif_Pre_18",38,"kiggif","Pre","18","I","239",458,2435,3287,4105,5,14,16,18,"F","NB"
"785","subj_38_kiggif_Pre_37",38,"kiggif","Pre","37","I","231",438,2533,3168,4316,4,14,16,18,"F","NB"
"786","subj_38_kiggif_Pre_46",38,"kiggif","Pre","46","I","218",418,2671,3320,4198,4,15,16,18,"F","NB"
"787","subj_38_piffif_18_Post",38,"piffif","Post","18","I","240",469,2292,3087,4102,5,14,16,18,"F","NB"
"788","subj_38_piffif_20_Post",38,"piffif","Post","20","I","225",431,2193,3100,4077,4,14,16,18,"F","NB"
"789","subj_38_piffif_36_Post",38,"piffif","Post","36","I","235",445,2353,3245,4327,4,14,16,18,"F","NB"
"790","subj_38_piffif_AF2_16",38,"piffif","AF1","16","I","222",410,2187,2967,4195,4,13,16,18,"F","NB"
"791","subj_38_piffif_AF2_45",38,"piffif","AF1","45","I","237",453,2116,3020,4230,5,13,16,18,"F","NB"
"792","subj_38_piffif_AF2_49",38,"piffif","AF1","49","I","239",467,2147,2948,4112,5,13,16,18,"F","NB"
"793","subj_38_piffif_MN1_18",38,"piffif","MN2","18","I","276",358,2653,3308,4145,4,15,16,18,"F","NB"
"794","subj_38_piffif_MN1_8",38,"piffif","MN2","8","I","264",511,2367,3343,4201,5,14,16,18,"F","NB"
"795","subj_38_piffif_MN1_9",38,"piffif","MN2","9","I","271",516,2182,3202,3723,5,13,16,17,"F","NB"
"796","subj_38_piffif_Pre_14",38,"piffif","Pre","14","I","227",401,2111,2946,4126,4,13,16,18,"F","NB"
"797","subj_38_piffif_Pre_25",38,"piffif","Pre","25","I","221",408,2200,3168,4248,4,14,16,18,"F","NB"
"798","subj_38_piffif_Pre_3",38,"piffif","Pre","3","I","237",454,2148,3233,4266,5,13,16,18,"F","NB"
"799","subj_38_tissif_39_Post",38,"tissif","Post","39","I","238",471,2236,3364,4674,5,14,16,19,"F","NB"
"800","subj_38_tissif_44_Post",38,"tissif","Post","44","I","234",444,2253,3221,4498,4,14,16,18,"F","NB"
"801","subj_38_tissif_51_Post",38,"tissif","Post","51","I","229",440,2266,3149,4508,4,14,16,18,"F","NB"
"802","subj_38_tissif_AF2_41",38,"tissif","AF1","41","I","226",434,2282,3252,4497,4,14,16,18,"F","NB"
"803","subj_38_tissif_AF2_46",38,"tissif","AF1","46","I","234",440,2100,3212,4505,4,13,16,18,"F","NB"
"804","subj_38_tissif_AF2_47",38,"tissif","AF1","47","I","226",428,2227,3245,4420,4,14,16,18,"F","NB"
"805","subj_38_tissif_MN1_13",38,"tissif","MN2","13","I","285",565,2397,2636,3443,6,14,15,17,"F","NB"
"806","subj_38_tissif_MN1_35",38,"tissif","MN2","35","I","264",487,2390,2910,3478,5,14,15,17,"F","NB"
"807","subj_38_tissif_MN1_45",38,"tissif","MN2","45","I","266",506,2209,3205,4425,5,14,16,18,"F","NB"
"808","subj_38_tissif_Pre_35",38,"tissif","Pre","35","I","223",425,2327,3154,4399,4,14,16,18,"F","NB"
"809","subj_38_tissif_Pre_51",38,"tissif","Pre","51","I","219",404,2273,3239,4528,4,14,16,18,"F","NB"
"810","subj_38_tissif_Pre_53",38,"tissif","Pre","53","I","229",438,2252,3102,4467,4,14,16,18,"F","NB"
"811","subj_41_kiggif_16_Post",41,"kiggif","Post","16","I","271",367,2383,2940,4354,4,14,16,18,"F","BB"
"812","subj_41_kiggif_33_Post",41,"kiggif","Post","33","I","240",471,2718,3114,4188,5,15,16,18,"F","BB"
"813","subj_41_kiggif_36_Post",41,"kiggif","Post","36","I","260",455,2366,2905,4050,5,14,15,18,"F","BB"
"814","subj_41_kiggif_AF2_14",41,"kiggif","AF2","14","I","276",553,1486,2683,3959,5,11,15,17,"F","BB"
"815","subj_41_kiggif_AF2_48",41,"kiggif","AF2","48","I","280",453,1694,2713,4203,5,12,15,18,"F","BB"
"816","subj_41_kiggif_AF2_7",41,"kiggif","AF2","7","I","293",573,1405,2340,3208,6,11,14,16,"F","BB"
"817","subj_41_kiggif_MN1_11",41,"kiggif","MN1","11","I","352",683,1519,2431,3363,6,11,14,16,"F","BB"
"818","subj_41_kiggif_MN1_29",41,"kiggif","MN1","29","I","367",816,1475,2510,3668,7,11,14,17,"F","BB"
"819","subj_41_kiggif_MN1_7",41,"kiggif","MN1","7","I","333",684,1669,2542,2927,6,12,15,15,"F","BB"
"820","subj_41_kiggif_Pre_23",41,"kiggif","Pre","23","I","281",377,2489,2886,3877,4,14,15,17,"F","BB"
"821","subj_41_kiggif_Pre_26",41,"kiggif","Pre","26","I","274",357,2381,2941,3947,4,14,16,18,"F","BB"
"822","subj_41_kiggif_Pre_32",41,"kiggif","Pre","32","I","267",326,2386,2861,3490,3,14,15,17,"F","BB"
"823","subj_41_piffif_17_Post",41,"piffif","Post","17","I","293",438,2144,2911,3918,4,13,15,17,"F","BB"
"824","subj_41_piffif_45_Post",41,"piffif","Post","45","I","276",420,2205,3034,4135,4,14,16,18,"F","BB"
"825","subj_41_piffif_7_Post",41,"piffif","Post","7","I","273",390,2176,2774,3948,4,13,15,18,"F","BB"
"826","subj_41_piffif_AF2_13",41,"piffif","AF2","13","I","282",344,1290,2580,3350,4,10,15,16,"F","BB"
"827","subj_41_piffif_AF2_18",41,"piffif","AF2","18","I","266",366,1283,2589,3625,4,10,15,17,"F","BB"
"828","subj_41_piffif_AF2_4",41,"piffif","AF2","4","I","321",402,1419,2335,3256,4,11,14,16,"F","BB"
"829","subj_41_piffif_MN1_20",41,"piffif","MN1","20","I","346",665,1364,2701,3408,6,10,15,17,"F","BB"
"830","subj_41_piffif_MN1_38",41,"piffif","MN1","38","I","327",662,1177,2904,3808,6,9,15,17,"F","BB"
"831","subj_41_piffif_MN1_51",41,"piffif","MN1","51","I","324",545,1265,2849,3433,5,10,15,17,"F","BB"
"832","subj_41_piffif_Pre_10",41,"piffif","Pre","10","I","298",533,2362,2999,4217,5,14,16,18,"F","BB"
"833","subj_41_piffif_Pre_29",41,"piffif","Pre","29","I","271",360,2197,2924,3755,4,14,15,17,"F","BB"
"834","subj_41_piffif_Pre_53",41,"piffif","Pre","53","I","261",435,2222,2857,3657,4,14,15,17,"F","BB"
"835","subj_41_tissif_13_Post",41,"tissif","Post","13","I","267",405,2384,2978,3750,4,14,16,17,"F","BB"
"836","subj_41_tissif_28_Post",41,"tissif","Post","28","I","260",401,2139,3038,4351,4,13,16,18,"F","BB"
"837","subj_41_tissif_48_Post",41,"tissif","Post","48","I","273",333,2199,3012,4223,3,14,16,18,"F","BB"
"838","subj_41_tissif_AF2_17",41,"tissif","AF2","17","I","267",427,1309,2680,3584,4,10,15,17,"F","BB"
"839","subj_41_tissif_AF2_28",41,"tissif","AF2","28","I","281",496,1646,1906,3090,5,12,12,16,"F","BB"
"840","subj_41_tissif_AF2_46",41,"tissif","AF2","46","I","268",495,1534,2287,3193,5,11,14,16,"F","BB"
"841","subj_41_tissif_MN1_30",41,"tissif","MN1","30","I","339",679,1222,2357,3076,6,10,14,16,"F","BB"
"842","subj_41_tissif_MN1_9",41,"tissif","MN1","9","I","352",691,1547,2728,3228,6,11,15,16,"F","BB"
"843","subj_41_tissif_Pre_24",41,"tissif","Pre","24","I","303",483,2260,3035,4293,5,14,16,18,"F","BB"
"844","subj_41_tissif_Pre_30",41,"tissif","Pre","30","I","268",327,2133,2954,3615,3,13,16,17,"F","BB"
"845","subj_41_tissif_Pre_41",41,"tissif","Pre","41","I","270",406,2210,2960,4089,4,14,16,18,"F","BB"
"846","subj_42_kiggif_18_Post",42,"kiggif","Post","18","I","214",414,2109,2724,3569,4,13,15,17,"F","BB"
"847","subj_42_kiggif_41_Post",42,"kiggif","Post","41","I","228",439,2359,2881,3938,4,14,15,18,"F","BB"
"848","subj_42_kiggif_53_Post",42,"kiggif","Post","53","I","233",449,2119,2783,3885,5,13,15,17,"F","BB"
"849","subj_42_kiggif_AF2_24",42,"kiggif","AF1","24","I","247",475,1505,2582,4017,5,11,15,18,"F","BB"
"850","subj_42_kiggif_AF2_52",42,"kiggif","AF1","52","I","258",508,1768,2510,4424,5,12,14,18,"F","BB"
"851","subj_42_kiggif_AF2_53",42,"kiggif","AF1","53","I","257",501,1765,2447,4072,5,12,14,18,"F","BB"
"852","subj_42_kiggif_MN1_19",42,"kiggif","MN2","19","I","243",490,1321,2493,3239,5,10,14,16,"F","BB"
"853","subj_42_kiggif_MN1_25",42,"kiggif","MN2","25","I","272",552,1363,2383,3338,5,10,14,16,"F","BB"
"854","subj_42_kiggif_MN1_49",42,"kiggif","MN2","49","I","282",441,1162,2650,3433,4,9,15,17,"F","BB"
"855","subj_42_kiggif_Pre_10",42,"kiggif","Pre","10","I","214",420,2054,2805,3715,4,13,15,17,"F","BB"
"856","subj_42_kiggif_Pre_18",42,"kiggif","Pre","18","I","177",451,1985,2785,3640,5,13,15,17,"F","BB"
"857","subj_42_kiggif_Pre_38",42,"kiggif","Pre","38","I","212",420,2155,2719,3714,4,13,15,17,"F","BB"
"858","subj_42_piffif_15_Post",42,"piffif","Post","15","I","224",437,1789,2828,3887,4,12,15,17,"F","BB"
"859","subj_42_piffif_5_Post",42,"piffif","Post","5","I","227",441,1965,2731,3786,4,13,15,17,"F","BB"
"860","subj_42_piffif_AF2_13",42,"piffif","AF1","13","I","258",489,1366,2330,3718,5,10,14,17,"F","BB"
"861","subj_42_piffif_AF2_43",42,"piffif","AF1","43","I","250",477,1289,2779,4185,5,10,15,18,"F","BB"
"862","subj_42_piffif_AF2_8",42,"piffif","AF1","8","I","234",453,1412,2879,4091,5,11,15,18,"F","BB"
"863","subj_42_piffif_MN1_3",42,"piffif","MN2","3","I","254",507,1482,2271,3294,5,11,14,16,"F","BB"
"864","subj_42_piffif_MN1_32",42,"piffif","MN2","32","I","274",578,1626,2386,2816,6,12,14,15,"F","BB"
"865","subj_42_piffif_MN1_5",42,"piffif","MN2","5","I","261",530,1549,2734,3358,5,11,15,16,"F","BB"
"866","subj_42_piffif_Pre_29",42,"piffif","Pre","29","I","241",455,1936,2865,3636,5,13,15,17,"F","BB"
"867","subj_42_piffif_Pre_34",42,"piffif","Pre","34","I","239",469,1865,2840,3646,5,12,15,17,"F","BB"
"868","subj_42_piffif_Pre_7",42,"piffif","Pre","7","I","209",412,1863,2758,3551,4,12,15,17,"F","BB"
"869","subj_42_tissif_11_Post",42,"tissif","Post","11","I","215",419,1723,3030,3801,4,12,16,17,"F","BB"
"870","subj_42_tissif_35_Post",42,"tissif","Post","35","I","217",424,1835,2937,4037,4,12,15,18,"F","BB"
"871","subj_42_tissif_4_Post",42,"tissif","Post","4","I","211",405,1767,2784,3857,4,12,15,17,"F","BB"
"872","subj_42_tissif_AF2_11",42,"tissif","AF1","11","I","254",470,1481,2795,4059,5,11,15,18,"F","BB"
"873","subj_42_tissif_AF2_26",42,"tissif","AF1","26","I","250",476,1287,2790,4199,5,10,15,18,"F","BB"
"874","subj_42_tissif_AF2_34",42,"tissif","AF1","34","I","243",478,1417,2536,3620,5,11,14,17,"F","BB"
"875","subj_42_tissif_MN1_35",42,"tissif","MN2","35","I","279",510,1388,2452,3502,5,11,14,17,"F","BB"
"876","subj_42_tissif_MN1_40",42,"tissif","MN2","40","I","285",564,1429,2152,3235,5,11,13,16,"F","BB"
"877","subj_42_tissif_MN1_6",42,"tissif","MN2","6","I","275",596,1624,2611,3335,6,12,15,16,"F","BB"
"878","subj_42_tissif_Pre_0",42,"tissif","Pre","0","I","224",403,1721,2907,3751,4,12,15,17,"F","BB"
"879","subj_42_tissif_Pre_32",42,"tissif","Pre","32","I","235",450,1977,2891,4045,5,13,15,18,"F","BB"
"880","subj_42_tissif_Pre_53",42,"tissif","Pre","53","I","221",430,1816,2897,3885,4,12,15,17,"F","BB"
"881","subj_44_kiggif_18_Post",44,"kiggif","Post","18","I","255",322,2252,3050,3868,3,14,16,17,"F","BB"
"882","subj_44_kiggif_47_Post",44,"kiggif","Post","47","I","267",350,2392,3071,3873,4,14,16,17,"F","BB"
"883","subj_44_kiggif_AF2_11",44,"kiggif","AF2","11","I","278",407,1401,2882,4379,4,11,15,18,"F","BB"
"884","subj_44_kiggif_AF2_12",44,"kiggif","AF2","12","I","306",430,1424,2879,4002,4,11,15,18,"F","BB"
"885","subj_44_kiggif_AF2_28",44,"kiggif","AF2","28","I","267",300,1325,2939,4031,3,10,15,18,"F","BB"
"886","subj_44_kiggif_MN1_0",44,"kiggif","MN1","0","I","316",537,1397,2822,3428,5,11,15,17,"F","BB"
"887","subj_44_kiggif_MN1_21",44,"kiggif","MN1","21","I","333",540,1668,2815,2960,5,12,15,16,"F","BB"
"888","subj_44_kiggif_MN1_26",44,"kiggif","MN1","26","I","322",614,1634,2873,3746,6,12,15,17,"F","BB"
"889","subj_44_kiggif_Pre_36",44,"kiggif","Pre","36","I","270",401,2580,3125,4087,4,15,16,18,"F","BB"
"890","subj_44_kiggif_Pre_45",44,"kiggif","Pre","45","I","295",545,2330,2737,3786,5,14,15,17,"F","BB"
"891","subj_44_kiggif_Pre_5",44,"kiggif","Pre","5","I","234",383,2038,2743,3683,4,13,15,17,"F","BB"
"892","subj_44_piffif_22_Post",44,"piffif","Post","22","I","282",481,2155,2672,3641,5,13,15,17,"F","BB"
"893","subj_44_piffif_40_Post",44,"piffif","Post","40","I","239",456,2111,2836,4186,5,13,15,18,"F","BB"
"894","subj_44_piffif_4_Post",44,"piffif","Post","4","I","255",311,2277,3028,4326,3,14,16,18,"F","BB"
"895","subj_44_piffif_AF2_1",44,"piffif","AF2","1","I","286",346,1500,2719,4048,4,11,15,18,"F","BB"
"896","subj_44_piffif_AF2_35",44,"piffif","AF2","35","I","301",410,1496,2683,4114,4,11,15,18,"F","BB"
"897","subj_44_piffif_AF2_8",44,"piffif","AF2","8","I","268",334,1563,2689,4060,3,11,15,18,"F","BB"
"898","subj_44_piffif_MN1_15",44,"piffif","MN1","15","I","336",615,1681,2803,3840,6,12,15,17,"F","BB"
"899","subj_44_piffif_MN1_22",44,"piffif","MN1","22","I","313",617,1610,2781,3946,6,11,15,18,"F","BB"
"900","subj_44_piffif_MN1_38",44,"piffif","MN1","38","I","306",630,1715,2790,3514,6,12,15,17,"F","BB"
"901","subj_44_piffif_Pre_18",44,"piffif","Pre","18","I","244",467,2184,2956,4210,5,13,16,18,"F","BB"
"902","subj_44_piffif_Pre_29",44,"piffif","Pre","29","I","243",467,2184,2937,4077,5,13,15,18,"F","BB"
"903","subj_44_piffif_Pre_30",44,"piffif","Pre","30","I","245",485,2123,2926,4061,5,13,15,18,"F","BB"
"904","subj_44_tissif_12_Post",44,"tissif","Post","12","I","256",325,2063,3067,4226,3,13,16,18,"F","BB"
"905","subj_44_tissif_30_Post",44,"tissif","Post","30","I","241",444,2012,2970,4187,4,13,16,18,"F","BB"
"906","subj_44_tissif_35_Post",44,"tissif","Post","35","I","249",286,2106,3009,4373,3,13,16,18,"F","BB"
"907","subj_44_tissif_AF2_30",44,"tissif","AF2","30","I","295",420,1468,2789,4265,4,11,15,18,"F","BB"
"908","subj_44_tissif_AF2_4",44,"tissif","AF2","4","I","300",398,1551,2954,4196,4,11,16,18,"F","BB"
"909","subj_44_tissif_AF2_48",44,"tissif","AF2","48","I","285",511,1420,2614,3917,5,11,15,17,"F","BB"
"910","subj_44_tissif_MN1_18",44,"tissif","MN1","18","I","325",520,1644,2844,3559,5,12,15,17,"F","BB"
"911","subj_44_tissif_MN1_52",44,"tissif","MN1","52","I","329",476,1595,2961,4404,5,11,16,18,"F","BB"
"912","subj_44_tissif_MN1_9",44,"tissif","MN1","9","I","311",448,1533,2796,3552,5,11,15,17,"F","BB"
"913","subj_44_tissif_Pre_16",44,"tissif","Pre","16","I","251",478,2164,3011,4197,5,13,16,18,"F","BB"
"914","subj_44_tissif_Pre_2",44,"tissif","Pre","2","I","271",331,2132,2968,4120,3,13,16,18,"F","BB"
"915","subj_44_tissif_Pre_46",44,"tissif","Pre","46","I","305",526,2126,3051,4174,5,13,16,18,"F","BB"
"916","subj_45_kiggif_2_Post",45,"kiggif","Post","2","I","282",459,2152,2453,4095,5,13,14,18,"F","BB"
"917","subj_45_kiggif_7_Post",45,"kiggif","Post","7","I","266",329,2159,2422,3904,3,13,14,17,"F","BB"
"918","subj_45_kiggif_AF2_30",45,"kiggif","AF2","30","I","264",483,1374,2654,3918,5,10,15,17,"F","BB"
"919","subj_45_kiggif_AF2_34",45,"kiggif","AF2","34","I","293",541,1488,2654,3755,5,11,15,17,"F","BB"
